E	j	j C	j C	j  Ageo
1.46356	0.00144	0.02446	0.03429	0.0722
1.46405	0.00149	0.02528	0.03544	0.07463
1.46455	0.00145	0.02456	0.03444	0.07251
1.46505	0.00149	0.0253	0.03547	0.07468
1.46555	0.00151	0.02555	0.03581	0.07541
1.46605	0.00148	0.02509	0.03518	0.07408
1.46655	0.00153	0.02584	0.03623	0.07628
1.46704	0.00153	0.02593	0.03636	0.07655
1.46754	0.0016	0.02708	0.03796	0.07993
1.46805	0.00154	0.02615	0.03666	0.07718
1.46855	0.0016	0.02706	0.03793	0.07987
1.46906	0.00161	0.02724	0.0382	0.08042
1.46956	0.00162	0.02747	0.03851	0.08109
1.47005	0.0017	0.02876	0.04033	0.08491
1.47055	0.00169	0.02854	0.04002	0.08426
1.47105	0.00168	0.02852	0.03998	0.08419
1.47155	0.00173	0.02939	0.0412	0.08675
1.47205	0.00177	0.02992	0.04195	0.08833
1.47256	0.0018	0.03041	0.04264	0.08978
1.47305	0.00185	0.03127	0.04384	0.09231
1.47354	0.00188	0.03187	0.04468	0.09408
1.47404	0.00187	0.03174	0.0445	0.0937
1.47454	0.00194	0.03281	0.046	0.09686
1.47504	0.00194	0.03293	0.04617	0.09722
1.47554	0.00196	0.03327	0.04665	0.09822
1.47604	0.00202	0.03429	0.04807	0.10122
1.47654	0.00208	0.03522	0.04937	0.10396
1.47704	0.00207	0.03511	0.04923	0.10365
1.47754	0.00209	0.03537	0.04959	0.10441
1.47803	0.00215	0.03638	0.051	0.10739
1.47853	0.00216	0.03662	0.05135	0.10811
1.47903	0.00221	0.03748	0.05255	0.11065
1.47953	0.0023	0.03895	0.0546	0.11497
1.48002	0.00233	0.03952	0.05541	0.11666
1.48053	0.00233	0.03953	0.05543	0.1167
1.48103	0.00242	0.04092	0.05737	0.1208
1.48153	0.00248	0.04204	0.05895	0.12411
1.48202	0.00255	0.04315	0.06049	0.12737
1.48252	0.0026	0.04406	0.06177	0.13006
1.48302	0.00261	0.04423	0.06202	0.13058
1.48352	0.00261	0.04423	0.06201	0.13057
1.48403	0.00268	0.04532	0.06354	0.13379
1.48452	0.00272	0.04611	0.06464	0.13611
1.48502	0.00274	0.04642	0.06508	0.13702
1.48553	0.00278	0.04705	0.06596	0.13889
1.48602	0.00285	0.04824	0.06763	0.14239
1.48651	0.00292	0.04952	0.06942	0.14617
1.48702	0.00297	0.05025	0.07045	0.14833
1.48752	0.00305	0.05163	0.07238	0.1524
1.48802	0.00312	0.05287	0.07412	0.15606
1.48852	0.00314	0.05325	0.07466	0.15721
1.48902	0.00321	0.05438	0.07624	0.16052
1.48951	0.00331	0.05601	0.07853	0.16535
1.49001	0.00335	0.05678	0.0796	0.16761
1.49051	0.00345	0.05843	0.08192	0.17248
1.49101	0.0035	0.05935	0.08321	0.1752
1.49151	0.00358	0.06068	0.08508	0.17913
1.49201	0.00368	0.0624	0.08748	0.1842
1.49251	0.00376	0.06376	0.08939	0.18823
1.49303	0.00386	0.06544	0.09174	0.19317
1.49355	0.00395	0.06692	0.09383	0.19756
1.49405	0.00405	0.06868	0.09629	0.20275
1.49456	0.00413	0.07001	0.09815	0.20667
1.49505	0.00424	0.07187	0.10076	0.21216
1.49555	0.00436	0.07388	0.10357	0.21808
1.49605	0.00443	0.07504	0.1052	0.22151
1.49655	0.0046	0.07788	0.10918	0.22989
1.49705	0.00471	0.07983	0.11191	0.23565
1.49755	0.00483	0.0818	0.11468	0.24148
1.49805	0.00491	0.08309	0.11649	0.24527
1.49855	0.00507	0.08582	0.12032	0.25334
1.49904	0.0051	0.08642	0.12115	0.2551
1.49955	0.00528	0.08941	0.12535	0.26393
1.50004	0.00545	0.09237	0.1295	0.27268
1.50054	0.00558	0.09446	0.13243	0.27884
1.50104	0.00572	0.09681	0.13572	0.28577
1.50153	0.00585	0.09904	0.13885	0.29237
1.50203	0.00599	0.10146	0.14225	0.29952
1.50253	0.00611	0.10342	0.145	0.3053
1.50303	0.00626	0.10609	0.14874	0.31318
1.50352	0.00641	0.10856	0.15221	0.32048
1.50403	0.00658	0.11141	0.15619	0.32887
1.50452	0.00673	0.11405	0.15989	0.33667
1.50502	0.00694	0.1175	0.16473	0.34685
1.50552	0.00708	0.11989	0.16808	0.35391
1.50602	0.00728	0.12334	0.17292	0.36409
1.50651	0.00749	0.12681	0.17779	0.37435
1.50702	0.00765	0.1296	0.1817	0.38259
1.50751	0.00789	0.13369	0.18743	0.39466
1.50801	0.00808	0.13684	0.19185	0.40395
1.50851	0.00823	0.13936	0.19538	0.4114
1.50901	0.00843	0.14271	0.20008	0.42129
1.50951	0.00859	0.14549	0.20398	0.4295
1.51002	0.00879	0.14895	0.20882	0.43969
1.51052	0.009	0.15252	0.21383	0.45023
1.51101	0.00923	0.15638	0.21924	0.46162
1.5115	0.00944	0.15995	0.22424	0.47216
1.51201	0.00969	0.16408	0.23004	0.48437
1.5125	0.00991	0.16793	0.23544	0.49574
1.51301	0.01014	0.17183	0.24091	0.50725
1.51351	0.01039	0.17603	0.24678	0.51963
1.514	0.01068	0.18086	0.25356	0.53389
1.5145	0.01093	0.18514	0.25956	0.54652
1.515	0.01117	0.18916	0.26519	0.55839
1.51549	0.01144	0.19371	0.27158	0.57184
1.516	0.01168	0.19787	0.27741	0.58412
1.5165	0.01196	0.20256	0.28398	0.59795
1.51699	0.0123	0.20839	0.29215	0.61516
1.51749	0.01257	0.21296	0.29857	0.62866
1.518	0.01288	0.21817	0.30588	0.64405
1.5185	0.01319	0.22348	0.31332	0.65972
1.519	0.01348	0.22826	0.32001	0.67382
1.5195	0.01383	0.23427	0.32844	0.69157
1.52	0.0142	0.24052	0.3372	0.71001
1.5205	0.01447	0.24507	0.34358	0.72344
1.521	0.01485	0.25151	0.35261	0.74245
1.5215	0.01525	0.25827	0.36208	0.7624
1.522	0.01561	0.2644	0.37068	0.78051
1.5225	0.01598	0.27074	0.37958	0.79923
1.523	0.01637	0.27723	0.38867	0.81839
1.5235	0.01676	0.2838	0.39788	0.83777
1.52399	0.01717	0.29081	0.40771	0.85847
1.52449	0.01755	0.29721	0.41668	0.87735
1.525	0.01793	0.30374	0.42584	0.89664
1.52549	0.01841	0.3119	0.43728	0.92073
1.52598	0.01889	0.32002	0.44866	0.94469
1.52648	0.0193	0.32684	0.45822	0.96482
1.52698	0.01982	0.33573	0.47069	0.99109
1.52747	0.02026	0.34314	0.48107	1.01294
1.52798	0.02074	0.35125	0.49245	1.0369
1.52847	0.02129	0.36058	0.50553	1.06443
1.52897	0.02181	0.36947	0.51798	1.09066
1.52948	0.02235	0.37862	0.53081	1.11767
1.52996	0.02289	0.38773	0.5436	1.14459
1.53046	0.02349	0.39789	0.55783	1.17456
1.53097	0.02401	0.4066	0.57005	1.20028
1.53148	0.02456	0.41603	0.58326	1.22811
1.53196	0.02519	0.42672	0.59825	1.25967
1.53248	0.0258	0.43693	0.61257	1.28982
1.53297	0.02639	0.44694	0.6266	1.31936
1.53346	0.02699	0.45716	0.64093	1.34954
1.53397	0.02765	0.4683	0.65655	1.38243
1.53445	0.02837	0.48044	0.67357	1.41827
1.53496	0.02908	0.49255	0.69055	1.45401
1.53546	0.02976	0.50409	0.70673	1.48808
1.53596	0.03045	0.5158	0.72314	1.52263
1.53646	0.03115	0.52755	0.73961	1.55732
1.53695	0.03191	0.54041	0.75765	1.5953
1.53745	0.03268	0.5535	0.776	1.63394
1.53794	0.03343	0.56614	0.79372	1.67125
1.53844	0.03424	0.57992	0.81304	1.71193
1.53894	0.03507	0.59396	0.83272	1.75336
1.53944	0.03592	0.60846	0.85305	1.79618
1.53995	0.03676	0.62265	0.87295	1.83807
1.54048	0.03762	0.63724	0.89341	1.88115
1.54098	0.03857	0.65322	0.9158	1.9283
1.54149	0.03943	0.66781	0.93626	1.97138
1.54198	0.04032	0.68289	0.9574	2.0159
1.54248	0.04127	0.69903	0.98002	2.06353
1.54298	0.0422	0.71469	1.00198	2.10976
1.54347	0.04317	0.73126	1.02522	2.15868
1.54397	0.04414	0.74756	1.04807	2.2068
1.54447	0.0452	0.76557	1.07332	2.25997
1.54496	0.04628	0.78385	1.09894	2.31391
1.54547	0.04736	0.8021	1.12453	2.36779
1.54596	0.04843	0.82026	1.14999	2.42142
1.54646	0.04958	0.83971	1.17727	2.47884
1.54695	0.05073	0.85932	1.20475	2.5367
1.54744	0.05191	0.87919	1.23261	2.59538
1.54795	0.05308	0.89901	1.2604	2.65389
1.54845	0.05435	0.92055	1.2906	2.71747
1.54894	0.05552	0.94038	1.3184	2.77602
1.54944	0.05679	0.96192	1.34859	2.83958
1.54993	0.05805	0.98331	1.37858	2.90272
1.55044	0.05936	1.00549	1.40968	2.9682
1.55093	0.06073	1.02855	1.44201	3.03628
1.55143	0.06209	1.05163	1.47436	3.1044
1.55194	0.0635	1.07552	1.50787	3.17495
1.55243	0.0649	1.09932	1.54122	3.24518
1.55293	0.06622	1.1217	1.5726	3.31125
1.55343	0.06766	1.14597	1.60663	3.3829
1.55394	0.0691	1.17036	1.64082	3.4549
1.55443	0.07067	1.19705	1.67824	3.53368
1.55492	0.07215	1.22199	1.71321	3.60732
1.55542	0.07379	1.24976	1.75214	3.68929
1.55592	0.07533	1.27598	1.7889	3.76669
1.55642	0.07691	1.30271	1.82637	3.84559
1.55691	0.07856	1.33063	1.86552	3.92803
1.55741	0.08023	1.35892	1.90519	4.01154
1.55792	0.0819	1.38719	1.94482	4.09498
1.55841	0.08358	1.41558	1.98461	4.17878
1.55891	0.08528	1.44439	2.02501	4.26384
1.5594	0.08705	1.47444	2.06714	4.35254
1.55991	0.08892	1.50615	2.11159	4.44615
1.56042	0.09068	1.53594	2.15336	4.53409
1.56092	0.09248	1.56633	2.19597	4.62381
1.5614	0.0944	1.59888	2.2416	4.71989
1.5619	0.09623	1.62989	2.28508	4.81143
1.5624	0.09819	1.66304	2.33155	4.9093
1.5629	0.10017	1.69673	2.37879	5.00875
1.56338	0.10225	1.73186	2.42804	5.11246
1.56389	0.1042	1.76491	2.47437	5.21
1.56438	0.10627	1.79992	2.52346	5.31336
1.56488	0.10837	1.83557	2.57344	5.4186
1.56538	0.11045	1.8707	2.62269	5.52231
1.56588	0.11256	1.90657	2.67298	5.62819
1.56637	0.11481	1.94457	2.72625	5.74036
1.56687	0.11697	1.98113	2.77751	5.84829
1.56738	0.11918	2.01866	2.83013	5.95909
1.56786	0.12148	2.05761	2.88473	6.07406
1.56836	0.12384	2.09755	2.94073	6.19198
1.56884	0.12623	2.13798	2.99742	6.31133
1.56936	0.12851	2.17659	3.05154	6.42529
1.56985	0.13082	2.2158	3.10651	6.54103
1.57035	0.13327	2.25723	3.16459	6.66333
1.57085	0.13567	2.29786	3.22156	6.78329
1.57135	0.13818	2.34038	3.28118	6.90881
1.57183	0.14075	2.384	3.34233	7.03758
1.57234	0.14334	2.4279	3.40388	7.16717
1.57283	0.14594	2.47189	3.46555	7.29703
1.57334	0.14851	2.51544	3.5266	7.42558
1.57383	0.1513	2.56265	3.5928	7.56495
1.57432	0.15401	2.60852	3.6571	7.70034
1.57481	0.1567	2.6542	3.72114	7.8352
1.57531	0.15952	2.70188	3.78799	7.97596
1.57583	0.16231	2.7491	3.8542	8.11536
1.57635	0.1652	2.79807	3.92285	8.25991
1.57686	0.16804	2.84628	3.99043	8.40222
1.57736	0.17098	2.89603	4.06019	8.5491
1.57785	0.17384	2.94448	4.12811	8.6921
1.57834	0.17698	2.99769	4.20271	8.84919
1.57884	0.17996	3.04808	4.27335	8.99792
1.57933	0.1831	3.10121	4.34784	9.15477
1.57983	0.18624	3.15439	4.4224	9.31175
1.58033	0.18941	3.20821	4.49786	9.47064
1.58082	0.19258	3.2619	4.57312	9.62912
1.58132	0.19584	3.31705	4.65045	9.79194
1.58181	0.19918	3.3737	4.72987	9.95916
1.58231	0.20255	3.43064	4.8097	10.12726
1.58279	0.20605	3.48997	4.89288	10.3024
1.58329	0.20947	3.54785	4.97403	10.47327
1.58378	0.21293	3.60662	5.05642	10.64674
1.58427	0.21642	3.66565	5.13918	10.821
1.58477	0.21997	3.72576	5.22345	10.99844
1.58528	0.22349	3.7854	5.30707	11.17451
1.58578	0.22707	3.84603	5.39206	11.35347
