E	j	j C	j C	j  Ageo
1.26314	6.72609E-4	0.01139	0.01597	0.03363
1.26364	6.97685E-4	0.01182	0.01657	0.03488
1.26414	6.87115E-4	0.01164	0.01632	0.03436
1.26465	6.10686E-4	0.01034	0.0145	0.03053
1.26515	6.39264E-4	0.01083	0.01518	0.03196
1.26564	6.68841E-4	0.01133	0.01588	0.03344
1.26614	6.60305E-4	0.01118	0.01568	0.03302
1.26664	6.61472E-4	0.0112	0.01571	0.03307
1.26714	7.02054E-4	0.01189	0.01667	0.0351
1.26765	6.58337E-4	0.01115	0.01563	0.03292
1.26814	6.8238E-4	0.01156	0.0162	0.03412
1.26864	6.88282E-4	0.01166	0.01634	0.03441
1.26913	6.95318E-4	0.01178	0.01651	0.03477
1.26963	6.81012E-4	0.01153	0.01617	0.03405
1.27013	7.2943E-4	0.01235	0.01732	0.03647
1.27063	7.03821E-4	0.01192	0.01671	0.03519
1.27113	6.70609E-4	0.01136	0.01592	0.03353
1.27163	6.71142E-4	0.01137	0.01594	0.03356
1.27212	7.19493E-4	0.01219	0.01709	0.03597
1.27263	7.08789E-4	0.01201	0.01683	0.03544
1.27313	7.0919E-4	0.01201	0.01684	0.03546
1.27362	7.39267E-4	0.01252	0.01755	0.03696
1.27412	6.94284E-4	0.01176	0.01649	0.03471
1.27462	7.372E-4	0.01249	0.01751	0.03686
1.27512	7.31865E-4	0.0124	0.01738	0.03659
1.27562	6.89382E-4	0.01168	0.01637	0.03447
1.27612	7.16726E-4	0.01214	0.01702	0.03584
1.27662	7.74814E-4	0.01312	0.0184	0.03874
1.27711	7.86985E-4	0.01333	0.01869	0.03935
1.27761	7.4597E-4	0.01263	0.01771	0.0373
1.27812	8.15862E-4	0.01382	0.01937	0.04079
1.27861	7.47437E-4	0.01266	0.01775	0.03737
1.27912	7.34266E-4	0.01244	0.01744	0.03671
1.27962	7.13724E-4	0.01209	0.01695	0.03569
1.28012	7.1129E-4	0.01205	0.01689	0.03556
1.28062	7.07522E-4	0.01198	0.0168	0.03538
1.28112	7.32231E-4	0.0124	0.01739	0.03661
1.28161	7.5644E-4	0.01281	0.01796	0.03782
1.28211	7.11891E-4	0.01206	0.0169	0.03559
1.28262	7.20427E-4	0.0122	0.01711	0.03602
1.28311	7.36933E-4	0.01248	0.0175	0.03685
1.28361	6.63906E-4	0.01125	0.01577	0.0332
1.28411	6.58537E-4	0.01115	0.01564	0.03293
1.28461	7.06355E-4	0.01196	0.01677	0.03532
1.2851	6.71776E-4	0.01138	0.01595	0.03359
1.28561	6.8348E-4	0.01158	0.01623	0.03417
1.2861	6.94451E-4	0.01176	0.01649	0.03472
1.28661	6.81879E-4	0.01155	0.01619	0.03409
1.2871	6.65373E-4	0.01127	0.0158	0.03327
1.28761	6.9145E-4	0.01171	0.01642	0.03457
1.28809	6.98952E-4	0.01184	0.0166	0.03495
1.28862	7.03921E-4	0.01192	0.01672	0.0352
1.28914	6.90683E-4	0.0117	0.0164	0.03453
1.28964	6.93484E-4	0.01175	0.01647	0.03467
1.29015	6.49101E-4	0.01099	0.01541	0.03246
1.29065	6.6624E-4	0.01128	0.01582	0.03331
1.29114	6.6664E-4	0.01129	0.01583	0.03333
1.29165	6.36329E-4	0.01078	0.01511	0.03182
1.29215	6.5697E-4	0.01113	0.0156	0.03285
1.29264	6.98786E-4	0.01184	0.01659	0.03494
1.29315	6.68341E-4	0.01132	0.01587	0.03342
1.29365	6.41698E-4	0.01087	0.01524	0.03208
1.29414	6.96051E-4	0.01179	0.01653	0.0348
1.29463	7.00486E-4	0.01186	0.01663	0.03502
1.29514	6.6594E-4	0.01128	0.01581	0.0333
1.29564	6.86581E-4	0.01163	0.0163	0.03433
1.29614	7.25429E-4	0.01229	0.01723	0.03627
1.29664	6.54769E-4	0.01109	0.01555	0.03274
1.29713	7.19127E-4	0.01218	0.01708	0.03596
1.29763	7.14625E-4	0.0121	0.01697	0.03573
1.29813	6.79012E-4	0.0115	0.01612	0.03395
1.29863	7.21394E-4	0.01222	0.01713	0.03607
1.29913	7.12224E-4	0.01206	0.01691	0.03561
1.29963	7.06889E-4	0.01197	0.01679	0.03534
1.30013	7.05955E-4	0.01196	0.01676	0.0353
1.30062	7.39367E-4	0.01252	0.01756	0.03697
1.30112	6.78612E-4	0.01149	0.01611	0.03393
1.30162	6.79278E-4	0.01151	0.01613	0.03396
1.30212	7.06789E-4	0.01197	0.01678	0.03534
1.30262	7.10057E-4	0.01203	0.01686	0.0355
1.30311	7.30831E-4	0.01238	0.01735	0.03654
1.30362	7.08356E-4	0.012	0.01682	0.03542
1.30411	7.25396E-4	0.01229	0.01723	0.03627
1.30462	6.85214E-4	0.01161	0.01627	0.03426
1.30512	7.05121E-4	0.01194	0.01674	0.03526
1.30562	6.96652E-4	0.0118	0.01654	0.03483
1.30612	6.73043E-4	0.0114	0.01598	0.03365
1.30663	6.70675E-4	0.01136	0.01593	0.03353
1.30711	7.42935E-4	0.01258	0.01764	0.03715
1.30761	7.1099E-4	0.01204	0.01688	0.03555
1.30811	7.0939E-4	0.01202	0.01685	0.03547
1.30861	7.15525E-4	0.01212	0.01699	0.03578
1.30911	7.12224E-4	0.01206	0.01691	0.03561
1.30961	6.90082E-4	0.01169	0.01639	0.0345
1.31011	7.12491E-4	0.01207	0.01692	0.03562
1.3106	7.42302E-4	0.01257	0.01763	0.03712
1.3111	7.39834E-4	0.01253	0.01757	0.03699
1.3116	7.63976E-4	0.01294	0.01814	0.0382
1.3121	7.48004E-4	0.01267	0.01776	0.0374
1.3126	6.8438E-4	0.01159	0.01625	0.03422
1.3131	7.13958E-4	0.01209	0.01695	0.0357
1.31359	7.53939E-4	0.01277	0.0179	0.0377
1.31411	7.24528E-4	0.01227	0.0172	0.03623
1.31464	7.5614E-4	0.01281	0.01796	0.03781
1.31514	7.34099E-4	0.01243	0.01743	0.0367
1.31565	7.0242E-4	0.0119	0.01668	0.03512
1.31615	6.7381E-4	0.01141	0.016	0.03369
1.31665	7.50672E-4	0.01271	0.01783	0.03753
1.31714	7.26163E-4	0.0123	0.01724	0.03631
1.31765	6.76511E-4	0.01146	0.01606	0.03383
1.31814	7.38901E-4	0.01252	0.01755	0.03695
1.31864	7.26163E-4	0.0123	0.01724	0.03631
1.31914	7.2813E-4	0.01233	0.01729	0.03641
1.31965	7.48171E-4	0.01267	0.01777	0.03741
1.32013	7.60242E-4	0.01288	0.01805	0.03801
1.32064	7.22461E-4	0.01224	0.01716	0.03612
1.32113	7.29697E-4	0.01236	0.01733	0.03648
1.32163	7.18693E-4	0.01217	0.01707	0.03593
1.32213	7.31931E-4	0.0124	0.01738	0.0366
1.32263	7.56307E-4	0.01281	0.01796	0.03782
1.32312	7.85985E-4	0.01331	0.01866	0.0393
1.32363	7.23928E-4	0.01226	0.01719	0.0362
1.32413	7.05555E-4	0.01195	0.01675	0.03528
1.32463	7.57341E-4	0.01283	0.01798	0.03787
1.32512	7.45403E-4	0.01263	0.0177	0.03727
1.32562	7.1836E-4	0.01217	0.01706	0.03592
1.32611	7.92954E-4	0.01343	0.01883	0.03965
1.32661	7.85351E-4	0.0133	0.01865	0.03927
1.32712	7.17026E-4	0.01214	0.01703	0.03585
1.32762	7.56007E-4	0.0128	0.01795	0.0378
1.32811	7.50238E-4	0.01271	0.01782	0.03751
1.32861	7.83417E-4	0.01327	0.0186	0.03917
1.32912	7.75247E-4	0.01313	0.01841	0.03876
1.32962	7.78148E-4	0.01318	0.01848	0.03891
1.33012	7.33198E-4	0.01242	0.01741	0.03666
1.33062	7.48504E-4	0.01268	0.01777	0.03743
1.33112	7.45336E-4	0.01262	0.0177	0.03727
1.33162	6.99019E-4	0.01184	0.0166	0.03495
1.33212	6.9385E-4	0.01175	0.01648	0.03469
1.33262	7.39101E-4	0.01252	0.01755	0.03696
1.33311	7.33065E-4	0.01242	0.01741	0.03665
1.33361	7.20694E-4	0.01221	0.01711	0.03603
1.33411	7.39701E-4	0.01253	0.01757	0.03699
1.33461	6.98786E-4	0.01184	0.01659	0.03494
1.33511	7.37467E-4	0.01249	0.01751	0.03687
1.33561	7.18893E-4	0.01218	0.01707	0.03594
1.33611	7.70512E-4	0.01305	0.0183	0.03853
1.33661	6.93617E-4	0.01175	0.01647	0.03468
1.33711	7.34099E-4	0.01243	0.01743	0.0367
1.33761	7.34299E-4	0.01244	0.01744	0.03671
1.33811	7.07789E-4	0.01199	0.01681	0.03539
1.3386	6.87348E-4	0.01164	0.01632	0.03437
1.3391	7.43369E-4	0.01259	0.01765	0.03717
1.3396	7.23795E-4	0.01226	0.01719	0.03619
1.34014	7.23795E-4	0.01226	0.01719	0.03619
1.34064	7.53239E-4	0.01276	0.01789	0.03766
1.34114	7.68445E-4	0.01302	0.01825	0.03842
1.34165	7.25062E-4	0.01228	0.01722	0.03625
1.34214	7.39534E-4	0.01253	0.01756	0.03698
1.34264	7.35899E-4	0.01246	0.01747	0.03679
1.34314	7.39067E-4	0.01252	0.01755	0.03695
1.34364	7.51272E-4	0.01272	0.01784	0.03756
1.34414	7.14091E-4	0.0121	0.01696	0.0357
1.34465	6.8268E-4	0.01156	0.01621	0.03413
1.34514	7.14258E-4	0.0121	0.01696	0.03571
1.34564	7.70446E-4	0.01305	0.0183	0.03852
1.34613	7.23328E-4	0.01225	0.01718	0.03617
1.34664	7.41635E-4	0.01256	0.01761	0.03708
1.34713	7.34165E-4	0.01244	0.01743	0.03671
1.34764	7.50305E-4	0.01271	0.01782	0.03752
1.34813	7.14725E-4	0.01211	0.01697	0.03574
1.34863	7.58041E-4	0.01284	0.018	0.0379
1.34912	7.59041E-4	0.01286	0.01802	0.03795
1.34963	7.69245E-4	0.01303	0.01827	0.03846
1.35012	8.20931E-4	0.0139	0.01949	0.04105
1.35062	8.03258E-4	0.01361	0.01907	0.04016
1.35112	7.80716E-4	0.01322	0.01854	0.03904
1.35162	7.73914E-4	0.01311	0.01838	0.0387
1.35211	8.24866E-4	0.01397	0.01959	0.04124
1.35262	7.49438E-4	0.01269	0.0178	0.03747
1.35312	7.66077E-4	0.01298	0.01819	0.0383
1.35361	8.25566E-4	0.01398	0.0196	0.04128
1.35411	7.89586E-4	0.01337	0.01875	0.03948
1.35461	8.33602E-4	0.01412	0.01979	0.04168
1.35511	8.29201E-4	0.01404	0.01969	0.04146
1.3556	7.95922E-4	0.01348	0.0189	0.0398
1.35611	7.89953E-4	0.01338	0.01876	0.0395
1.35661	7.89753E-4	0.01338	0.01875	0.03949
1.35711	7.34365E-4	0.01244	0.01744	0.03672
1.35761	7.48971E-4	0.01269	0.01779	0.03745
1.35811	7.7328E-4	0.0131	0.01836	0.03866
1.3586	7.88119E-4	0.01335	0.01871	0.03941
1.3591	7.28197E-4	0.01233	0.01729	0.03641
1.3596	7.53106E-4	0.01276	0.01788	0.03766
1.3601	7.51438E-4	0.01273	0.01784	0.03757
1.3606	7.31131E-4	0.01238	0.01736	0.03656
1.36111	7.03387E-4	0.01191	0.0167	0.03517
1.3616	7.67545E-4	0.013	0.01823	0.03838
1.3621	7.39267E-4	0.01252	0.01755	0.03696
1.3626	7.49038E-4	0.01269	0.01779	0.03745
1.3631	7.7268E-4	0.01309	0.01835	0.03863
1.3636	7.32932E-4	0.01241	0.0174	0.03665
1.3641	7.42969E-4	0.01258	0.01764	0.03715
1.36459	7.83617E-4	0.01327	0.01861	0.03918
1.36509	7.72213E-4	0.01308	0.01834	0.03861
1.36559	7.84251E-4	0.01328	0.01862	0.03921
1.3661	8.04291E-4	0.01362	0.0191	0.04021
1.36661	8.03925E-4	0.01362	0.01909	0.0402
1.3671	7.21094E-4	0.01221	0.01712	0.03605
1.36761	7.76615E-4	0.01315	0.01844	0.03883
1.3681	8.09593E-4	0.01371	0.01922	0.04048
1.3686	7.94188E-4	0.01345	0.01886	0.03971
1.3691	7.74414E-4	0.01312	0.01839	0.03872
1.3696	8.19964E-4	0.01389	0.01947	0.041
1.3701	7.67011E-4	0.01299	0.01821	0.03835
1.3706	7.89353E-4	0.01337	0.01874	0.03947
1.37109	8.39705E-4	0.01422	0.01994	0.04199
1.37159	7.73847E-4	0.01311	0.01838	0.03869
1.37209	7.69178E-4	0.01303	0.01827	0.03846
1.37259	8.01224E-4	0.01357	0.01903	0.04006
1.37309	7.88152E-4	0.01335	0.01872	0.03941
1.37359	7.67211E-4	0.01299	0.01822	0.03836
1.37408	8.3757E-4	0.01419	0.01989	0.04188
1.37457	8.4494E-4	0.01431	0.02006	0.04225
1.37508	7.95822E-4	0.01348	0.0189	0.03979
1.37558	8.34036E-4	0.01413	0.01981	0.0417
1.37607	8.37437E-4	0.01418	0.01989	0.04187
1.37658	7.81083E-4	0.01323	0.01855	0.03905
1.37707	7.82017E-4	0.01325	0.01857	0.0391
1.37756	8.40205E-4	0.01423	0.01995	0.04201
1.37807	8.14395E-4	0.01379	0.01934	0.04072
1.37858	8.1823E-4	0.01386	0.01943	0.04091
1.37907	9.0026E-4	0.01525	0.02138	0.04501
1.37956	8.70216E-4	0.01474	0.02066	0.04351
1.38006	8.7345E-4	0.01479	0.02074	0.04367
1.38057	8.82787E-4	0.01495	0.02096	0.04414
1.38106	9.03995E-4	0.01531	0.02147	0.0452
1.38156	8.74617E-4	0.01481	0.02077	0.04373
1.38208	8.87189E-4	0.01503	0.02107	0.04436
1.38257	8.23465E-4	0.01395	0.01955	0.04117
1.38307	8.21098E-4	0.01391	0.0195	0.04105
1.38357	8.13095E-4	0.01377	0.01931	0.04065
1.38407	8.68915E-4	0.01472	0.02063	0.04345
1.38456	8.44773E-4	0.01431	0.02006	0.04224
1.38507	8.39004E-4	0.01421	0.01992	0.04195
1.38556	8.46007E-4	0.01433	0.02009	0.0423
1.38606	8.36703E-4	0.01417	0.01987	0.04184
1.38656	8.05859E-4	0.01365	0.01914	0.04029
1.38705	8.52576E-4	0.01444	0.02025	0.04263
1.38754	8.3617E-4	0.01416	0.01986	0.04181
1.38805	8.23332E-4	0.01395	0.01955	0.04117
1.38855	8.49141E-4	0.01438	0.02016	0.04246
1.38904	8.41072E-4	0.01425	0.01997	0.04205
1.38954	7.89619E-4	0.01337	0.01875	0.03948
1.39004	8.12461E-4	0.01376	0.01929	0.04062
1.39054	8.64014E-4	0.01463	0.02052	0.0432
1.39107	8.43706E-4	0.01429	0.02003	0.04219
1.39159	8.4404E-4	0.0143	0.02004	0.0422
1.39209	8.56111E-4	0.0145	0.02033	0.04281
1.3926	8.20597E-4	0.0139	0.01949	0.04103
1.3931	8.36937E-4	0.01418	0.01987	0.04185
1.39359	8.88256E-4	0.01504	0.02109	0.04441
1.39409	8.94492E-4	0.01515	0.02124	0.04472
1.3946	9.07263E-4	0.01537	0.02154	0.04536
1.39509	9.15733E-4	0.01551	0.02175	0.04579
1.39559	8.92291E-4	0.01511	0.02119	0.04461
1.39609	8.58378E-4	0.01454	0.02038	0.04292
1.39658	8.94225E-4	0.01515	0.02123	0.04471
1.39708	8.75585E-4	0.01483	0.02079	0.04378
1.39758	8.95492E-4	0.01517	0.02126	0.04477
1.39808	8.73684E-4	0.0148	0.02075	0.04368
1.39858	8.57611E-4	0.01453	0.02037	0.04288
1.39908	8.15396E-4	0.01381	0.01936	0.04077
1.39958	8.93458E-4	0.01513	0.02122	0.04467
1.40007	8.81653E-4	0.01493	0.02094	0.04408
1.40058	8.86789E-4	0.01502	0.02106	0.04434
1.40108	8.82087E-4	0.01494	0.02095	0.0441
1.40157	9.23336E-4	0.01564	0.02193	0.04617
1.40207	9.03795E-4	0.01531	0.02146	0.04519
1.40257	9.27004E-4	0.0157	0.02201	0.04635
1.40307	9.68419E-4	0.0164	0.023	0.04842
1.40357	9.0783E-4	0.01538	0.02156	0.04539
1.40407	9.16867E-4	0.01553	0.02177	0.04584
1.40457	9.4401E-4	0.01599	0.02242	0.0472
1.40506	9.70286E-4	0.01643	0.02304	0.04851
1.40556	9.49045E-4	0.01607	0.02254	0.04745
1.40606	0.00102	0.01735	0.02433	0.05123
1.40655	0.00104	0.01767	0.02477	0.05215
1.40706	0.001	0.01698	0.02381	0.05013
1.40756	0.00103	0.0174	0.0244	0.05137
1.40806	9.86126E-4	0.0167	0.02342	0.04931
1.40856	9.47711E-4	0.01605	0.0225	0.04739
1.40906	9.45444E-4	0.01601	0.02245	0.04727
1.40955	9.54914E-4	0.01617	0.02268	0.04775
1.41005	9.40875E-4	0.01594	0.02234	0.04704
1.41056	9.10631E-4	0.01542	0.02162	0.04553
1.41106	9.18234E-4	0.01555	0.0218	0.04591
1.41155	8.84855E-4	0.01499	0.02101	0.04424
1.41205	8.9996E-4	0.01524	0.02137	0.045
1.41255	9.12231E-4	0.01545	0.02166	0.04561
1.41304	9.183E-4	0.01555	0.02181	0.04592
1.41355	8.90057E-4	0.01508	0.02114	0.0445
1.41404	8.99393E-4	0.01523	0.02136	0.04497
1.41455	9.26637E-4	0.0157	0.022	0.04633
1.41505	9.06996E-4	0.01536	0.02154	0.04535
1.41555	9.32939E-4	0.0158	0.02215	0.04665
1.41604	9.50979E-4	0.01611	0.02258	0.04755
1.41657	9.28004E-4	0.01572	0.02204	0.0464
1.41709	9.78789E-4	0.01658	0.02324	0.04894
1.41759	9.8826E-4	0.01674	0.02347	0.04941
1.4181	9.21168E-4	0.0156	0.02187	0.04606
1.4186	9.59449E-4	0.01625	0.02278	0.04797
1.41909	9.9056E-4	0.01678	0.02352	0.04953
1.41959	9.42609E-4	0.01597	0.02238	0.04713
1.42009	9.52113E-4	0.01613	0.02261	0.04761
1.42059	0.00101	0.01719	0.0241	0.05074
1.42109	9.95562E-4	0.01686	0.02364	0.04978
1.42159	9.95896E-4	0.01687	0.02365	0.04979
1.42208	9.98397E-4	0.01691	0.02371	0.04992
1.42258	0.00102	0.01734	0.02431	0.05118
1.42308	9.60949E-4	0.01628	0.02282	0.04805
1.42358	0.00102	0.01723	0.02416	0.05088
1.42408	9.81624E-4	0.01663	0.02331	0.04908
1.42459	9.4451E-4	0.016	0.02243	0.04723
1.42508	9.9943E-4	0.01693	0.02373	0.04997
1.42558	0.00101	0.01713	0.02401	0.05056
1.42608	9.70786E-4	0.01644	0.02305	0.04854
1.42658	0.00101	0.01711	0.02399	0.05051
1.42707	0.001	0.01702	0.02386	0.05024
1.42758	9.82691E-4	0.01664	0.02334	0.04913
1.42808	9.63517E-4	0.01632	0.02288	0.04818
1.42856	9.78423E-4	0.01657	0.02323	0.04892
1.42906	0.00101	0.01711	0.02399	0.05051
1.42957	9.67085E-4	0.01638	0.02296	0.04835
1.43006	0.00105	0.01775	0.02489	0.05241
1.43056	0.00106	0.01798	0.02521	0.05307
1.43106	0.00102	0.01724	0.02417	0.0509
1.43156	0.00107	0.01808	0.02535	0.05338
1.43206	0.00106	0.01798	0.0252	0.05307
1.43256	0.00103	0.0175	0.02454	0.05166
1.43307	0.00102	0.01735	0.02433	0.05123
1.43356	0.00103	0.01739	0.02438	0.05134
1.43407	0.001	0.01695	0.02376	0.05003
1.43457	0.00102	0.01731	0.02427	0.05111
1.43507	0.00105	0.01777	0.02491	0.05246
1.43556	0.00104	0.01764	0.02473	0.05207
1.43606	0.00102	0.01722	0.02414	0.05083
1.43657	0.00105	0.0177	0.02482	0.05225
1.43706	0.00101	0.01717	0.02407	0.05069
1.43756	0.00101	0.01709	0.02396	0.05046
1.43805	0.00102	0.01732	0.02428	0.05113
1.43855	0.00107	0.01818	0.02549	0.05366
1.43905	0.00104	0.01756	0.02462	0.05185
1.43956	0.0011	0.0187	0.02621	0.0552
1.44005	0.00109	0.01841	0.0258	0.05433
1.44055	0.0011	0.01866	0.02617	0.0551
1.44105	0.00107	0.01807	0.02533	0.05334
1.44154	0.00113	0.01922	0.02694	0.05673
1.44207	0.00113	0.0192	0.02692	0.05669
1.44259	0.00111	0.01881	0.02636	0.05551
1.44309	0.00113	0.01919	0.0269	0.05665
1.4436	0.00109	0.01846	0.02588	0.05448
1.4441	0.0011	0.01862	0.02611	0.05497
1.44459	0.00111	0.01881	0.02638	0.05554
1.44509	0.00112	0.01899	0.02663	0.05607
1.44559	0.00114	0.01923	0.02697	0.05678
1.44609	0.00118	0.02	0.02804	0.05905
1.44659	0.00114	0.01931	0.02707	0.057
1.44709	0.00114	0.01937	0.02716	0.05718
1.44759	0.00118	0.02005	0.02811	0.0592
1.44808	0.0012	0.02032	0.02849	0.05998
1.44859	0.00115	0.01955	0.02741	0.05772
1.44908	0.00119	0.02016	0.02827	0.05952
1.44959	0.00122	0.02061	0.02889	0.06083
1.45008	0.00115	0.01945	0.02726	0.05741
1.45058	0.00122	0.02069	0.02901	0.06108
1.45108	0.00122	0.02068	0.02899	0.06104
1.45158	0.00118	0.02005	0.02811	0.05918
1.45208	0.00121	0.02057	0.02884	0.06072
1.45258	0.00122	0.02067	0.02898	0.06101
1.45307	0.00122	0.02062	0.02891	0.06088
1.45358	0.0012	0.02041	0.02861	0.06024
1.45406	0.00125	0.02124	0.02978	0.0627
1.45457	0.00127	0.02149	0.03013	0.06345
1.45507	0.00125	0.02117	0.02969	0.0625
1.45557	0.00132	0.02229	0.03125	0.06579
1.45606	0.00134	0.02266	0.03176	0.06688
1.45656	0.0013	0.0221	0.03098	0.06524
1.45707	0.00137	0.02326	0.03261	0.06866
1.45756	0.00133	0.02259	0.03168	0.0667
1.45806	0.00134	0.02271	0.03184	0.06705
1.45857	0.00131	0.02211	0.031	0.06527
1.45906	0.00133	0.02256	0.03162	0.06658
1.45957	0.00134	0.02261	0.0317	0.06675
1.46007	0.00132	0.02234	0.03132	0.06595
1.46057	0.00138	0.02336	0.03275	0.06896
1.46106	0.00138	0.02334	0.03272	0.06889
1.46156	0.00135	0.02285	0.03203	0.06745
1.46206	0.00139	0.02353	0.03299	0.06947
1.46256	0.00138	0.02333	0.03271	0.06886
1.46306	0.00135	0.02285	0.03204	0.06746
