E	j	j C	j C	j  Ageo
V RHE	mA cm-2	mA mF-1	mA mF-1	mA cm-2
ML_047		I norm by capacitance @ 1.2 VRHE	I norm by capacitance @ 0.5 VRHE	I norm by Ageo
1.44305	8.16363E-4	0.01262	0.0184	0.04297
1.44356	8.22898E-4	0.01272	0.01854	0.04331
1.44406	8.34403E-4	0.0129	0.0188	0.04392
1.44456	8.40405E-4	0.01299	0.01894	0.04423
1.44505	8.26766E-4	0.01278	0.01863	0.04351
1.44556	8.23832E-4	0.01273	0.01856	0.04336
1.44605	8.21965E-4	0.0127	0.01852	0.04326
1.44656	8.46874E-4	0.01309	0.01908	0.04457
1.44706	7.6391E-4	0.01181	0.01721	0.04021
1.44754	8.74451E-4	0.01352	0.01971	0.04602
1.44805	8.99093E-4	0.0139	0.02026	0.04732
1.44855	8.46607E-4	0.01309	0.01908	0.04456
1.44905	9.07396E-4	0.01402	0.02045	0.04776
1.44955	9.39908E-4	0.01453	0.02118	0.04947
1.45005	8.43506E-4	0.01304	0.01901	0.0444
1.45054	8.73951E-4	0.01351	0.01969	0.046
1.45104	9.29771E-4	0.01437	0.02095	0.04894
1.45154	8.93358E-4	0.01381	0.02013	0.04702
1.45204	9.79723E-4	0.01514	0.02208	0.05156
1.45254	9.61283E-4	0.01486	0.02166	0.05059
1.45303	9.65484E-4	0.01492	0.02176	0.05081
1.45354	9.61916E-4	0.01487	0.02168	0.05063
1.45403	9.73054E-4	0.01504	0.02193	0.05121
1.45453	9.74888E-4	0.01507	0.02197	0.05131
1.45503	9.7112E-4	0.01501	0.02188	0.05111
1.45553	0.001	0.0155	0.0226	0.05278
1.45603	0.00104	0.01611	0.02349	0.05486
1.45652	0.00108	0.01663	0.02424	0.05661
1.45702	0.00109	0.01681	0.0245	0.05723
1.45752	0.00112	0.01731	0.02523	0.05893
1.45802	0.00105	0.01625	0.02369	0.05533
1.45852	0.00105	0.01626	0.02371	0.05537
1.45903	0.00113	0.01744	0.02543	0.05939
1.45952	0.00105	0.01622	0.02365	0.05523
1.46002	0.00109	0.0169	0.02463	0.05754
1.46052	0.00113	0.0175	0.02551	0.05959
1.46102	0.00114	0.01767	0.02576	0.06016
1.46152	0.00113	0.01754	0.02557	0.05973
1.46202	0.00117	0.01809	0.02637	0.0616
1.46252	0.00114	0.01764	0.02571	0.06005
1.46301	0.00121	0.01868	0.02724	0.06361
1.46351	0.00118	0.01831	0.02669	0.06235
1.46401	0.00118	0.01825	0.0266	0.06213
1.4645	0.00126	0.01955	0.0285	0.06656
1.46501	0.00125	0.01928	0.02811	0.06566
1.4655	0.00125	0.01925	0.02806	0.06554
1.466	0.00127	0.01956	0.02852	0.06661
1.4665	0.00131	0.0202	0.02946	0.0688
1.46701	0.00134	0.02065	0.0301	0.0703
1.46749	0.00138	0.02133	0.0311	0.07263
1.46801	0.00141	0.02184	0.03184	0.07436
1.46851	0.00142	0.02192	0.03197	0.07466
1.46901	0.00147	0.02271	0.03311	0.07733
1.46951	0.00145	0.02235	0.03258	0.0761
1.47001	0.00149	0.02304	0.03359	0.07846
1.47051	0.00152	0.02347	0.03422	0.07993
1.47101	0.0015	0.0232	0.03382	0.079
1.47151	0.00161	0.02496	0.03639	0.08499
1.472	0.00156	0.02415	0.03521	0.08224
1.4725	0.00163	0.02521	0.03676	0.08585
1.473	0.00167	0.02579	0.03761	0.08783
1.4735	0.00166	0.02572	0.0375	0.0876
1.474	0.00165	0.02549	0.03716	0.08679
1.4745	0.00176	0.02715	0.03959	0.09246
1.475	0.00174	0.02691	0.03924	0.09165
1.4755	0.00181	0.02791	0.04069	0.09503
1.476	0.00182	0.02816	0.04106	0.09589
1.4765	0.00187	0.02885	0.04206	0.09824
1.477	0.00195	0.03009	0.04387	0.10247
1.4775	0.00195	0.03019	0.04402	0.10281
1.47799	0.00201	0.03105	0.04527	0.10573
1.47849	0.00206	0.03185	0.04644	0.10846
1.47899	0.00211	0.03254	0.04745	0.11081
1.47949	0.00216	0.03345	0.04877	0.11391
1.47998	0.00217	0.03353	0.04888	0.11416
1.48049	0.00221	0.03414	0.04977	0.11624
1.48099	0.0023	0.03558	0.05187	0.12115
1.48148	0.0024	0.03713	0.05414	0.12645
1.48198	0.00241	0.03729	0.05437	0.12698
1.48247	0.00253	0.03912	0.05704	0.13322
1.48298	0.00256	0.03949	0.05758	0.13448
1.48349	0.00259	0.03997	0.05828	0.13612
1.48398	0.00267	0.04123	0.06012	0.14041
1.48448	0.0027	0.04181	0.06095	0.14236
1.48498	0.00273	0.04214	0.06144	0.14349
1.48548	0.00283	0.04378	0.06383	0.14907
1.48598	0.0029	0.04484	0.06538	0.1527
1.48647	0.00293	0.04527	0.066	0.15415
1.48697	0.003	0.0464	0.06765	0.158
1.48747	0.00308	0.04754	0.06931	0.16187
1.48797	0.00313	0.0483	0.07042	0.16448
1.48847	0.0032	0.04942	0.07205	0.16828
1.48897	0.00329	0.05082	0.07409	0.17304
1.48947	0.00342	0.0528	0.07698	0.17979
1.48997	0.00345	0.05337	0.07781	0.18173
1.49046	0.00355	0.05492	0.08008	0.18703
1.49096	0.00367	0.05675	0.08273	0.19323
1.49146	0.00375	0.05792	0.08445	0.19724
1.49196	0.00385	0.05948	0.08672	0.20254
1.49246	0.00391	0.06039	0.08804	0.20563
1.49299	0.00402	0.06215	0.09062	0.21164
1.4935	0.00415	0.06408	0.09342	0.2182
1.494	0.00426	0.06585	0.09601	0.22424
1.49451	0.00437	0.06751	0.09843	0.22988
1.49501	0.00451	0.06969	0.1016	0.2373
1.49551	0.00464	0.07174	0.10459	0.24428
1.496	0.00468	0.07231	0.10542	0.24622
1.49651	0.00484	0.07481	0.10908	0.25476
1.497	0.00499	0.07717	0.11251	0.26277
1.4975	0.00509	0.07861	0.11462	0.2677
1.498	0.00523	0.0809	0.11795	0.27548
1.4985	0.0054	0.08341	0.12161	0.28402
1.499	0.00547	0.08454	0.12327	0.2879
1.4995	0.00567	0.0876	0.12771	0.29829
1.5	0.00576	0.08899	0.12975	0.30304
1.50049	0.00594	0.09178	0.13382	0.31255
1.50099	0.00612	0.09466	0.13802	0.32236
1.50149	0.00625	0.09665	0.14092	0.32912
1.50199	0.00644	0.09957	0.14518	0.33907
1.50248	0.00657	0.10147	0.14795	0.34554
1.50298	0.0068	0.10509	0.15322	0.35787
1.50348	0.00699	0.10804	0.15752	0.36791
1.50399	0.00714	0.11038	0.16093	0.37586
1.50448	0.00739	0.11425	0.16658	0.38906
1.50498	0.00753	0.11638	0.16968	0.3963
1.50548	0.00772	0.11939	0.17407	0.40655
1.50598	0.00797	0.12311	0.17949	0.41922
1.50647	0.0082	0.12672	0.18476	0.43153
1.50698	0.00843	0.13037	0.19007	0.44393
1.50747	0.00864	0.13354	0.1947	0.45475
1.50797	0.00884	0.13657	0.19912	0.46506
1.50847	0.00901	0.13922	0.20299	0.47409
1.50898	0.0093	0.14379	0.20964	0.48964
1.50948	0.0095	0.14686	0.21412	0.5001
1.50998	0.00974	0.15054	0.21948	0.51262
1.51048	0.01001	0.15464	0.22546	0.52659
1.51098	0.01024	0.15822	0.23069	0.5388
1.51147	0.0105	0.16231	0.23664	0.5527
1.51197	0.0108	0.16689	0.24332	0.5683
1.51247	0.01102	0.17026	0.24824	0.57978
1.51297	0.01125	0.17395	0.25362	0.59235
1.51347	0.01155	0.17844	0.26017	0.60764
1.51396	0.01187	0.18345	0.26747	0.62469
1.51446	0.01219	0.18847	0.27478	0.64178
1.51496	0.01252	0.19351	0.28213	0.65894
1.51546	0.01286	0.19874	0.28977	0.67678
1.51597	0.01312	0.20286	0.29577	0.69079
1.51646	0.01352	0.20904	0.30478	0.71184
1.51695	0.01385	0.21401	0.31202	0.72875
1.51747	0.01418	0.21917	0.31955	0.74633
1.51797	0.01459	0.22545	0.32871	0.76772
1.51847	0.01498	0.23152	0.33755	0.78838
1.51897	0.01535	0.2373	0.34598	0.80806
1.51946	0.01576	0.24356	0.35511	0.8294
1.51997	0.01613	0.24926	0.36342	0.84879
1.52046	0.01651	0.25525	0.37215	0.86919
1.52096	0.01694	0.26176	0.38164	0.89135
1.52147	0.01735	0.26821	0.39105	0.91333
1.52196	0.01775	0.27432	0.39996	0.93415
1.52246	0.01826	0.28226	0.41153	0.96115
1.52296	0.01875	0.28987	0.42263	0.98709
1.52346	0.01926	0.29767	0.434	1.01364
1.52396	0.01978	0.30568	0.44568	1.04092
1.52445	0.02027	0.31328	0.45676	1.0668
1.52496	0.0207	0.31992	0.46644	1.08942
1.52545	0.02128	0.32884	0.47945	1.1198
1.52595	0.0218	0.33687	0.49116	1.14713
1.52644	0.02239	0.34614	0.50466	1.17868
1.52694	0.02299	0.35526	0.51797	1.20976
1.52744	0.02354	0.36379	0.53041	1.23881
1.52793	0.02419	0.37382	0.54502	1.27294
1.52843	0.02488	0.38455	0.56067	1.30949
1.52894	0.02547	0.39372	0.57404	1.34072
1.52944	0.0261	0.40338	0.58812	1.37361
1.52993	0.02669	0.41254	0.60148	1.40481
1.53044	0.02739	0.42331	0.61719	1.44149
1.53094	0.02807	0.43391	0.63263	1.47756
1.53143	0.02875	0.44433	0.64783	1.51305
1.53194	0.02949	0.45584	0.66462	1.55227
1.53243	0.03023	0.46717	0.68113	1.59082
1.53293	0.03096	0.47852	0.69768	1.6295
1.53343	0.03175	0.49071	0.71545	1.671
1.53393	0.0325	0.50238	0.73247	1.71073
1.53443	0.03332	0.51498	0.75083	1.75363
1.53493	0.03415	0.52779	0.76952	1.79727
1.53542	0.03503	0.54149	0.78949	1.84392
1.53592	0.03592	0.55514	0.80939	1.89039
1.53642	0.03676	0.56815	0.82835	1.93469
1.53692	0.03763	0.58165	0.84804	1.98066
1.53741	0.03861	0.59677	0.87009	2.03217
1.5379	0.03947	0.61009	0.88951	2.07752
1.53841	0.04045	0.62524	0.9116	2.12912
1.53891	0.04144	0.64054	0.9339	2.18121
1.53943	0.04247	0.6564	0.95702	2.2352
1.53994	0.04353	0.67281	0.98095	2.29109
1.54044	0.04456	0.68875	1.0042	2.34539
1.54095	0.04564	0.7054	1.02847	2.40207
1.54144	0.04673	0.72232	1.05313	2.45968
1.54195	0.04781	0.73888	1.07728	2.51608
1.54244	0.04897	0.75688	1.10353	2.57739
1.54294	0.0501	0.77434	1.12899	2.63685
1.54343	0.0514	0.79451	1.15839	2.70552
1.54393	0.05265	0.81378	1.18649	2.77114
1.54442	0.05389	0.83284	1.21428	2.83606
1.54492	0.05518	0.85288	1.24349	2.90428
1.54542	0.05643	0.8722	1.27166	2.97005
1.54592	0.05769	0.89164	1.3	3.03626
1.54641	0.05906	0.91277	1.33082	3.10824
1.54692	0.06045	0.93435	1.36227	3.1817
1.54741	0.06193	0.95722	1.39562	3.25958
1.5479	0.06337	0.9795	1.4281	3.33545
1.5484	0.06485	1.0023	1.46135	3.4131
1.5489	0.06631	1.02491	1.49432	3.4901
1.54941	0.06775	1.04707	1.52662	3.56555
1.5499	0.06938	1.07237	1.56351	3.65171
1.55039	0.07093	1.09627	1.59836	3.73309
1.55089	0.07256	1.12156	1.63522	3.8192
1.55139	0.07412	1.14553	1.67018	3.90084
1.55189	0.07599	1.17444	1.71233	3.99928
1.55238	0.07756	1.19877	1.7478	4.08214
1.55288	0.07933	1.22609	1.78764	4.17517
1.55338	0.08109	1.25331	1.82731	4.26784
1.55388	0.08281	1.27984	1.866	4.3582
1.55438	0.08452	1.30628	1.90455	4.44823
1.55487	0.08643	1.33593	1.94777	4.54918
1.55537	0.08833	1.36518	1.99042	4.6488
1.55586	0.09024	1.3948	2.0336	4.74965
1.55636	0.09226	1.42599	2.07908	4.85587
1.55686	0.09416	1.45539	2.12194	4.95597
1.55735	0.09621	1.48704	2.1681	5.06378
1.55785	0.0983	1.51935	2.2152	5.17378
1.55837	0.1003	1.55028	2.26029	5.2791
1.55886	0.10243	1.58313	2.30819	5.39098
1.55936	0.10451	1.61528	2.35507	5.50046
1.55986	0.10656	1.64699	2.4013	5.60843
1.56036	0.10886	1.68252	2.45311	5.72944
1.56085	0.11108	1.7168	2.50308	5.84616
1.56136	0.11329	1.75105	2.55302	5.96279
1.56184	0.11561	1.78683	2.60518	6.08462
1.56234	0.11795	1.82307	2.65803	6.20804
1.56285	0.12034	1.85996	2.71181	6.33365
1.56335	0.12274	1.89705	2.76588	6.45995
1.56384	0.12522	1.9354	2.82181	6.59056
1.56433	0.12764	1.97278	2.8763	6.71783
1.56482	0.13018	2.01208	2.93361	6.85168
1.56532	0.13268	2.05076	2.98999	6.98337
1.56581	0.13525	2.09034	3.04771	7.11817
1.56632	0.13784	2.13041	3.10613	7.25462
1.56682	0.14039	2.16983	3.1636	7.38884
1.56731	0.14322	2.21358	3.22738	7.53781
1.56781	0.14592	2.25527	3.28816	7.67977
1.5683	0.14862	2.29701	3.34903	7.82193
1.5688	0.1514	2.34004	3.41176	7.96844
1.5693	0.15414	2.38243	3.47357	8.1128
1.56979	0.157	2.4266	3.53796	8.2632
1.57029	0.15995	2.47224	3.60451	8.41862
1.57078	0.16275	2.5155	3.66758	8.56593
1.57128	0.16581	2.56268	3.73637	8.72661
1.57178	0.16883	2.60943	3.80453	8.8858
1.57228	0.17178	2.65507	3.87108	9.04121
1.57278	0.17478	2.70136	3.93857	9.19885
1.57327	0.17789	2.74945	4.00868	9.3626
1.5738	0.18093	2.79638	4.07711	9.52243
1.57431	0.18411	2.84563	4.14891	9.69012
1.57482	0.18724	2.89393	4.21933	9.8546
1.5753	0.19042	2.94316	4.29111	10.02224
1.57581	0.19385	2.99607	4.36825	10.2024
1.5763	0.19708	3.04608	4.44116	10.37269
1.57679	0.20048	3.09858	4.51771	10.55148
1.57728	0.20397	3.15257	4.59643	10.73534
1.57777	0.2074	3.20562	4.67377	10.91598
1.57827	0.21085	3.25892	4.75149	11.09748
1.57877	0.21442	3.31411	4.83195	11.28541
1.57927	0.21768	3.36442	4.9053	11.45673
1.57977	0.22125	3.41962	4.98579	11.64472
1.58026	0.22479	3.47431	5.06552	11.83094
1.58076	0.22842	3.53043	5.14735	12.02205
1.58125	0.23203	3.58632	5.22883	12.21237
1.58174	0.23569	3.64282	5.31121	12.40476
1.58224	0.23932	3.69896	5.39306	12.59593
1.58274	0.24305	3.75655	5.47702	12.79202
1.58324	0.24684	3.81511	5.56241	12.99146
1.58374	0.25063	3.87374	5.64789	13.19112
1.58423	0.25447	3.93303	5.73433	13.393
1.58473	0.2582	3.99077	5.81852	13.58963
1.58523	0.26209	4.05092	5.90622	13.79446
1.58573	0.266	4.11136	5.99433	14.00025
1.58622	0.27002	4.17348	6.0849	14.21179
1.58671	0.2741	4.23654	6.17684	14.42653
1.58725	0.27808	4.29801	6.26647	14.63585
