E	j	j C	j C	j  Ageo
1.23823	0.00145	0.04377	0.05836	0.10358
1.23874	0.00141	0.04265	0.05687	0.10093
1.23924	0.0014	0.04218	0.05625	0.09982
1.23973	0.00145	0.04375	0.05833	0.10353
1.24023	0.0014	0.04233	0.05645	0.10018
1.24073	0.00141	0.04261	0.05681	0.10083
1.24123	0.00147	0.04439	0.05919	0.10505
1.24172	0.00144	0.04349	0.05799	0.10292
1.24223	0.00142	0.04291	0.05721	0.10154
1.24272	0.00142	0.04286	0.05715	0.10142
1.24322	0.00143	0.04317	0.05756	0.10216
1.24372	0.00144	0.04361	0.05814	0.10319
1.24422	0.00142	0.04296	0.05729	0.10167
1.24472	0.00142	0.04296	0.05728	0.10165
1.24522	0.0014	0.04228	0.05638	0.10006
1.24572	0.00141	0.04254	0.05672	0.10067
1.24621	0.00145	0.04366	0.05822	0.10332
1.24671	0.00141	0.04248	0.05664	0.10052
1.24722	0.00139	0.04196	0.05595	0.0993
1.24771	0.00145	0.04389	0.05853	0.10387
1.24821	0.00142	0.04301	0.05735	0.10178
1.24871	0.0014	0.04218	0.05624	0.09982
1.2492	0.00142	0.04278	0.05704	0.10123
1.2497	0.00143	0.04307	0.05743	0.10193
1.25021	0.00138	0.04166	0.05555	0.09859
1.25071	0.00141	0.04249	0.05666	0.10055
1.25121	0.00148	0.04454	0.05939	0.1054
1.2517	0.00145	0.04371	0.05828	0.10344
1.2522	0.00148	0.04452	0.05936	0.10536
1.25271	0.00144	0.04342	0.0579	0.10276
1.25321	0.00141	0.04251	0.05668	0.10059
1.25371	0.00141	0.04245	0.0566	0.10046
1.25421	0.00141	0.04266	0.05688	0.10095
1.25471	0.00139	0.04196	0.05595	0.0993
1.25521	0.00137	0.04149	0.05532	0.09817
1.2557	0.00141	0.04264	0.05685	0.1009
1.2562	0.00138	0.04155	0.0554	0.09832
1.25671	0.00138	0.04159	0.05545	0.09841
1.2572	0.0014	0.04232	0.05643	0.10015
1.2577	0.00138	0.04176	0.05568	0.09881
1.2582	0.00138	0.04165	0.05553	0.09856
1.2587	0.0014	0.04225	0.05634	0.09998
1.25919	0.0014	0.04211	0.05615	0.09966
1.25969	0.0014	0.04216	0.05621	0.09977
1.2602	0.0014	0.04224	0.05632	0.09995
1.26069	0.00144	0.04341	0.05788	0.10273
1.26119	0.00139	0.04195	0.05593	0.09927
1.26169	0.00138	0.04169	0.05559	0.09866
1.26218	0.00141	0.04266	0.05688	0.10096
1.26268	0.00139	0.04196	0.05594	0.09928
1.26319	0.00139	0.04197	0.05597	0.09933
1.26369	0.00139	0.04198	0.05597	0.09933
1.2642	0.00137	0.04143	0.05524	0.09804
1.2647	0.00136	0.04107	0.05476	0.09719
1.2652	0.00142	0.04272	0.05696	0.10109
1.2657	0.00139	0.04195	0.05593	0.09926
1.2662	0.00135	0.04082	0.05443	0.0966
1.2667	0.00138	0.04171	0.05561	0.0987
1.26719	0.00139	0.04196	0.05595	0.0993
1.26769	0.00138	0.04177	0.05569	0.09884
1.26819	0.00138	0.04163	0.05551	0.09851
1.26869	0.00141	0.04257	0.05677	0.10075
1.26918	0.0014	0.04234	0.05645	0.10019
1.26968	0.00138	0.04158	0.05544	0.09839
1.27018	0.00147	0.04435	0.05913	0.10495
1.27068	0.00141	0.04268	0.05691	0.10101
1.27118	0.0014	0.04225	0.05633	0.09998
1.27168	0.00143	0.04312	0.05749	0.10203
1.27218	0.00141	0.04269	0.05692	0.10101
1.27269	0.00138	0.04172	0.05562	0.09872
1.27318	0.00141	0.04267	0.0569	0.10099
1.27367	0.00142	0.04287	0.05716	0.10145
1.27417	0.00142	0.04283	0.0571	0.10134
1.27467	0.00143	0.04313	0.0575	0.10206
1.27516	0.00142	0.04281	0.05708	0.1013
1.27567	0.00141	0.04255	0.05673	0.10068
1.27618	0.00143	0.04327	0.05769	0.10239
1.27667	0.0015	0.04534	0.06045	0.10728
1.27717	0.00146	0.04421	0.05894	0.10461
1.27767	0.00149	0.04499	0.05999	0.10647
1.27816	0.0015	0.04513	0.06017	0.10679
1.27867	0.00143	0.04315	0.05753	0.10211
1.27917	0.00142	0.04294	0.05726	0.10162
1.27967	0.00146	0.04412	0.05883	0.10441
1.28017	0.00143	0.04314	0.05752	0.10209
1.28067	0.00139	0.04201	0.05601	0.09941
1.28116	0.00141	0.04266	0.05688	0.10094
1.28166	0.00139	0.042	0.05601	0.0994
1.28216	0.00135	0.04071	0.05428	0.09633
1.28266	0.00139	0.04198	0.05597	0.09934
1.28316	0.00141	0.04245	0.0566	0.10045
1.28365	0.00138	0.04176	0.05568	0.09882
1.28416	0.00137	0.04135	0.05513	0.09784
1.28465	0.00142	0.04288	0.05717	0.10147
1.28515	0.00138	0.04171	0.05562	0.09871
1.28565	0.00136	0.04097	0.05463	0.09696
1.28615	0.00138	0.04166	0.05554	0.09857
1.28665	0.00133	0.04022	0.05363	0.09518
1.28715	0.00132	0.03987	0.05316	0.09434
1.28765	0.00136	0.04099	0.05466	0.097
1.28815	0.00134	0.04051	0.05402	0.09587
1.28868	0.00136	0.04115	0.05487	0.09738
1.2892	0.00137	0.04127	0.05503	0.09767
1.2897	0.00139	0.04185	0.05581	0.09905
1.2902	0.00134	0.04048	0.05398	0.0958
1.2907	0.00135	0.04071	0.05428	0.09633
1.29119	0.00134	0.04034	0.05379	0.09546
1.29169	0.00132	0.03982	0.05309	0.09423
1.29219	0.00131	0.03945	0.0526	0.09335
1.29269	0.00132	0.03993	0.05324	0.09449
1.29319	0.00132	0.03981	0.05308	0.09421
1.29369	0.00134	0.0403	0.05374	0.09537
1.29418	0.00137	0.04145	0.05527	0.0981
1.29469	0.00138	0.04167	0.05556	0.09861
1.29519	0.00134	0.04037	0.05383	0.09554
1.29568	0.00138	0.04158	0.05544	0.09839
1.29618	0.00134	0.04056	0.05408	0.09598
1.29668	0.00133	0.04019	0.05359	0.0951
1.29718	0.00136	0.04092	0.05455	0.09682
1.29767	0.00133	0.04002	0.05336	0.09469
1.29818	0.0013	0.03917	0.05223	0.09269
1.29867	0.00133	0.04012	0.0535	0.09495
1.29917	0.00134	0.04052	0.05403	0.09589
1.29967	0.00134	0.04055	0.05407	0.09597
1.30017	0.00133	0.04014	0.05353	0.095
1.30066	0.00138	0.04172	0.05563	0.09873
1.30117	0.00134	0.04055	0.05407	0.09596
1.30168	0.00135	0.04068	0.05424	0.09627
1.30217	0.00137	0.04141	0.05522	0.098
1.30267	0.00134	0.0403	0.05373	0.09536
1.30317	0.00133	0.04022	0.05363	0.09518
1.30366	0.00139	0.04194	0.05592	0.09924
1.30416	0.00134	0.04053	0.05404	0.09592
1.30467	0.00131	0.03957	0.05276	0.09364
1.30517	0.00133	0.04005	0.0534	0.09477
1.30566	0.00136	0.04104	0.05472	0.09712
1.30616	0.00132	0.03983	0.0531	0.09425
1.30667	0.00137	0.04132	0.05509	0.09778
1.30716	0.00137	0.04146	0.05528	0.09811
1.30765	0.0013	0.03934	0.05246	0.0931
1.30816	0.00131	0.03963	0.05284	0.09379
1.30866	0.00134	0.04042	0.0539	0.09565
1.30915	0.00132	0.03971	0.05295	0.09398
1.30965	0.00133	0.04029	0.05371	0.09533
1.31015	0.00136	0.04118	0.05491	0.09745
1.31065	0.00135	0.04068	0.05424	0.09627
1.31115	0.00135	0.04076	0.05435	0.09645
1.31165	0.00138	0.04167	0.05556	0.09861
1.31215	0.00134	0.04055	0.05407	0.09596
1.31265	0.0013	0.03936	0.05248	0.09315
1.31315	0.00132	0.03971	0.05294	0.09396
1.31364	0.00132	0.03988	0.05318	0.09438
1.31417	0.00131	0.03965	0.05287	0.09384
1.31469	0.00131	0.03966	0.05289	0.09386
1.31519	0.00131	0.03954	0.05272	0.09357
1.31569	0.00128	0.03865	0.05154	0.09147
1.31619	0.00128	0.03851	0.05135	0.09114
1.31669	0.00129	0.03885	0.05179	0.09192
1.31719	0.00127	0.03833	0.0511	0.0907
1.31769	0.0013	0.03938	0.0525	0.09318
1.31818	0.00131	0.03949	0.05265	0.09345
1.31868	0.00129	0.03907	0.0521	0.09246
1.31918	0.00131	0.03952	0.05269	0.09352
1.31968	0.00136	0.04114	0.05485	0.09735
1.32018	0.00134	0.04053	0.05404	0.09591
1.32068	0.00132	0.03983	0.05311	0.09425
1.32117	0.00133	0.04029	0.05372	0.09534
1.32167	0.00133	0.04019	0.05358	0.0951
1.32217	0.00131	0.03967	0.05289	0.09387
1.32267	0.00134	0.04043	0.0539	0.09567
1.32317	0.00138	0.04172	0.05563	0.09872
1.32367	0.00135	0.0408	0.0544	0.09655
1.32417	0.00134	0.04055	0.05407	0.09597
1.32466	0.00139	0.04201	0.05601	0.09941
1.32516	0.00138	0.04161	0.05548	0.09847
1.32567	0.00135	0.04088	0.0545	0.09673
1.32615	0.00141	0.0426	0.0568	0.1008
1.32666	0.00134	0.04034	0.05379	0.09546
1.32717	0.00134	0.04047	0.05396	0.09577
1.32767	0.00141	0.04253	0.0567	0.10063
1.32816	0.0014	0.04224	0.05632	0.09996
1.32866	0.00141	0.04265	0.05686	0.10092
1.32917	0.00143	0.04315	0.05753	0.10211
1.32966	0.00138	0.04161	0.05548	0.09847
1.33017	0.00134	0.04059	0.05412	0.09604
1.33067	0.00134	0.0406	0.05413	0.09607
1.33116	0.00134	0.04031	0.05375	0.09539
1.33166	0.00133	0.04029	0.05372	0.09535
1.33216	0.00134	0.04045	0.05393	0.09572
1.33266	0.00136	0.04105	0.05473	0.09713
1.33315	0.00131	0.03961	0.05282	0.09374
1.33366	0.00133	0.04007	0.05343	0.09482
1.33416	0.00135	0.04066	0.05421	0.09621
1.33465	0.00131	0.03942	0.05256	0.09328
1.33515	0.00131	0.03955	0.05274	0.09359
1.33565	0.00137	0.04136	0.05515	0.09788
1.33614	0.00135	0.04077	0.05436	0.09648
1.33665	0.00132	0.03995	0.05326	0.09453
1.33715	0.00136	0.04112	0.05483	0.09732
1.33764	0.00137	0.04139	0.05518	0.09794
1.33815	0.00137	0.04127	0.05503	0.09766
1.33865	0.00137	0.04132	0.05509	0.09778
1.33914	0.00138	0.04153	0.05538	0.09828
1.33966	0.00136	0.041	0.05466	0.09702
1.34019	0.00133	0.04012	0.0535	0.09494
1.34069	0.00139	0.04195	0.05594	0.09927
1.34119	0.00138	0.0416	0.05546	0.09843
1.34169	0.00133	0.04014	0.05353	0.095
1.34219	0.00135	0.04085	0.05447	0.09667
1.34269	0.00132	0.03978	0.05304	0.09414
1.34319	0.0013	0.03938	0.05251	0.0932
1.34369	0.00135	0.04085	0.05447	0.09668
1.34419	0.00132	0.0399	0.0532	0.09442
1.34468	0.00133	0.04027	0.05369	0.09529
1.34518	0.00137	0.04129	0.05505	0.09771
1.34568	0.00135	0.04074	0.05432	0.0964
1.34618	0.00136	0.04104	0.05472	0.09711
1.34668	0.0014	0.04237	0.05649	0.10026
1.34718	0.00138	0.0417	0.0556	0.09868
1.34768	0.00139	0.04198	0.05597	0.09934
1.34818	0.00138	0.04155	0.0554	0.09833
1.34868	0.00139	0.04208	0.0561	0.09957
1.34918	0.00137	0.04134	0.05512	0.09782
1.34968	0.00141	0.0425	0.05667	0.10058
1.35017	0.00147	0.04441	0.05921	0.10508
1.35067	0.00144	0.04345	0.05794	0.10283
1.35117	0.00142	0.04275	0.057	0.10117
1.35167	0.00146	0.04398	0.05864	0.10408
1.35217	0.00142	0.04285	0.05714	0.10141
1.35268	0.00142	0.04296	0.05728	0.10167
1.35317	0.00146	0.04411	0.05881	0.10437
1.35367	0.00149	0.04495	0.05993	0.10636
1.35417	0.00148	0.04463	0.05951	0.10562
1.35466	0.00152	0.04576	0.06102	0.1083
1.35516	0.00149	0.04503	0.06004	0.10656
1.35567	0.00147	0.0445	0.05933	0.1053
1.35617	0.00145	0.04374	0.05832	0.10351
1.35667	0.00148	0.04464	0.05953	0.10565
1.35716	0.00145	0.04375	0.05834	0.10354
1.35767	0.00143	0.04301	0.05735	0.10179
1.35816	0.00145	0.04365	0.0582	0.1033
1.35866	0.00142	0.04283	0.0571	0.10135
1.35916	0.00142	0.04271	0.05695	0.10108
1.35966	0.00144	0.04361	0.05814	0.10319
1.36015	0.0014	0.04231	0.05641	0.10011
1.36065	0.00142	0.04293	0.05724	0.10159
1.36116	0.00146	0.0441	0.05881	0.10437
1.36165	0.00143	0.04326	0.05768	0.10236
1.36215	0.00142	0.04275	0.057	0.10117
1.36266	0.00141	0.04263	0.05684	0.10087
1.36314	0.00144	0.04332	0.05777	0.10252
1.36365	0.00141	0.04241	0.05655	0.10036
1.36415	0.00144	0.04335	0.0578	0.10259
1.36465	0.00146	0.04393	0.05858	0.10397
1.36514	0.00145	0.04382	0.05843	0.1037
1.36566	0.00145	0.04387	0.05849	0.10381
1.36615	0.00148	0.04475	0.05966	0.10589
1.36666	0.00145	0.04364	0.05818	0.10326
1.36716	0.00141	0.04267	0.05689	0.10097
1.36766	0.00149	0.04492	0.05989	0.10629
1.36816	0.00145	0.04385	0.05847	0.10377
1.36866	0.00144	0.04333	0.05777	0.10253
1.36916	0.00148	0.04467	0.05956	0.10571
1.36965	0.00144	0.04342	0.05789	0.10275
1.37015	0.0014	0.04224	0.05632	0.09995
1.37065	0.00143	0.04303	0.05737	0.10182
1.37115	0.00145	0.04391	0.05855	0.10391
1.37165	0.00143	0.04308	0.05744	0.10195
1.37215	0.00141	0.04244	0.05658	0.10042
1.37264	0.00145	0.04366	0.05821	0.10331
1.37314	0.00139	0.04187	0.05583	0.09909
1.37364	0.00138	0.04151	0.05535	0.09824
1.37414	0.00145	0.04362	0.05817	0.10323
1.37464	0.00139	0.04206	0.05608	0.09952
1.37514	0.00139	0.04207	0.0561	0.09956
1.37564	0.00146	0.04396	0.05861	0.10403
1.37613	0.00143	0.0432	0.05759	0.10222
1.37664	0.00142	0.04299	0.05732	0.10173
1.37713	0.00147	0.04449	0.05932	0.10529
1.37763	0.00148	0.04469	0.05959	0.10577
1.37814	0.00145	0.04384	0.05846	0.10375
1.37865	0.00145	0.04374	0.05832	0.10351
1.37913	0.0015	0.04524	0.06033	0.10707
1.37963	0.00148	0.04466	0.05954	0.10568
1.38013	0.0015	0.0453	0.0604	0.10721
1.38064	0.0015	0.04516	0.06021	0.10687
1.38114	0.00145	0.04378	0.05838	0.10361
1.38164	0.00143	0.0432	0.05761	0.10224
1.38214	0.00145	0.04373	0.0583	0.10348
1.38264	0.00143	0.04313	0.05751	0.10207
1.38314	0.00142	0.04275	0.057	0.10117
1.38364	0.00145	0.04391	0.05854	0.1039
1.38413	0.00143	0.04306	0.05741	0.1019
1.38463	0.00142	0.04278	0.05704	0.10124
1.38512	0.00144	0.04339	0.05785	0.10268
1.38562	0.00144	0.04343	0.05791	0.10278
1.38612	0.00143	0.04331	0.05775	0.1025
1.38662	0.00145	0.0438	0.0584	0.10364
1.38712	0.00145	0.04363	0.05817	0.10324
1.38761	0.00142	0.04284	0.05712	0.10137
1.38812	0.00144	0.04332	0.05776	0.10252
1.38862	0.00143	0.04327	0.05769	0.10239
1.38912	0.00142	0.043	0.05734	0.10177
1.38962	0.00141	0.04269	0.05692	0.10102
1.39011	0.00145	0.04374	0.05832	0.10351
1.39062	0.00142	0.04295	0.05727	0.10164
1.39115	0.0014	0.04221	0.05628	0.09988
1.39165	0.00146	0.04392	0.05856	0.10394
1.39216	0.00146	0.04403	0.05871	0.1042
1.39266	0.00141	0.04268	0.0569	0.10099
1.39316	0.00142	0.04277	0.05703	0.10121
1.39366	0.0014	0.04227	0.05635	0.10002
1.39416	0.00139	0.04206	0.05609	0.09954
1.39466	0.00147	0.04446	0.05929	0.10522
1.39515	0.00146	0.044	0.05866	0.10412
1.39565	0.00143	0.04307	0.05743	0.10192
1.39615	0.00144	0.04338	0.05784	0.10266
1.39665	0.00147	0.04435	0.05914	0.10496
1.39715	0.00143	0.04317	0.05756	0.10216
1.39765	0.00142	0.04295	0.05727	0.10164
1.39814	0.00147	0.04433	0.05911	0.10491
1.39864	0.00146	0.0441	0.05881	0.10437
1.39914	0.00142	0.04297	0.05729	0.10168
1.39963	0.00146	0.04407	0.05876	0.10428
1.40014	0.00144	0.04333	0.05777	0.10253
1.40064	0.00145	0.04377	0.05836	0.10358
1.40114	0.00148	0.04454	0.05939	0.10541
1.40163	0.00148	0.04481	0.05975	0.10605
1.40213	0.00146	0.04418	0.05891	0.10455
1.40263	0.00151	0.04546	0.06061	0.10757
1.40312	0.00152	0.04586	0.06115	0.10853
1.40363	0.00147	0.04451	0.05935	0.10533
1.40414	0.00147	0.04441	0.05921	0.10509
1.40463	0.00154	0.0465	0.062	0.11004
1.40513	0.00153	0.04627	0.06169	0.10949
1.40562	0.00155	0.0467	0.06227	0.11051
1.40612	0.00159	0.04793	0.06391	0.11343
1.40663	0.00152	0.04596	0.06128	0.10876
1.40713	0.00152	0.04589	0.06118	0.10859
1.40763	0.00152	0.046	0.06134	0.10887
1.40812	0.00148	0.04482	0.05976	0.10606
1.40863	0.00146	0.04414	0.05885	0.10445
1.40912	0.00148	0.04459	0.05946	0.10553
1.40962	0.00148	0.04464	0.05952	0.10563
1.41012	0.00147	0.04451	0.05935	0.10534
1.41062	0.00148	0.04478	0.05971	0.10597
1.41112	0.00149	0.04511	0.06014	0.10674
1.41162	0.00146	0.044	0.05867	0.10412
1.41211	0.00144	0.04338	0.05783	0.10264
1.41261	0.00148	0.0446	0.05947	0.10554
1.41311	0.00145	0.04377	0.05836	0.10358
1.41361	0.00142	0.04298	0.05731	0.10172
1.41411	0.00148	0.04454	0.05939	0.10541
1.41461	0.00145	0.04365	0.05821	0.1033
1.41511	0.00147	0.04431	0.05908	0.10485
1.4156	0.00151	0.04551	0.06068	0.10769
1.4161	0.00152	0.04589	0.06118	0.10859
1.41664	0.00152	0.04574	0.06098	0.10823
1.41716	0.00152	0.04591	0.06121	0.10864
1.41766	0.00151	0.04554	0.06072	0.10777
1.41816	0.00149	0.04499	0.05998	0.10646
1.41866	0.00148	0.04481	0.05974	0.10603
1.41915	0.00152	0.04593	0.06124	0.10869
1.41965	0.00151	0.04561	0.06082	0.10794
1.42016	0.0015	0.04526	0.06035	0.10711
1.42065	0.00155	0.04683	0.06244	0.11082
1.42115	0.00149	0.045	0.06	0.10649
1.42165	0.00148	0.04464	0.05952	0.10564
1.42215	0.00153	0.04631	0.06174	0.10958
1.42264	0.00149	0.04501	0.06002	0.10652
1.42314	0.00144	0.04357	0.05809	0.1031
1.42364	0.00148	0.04475	0.05967	0.1059
1.42414	0.00148	0.04463	0.0595	0.10561
1.42464	0.00146	0.04403	0.05871	0.10419
1.42513	0.00149	0.04509	0.06012	0.1067
1.42563	0.0015	0.0452	0.06027	0.10696
1.42614	0.00154	0.04634	0.06178	0.10965
1.42664	0.00152	0.04582	0.0611	0.10843
1.42713	0.00153	0.04604	0.06139	0.10896
1.42763	0.00148	0.04469	0.05958	0.10575
1.42813	0.00148	0.04471	0.05962	0.10581
1.42862	0.00153	0.04617	0.06156	0.10925
1.42912	0.00151	0.04556	0.06075	0.10782
1.42963	0.00153	0.04623	0.06164	0.10939
1.43013	0.00159	0.04812	0.06417	0.11388
1.43063	0.00156	0.04715	0.06287	0.11158
1.43112	0.0016	0.04834	0.06445	0.11438
1.43162	0.00159	0.04806	0.06408	0.11373
1.43213	0.00157	0.04745	0.06327	0.11229
1.43263	0.00152	0.04596	0.06128	0.10875
1.43313	0.00155	0.0468	0.0624	0.11075
1.43362	0.00155	0.0467	0.06226	0.1105
1.43412	0.00155	0.04671	0.06228	0.11054
1.43462	0.00157	0.04731	0.06308	0.11195
1.43512	0.00159	0.04796	0.06394	0.11348
1.43561	0.00153	0.04633	0.06177	0.10963
1.43612	0.00154	0.0465	0.062	0.11003
1.43662	0.00157	0.04739	0.06319	0.11215
1.43711	0.00154	0.04661	0.06215	0.1103
1.43762	0.00153	0.04619	0.06159	0.10931
1.43812	0.00155	0.04669	0.06225	0.11048
1.43861	0.0015	0.04536	0.06048	0.10734
1.43911	0.0015	0.04527	0.06036	0.10712
1.43961	0.00153	0.04607	0.06143	0.10903
1.44011	0.00153	0.04608	0.06144	0.10905
1.44061	0.00154	0.04638	0.06184	0.10975
1.44111	0.00157	0.04745	0.06327	0.1123
1.44161	0.00156	0.04723	0.06298	0.11177
1.44213	0.00155	0.04672	0.06229	0.11055
1.44265	0.00156	0.04718	0.06291	0.11165
1.44315	0.0016	0.04828	0.06437	0.11425
1.44366	0.00157	0.04729	0.06305	0.1119
1.44416	0.0016	0.04835	0.06446	0.11441
1.44465	0.00163	0.0491	0.06547	0.1162
1.44515	0.00159	0.04794	0.06392	0.11344
1.44565	0.00159	0.04791	0.06388	0.11337
1.44615	0.00163	0.04935	0.0658	0.11677
1.44665	0.00163	0.04905	0.0654	0.11608
1.44715	0.00159	0.04784	0.06379	0.11322
1.44765	0.00164	0.04938	0.06584	0.11685
1.44815	0.00163	0.04917	0.06557	0.11637
1.44864	0.0016	0.04828	0.06438	0.11426
1.44914	0.00166	0.05004	0.06672	0.11841
1.44964	0.00167	0.05038	0.06717	0.11922
1.45014	0.00168	0.05072	0.06763	0.12004
1.45064	0.0017	0.05133	0.06844	0.12147
1.45113	0.00172	0.052	0.06934	0.12306
1.45163	0.00174	0.05266	0.07021	0.12461
1.45213	0.00174	0.05244	0.06992	0.12409
1.45263	0.00177	0.05354	0.07139	0.1267
1.45313	0.00175	0.05294	0.07059	0.12527
1.45363	0.00177	0.05349	0.07132	0.12657
1.45412	0.0018	0.05435	0.07247	0.12862
1.45462	0.00179	0.0539	0.07187	0.12756
1.45513	0.00179	0.05391	0.07189	0.12758
1.45563	0.00184	0.05555	0.07407	0.13146
1.45612	0.00185	0.05595	0.07461	0.13241
1.45662	0.00184	0.05563	0.07418	0.13165
1.45711	0.00187	0.05645	0.07527	0.13358
1.45762	0.00183	0.05533	0.07377	0.13092
1.45812	0.00183	0.0551	0.07347	0.13039
1.45862	0.00182	0.05498	0.07331	0.13011
1.45912	0.00185	0.05576	0.07435	0.13195
1.45962	0.00185	0.05581	0.07442	0.13208
1.46012	0.00187	0.05642	0.07523	0.13353
1.46062	0.00186	0.05623	0.07497	0.13306
1.46112	0.00185	0.0559	0.07454	0.13229
1.46161	0.00187	0.0564	0.0752	0.13347
1.46211	0.00188	0.05686	0.07581	0.13455
1.46262	0.00189	0.05708	0.0761	0.13507
1.46312	0.00187	0.05658	0.07544	0.13389
1.46361	0.0019	0.05725	0.07634	0.13548
1.46411	0.00191	0.05754	0.07672	0.13617
1.46461	0.00191	0.05775	0.077	0.13665
1.46511	0.00196	0.05903	0.07871	0.13969
1.4656	0.00198	0.05977	0.07969	0.14144
1.4661	0.002	0.06042	0.08056	0.14298
1.4666	0.00204	0.0617	0.08227	0.14601
1.4671	0.002	0.06047	0.08062	0.14309
1.4676	0.00199	0.05995	0.07994	0.14187
1.46811	0.002	0.0604	0.08053	0.14293
1.46861	0.00203	0.06141	0.08189	0.14533
1.46912	0.00201	0.0608	0.08107	0.14389
1.46962	0.00203	0.06139	0.08185	0.14527
1.47011	0.00206	0.06225	0.083	0.1473
1.47061	0.00204	0.06157	0.08209	0.1457
1.47111	0.00205	0.0619	0.08253	0.14648
1.47161	0.0021	0.06333	0.08444	0.14987
1.47211	0.0021	0.06343	0.08458	0.15011
1.47261	0.0021	0.06331	0.08441	0.14981
1.47311	0.00212	0.06402	0.08536	0.1515
1.4736	0.00214	0.0645	0.086	0.15263
1.4741	0.00213	0.0643	0.08573	0.15216
1.4746	0.00222	0.06699	0.08932	0.15853
1.4751	0.00222	0.06708	0.08945	0.15875
1.4756	0.00219	0.06617	0.08823	0.15659
1.47609	0.00225	0.06802	0.09069	0.16095
1.47659	0.00227	0.06847	0.09129	0.16202
1.47709	0.00224	0.06775	0.09033	0.16032
1.47759	0.00227	0.06863	0.09151	0.1624
