E	j	j C	j C	j  Ageo
1.45066	0.00137	0.0124	0.0157	0.07617
1.45116	0.00137	0.01237	0.01566	0.07599
1.45166	0.00139	0.01255	0.01589	0.0771
1.45216	0.00137	0.01239	0.01569	0.07615
1.45266	0.00141	0.01279	0.01619	0.07858
1.45316	0.00145	0.01316	0.01665	0.08082
1.45365	0.00142	0.01287	0.01629	0.07906
1.45416	0.00141	0.01276	0.01616	0.07842
1.45466	0.00147	0.01331	0.01685	0.08176
1.45516	0.00149	0.01346	0.01704	0.0827
1.45566	0.00151	0.01367	0.01731	0.08399
1.45616	0.00154	0.01397	0.01768	0.08583
1.45666	0.00162	0.01461	0.01849	0.08974
1.45716	0.00161	0.01455	0.01842	0.08942
1.45766	0.00164	0.0148	0.01874	0.09094
1.45816	0.00163	0.01474	0.01866	0.09058
1.45866	0.00162	0.01468	0.01858	0.09019
1.45916	0.00167	0.0151	0.01912	0.09278
1.45966	0.00168	0.01519	0.01922	0.0933
1.46015	0.00167	0.01512	0.01914	0.09289
1.46065	0.00168	0.01517	0.0192	0.09319
1.46116	0.00171	0.01544	0.01955	0.09489
1.46165	0.00171	0.01546	0.01957	0.095
1.46215	0.00174	0.0157	0.01987	0.09644
1.46265	0.00177	0.01597	0.02022	0.09815
1.46314	0.00181	0.01638	0.02073	0.10063
1.46364	0.00185	0.01675	0.02121	0.10293
1.46415	0.00188	0.01698	0.02149	0.10432
1.46464	0.00191	0.0173	0.0219	0.10629
1.46514	0.00195	0.0176	0.02228	0.10815
1.46564	0.00197	0.01784	0.02259	0.10962
1.46613	0.00202	0.01827	0.02313	0.11226
1.46664	0.00202	0.01828	0.02314	0.11229
1.46714	0.00209	0.01887	0.02388	0.11591
1.46764	0.00213	0.01924	0.02436	0.11821
1.46814	0.00215	0.01944	0.02461	0.11946
1.46864	0.0022	0.0199	0.02519	0.12227
1.46914	0.00224	0.02027	0.02567	0.12456
1.46964	0.00231	0.02086	0.02641	0.12816
1.47015	0.00235	0.02124	0.02689	0.1305
1.47064	0.00234	0.02118	0.02681	0.1301
1.47114	0.0024	0.02168	0.02745	0.13322
1.47164	0.00247	0.02235	0.0283	0.13734
1.47214	0.00251	0.02271	0.02875	0.13952
1.47264	0.00256	0.02314	0.0293	0.14219
1.47314	0.00262	0.02369	0.02998	0.14552
1.47364	0.00269	0.02431	0.03077	0.14935
1.47413	0.00274	0.0248	0.0314	0.15237
1.47463	0.0028	0.02531	0.03204	0.15553
1.47513	0.00286	0.02584	0.03271	0.15875
1.47563	0.00294	0.02656	0.03363	0.16321
1.47613	0.00295	0.0267	0.0338	0.16403
1.47663	0.00303	0.02741	0.03469	0.16839
1.47712	0.00314	0.02842	0.03597	0.17459
1.47763	0.00317	0.02868	0.0363	0.17619
1.47812	0.00326	0.02945	0.03728	0.18092
1.47862	0.00339	0.03062	0.03876	0.1881
1.47912	0.00346	0.0313	0.03963	0.19232
1.47962	0.00353	0.03196	0.04046	0.19635
1.48012	0.00362	0.03274	0.04144	0.20112
1.48062	0.0037	0.03346	0.04235	0.20556
1.48113	0.00378	0.03419	0.04328	0.21003
1.48163	0.00388	0.03511	0.04445	0.21573
1.48212	0.004	0.03613	0.04574	0.22198
1.48262	0.00407	0.03679	0.04657	0.22601
1.48312	0.00417	0.0377	0.04772	0.2316
1.48362	0.00427	0.03865	0.04893	0.23746
1.48412	0.00438	0.03957	0.05009	0.24309
1.48462	0.00449	0.0406	0.05139	0.24943
1.48512	0.00462	0.04182	0.05294	0.25692
1.48562	0.0047	0.04246	0.05375	0.26085
1.48612	0.00484	0.04375	0.05538	0.2688
1.48661	0.00495	0.04476	0.05667	0.27502
1.48711	0.00503	0.04548	0.05757	0.27942
1.48761	0.00517	0.04677	0.0592	0.28733
1.48811	0.00529	0.04787	0.0606	0.29413
1.4886	0.00541	0.04892	0.06193	0.30058
1.48911	0.00558	0.0505	0.06392	0.31024
1.4896	0.00572	0.05172	0.06548	0.31779
1.4901	0.00588	0.05315	0.06729	0.32657
1.4906	0.006	0.05427	0.06869	0.3334
1.4911	0.00616	0.05572	0.07054	0.34236
1.49161	0.00633	0.05726	0.07249	0.35183
1.49211	0.00648	0.05863	0.07421	0.36019
1.49262	0.00667	0.06032	0.07635	0.37057
1.49312	0.00686	0.06199	0.07848	0.38087
1.49364	0.00707	0.06394	0.08095	0.39286
1.49414	0.00723	0.06538	0.08276	0.40167
1.49464	0.00744	0.06731	0.08521	0.41354
1.49514	0.0076	0.06875	0.08704	0.42242
1.49563	0.00784	0.07091	0.08976	0.43564
1.49613	0.00803	0.07264	0.09195	0.44626
1.49664	0.00828	0.07487	0.09477	0.45997
1.49713	0.00849	0.07681	0.09723	0.47191
1.49763	0.00871	0.0788	0.09975	0.48414
1.49813	0.00895	0.08092	0.10244	0.49717
1.49863	0.0092	0.08321	0.10533	0.51122
1.49913	0.00941	0.08512	0.10776	0.52299
1.49962	0.00969	0.08766	0.11097	0.53857
1.50012	0.01	0.0904	0.11443	0.55538
1.50062	0.01022	0.09243	0.117	0.56786
1.50112	0.01048	0.09474	0.11993	0.58207
1.50162	0.01078	0.09743	0.12334	0.59863
1.50211	0.01106	0.10002	0.12661	0.61449
1.50262	0.01136	0.10272	0.13004	0.63111
1.50311	0.01169	0.10571	0.13382	0.64945
1.50361	0.01201	0.10861	0.13748	0.66726
1.50411	0.01229	0.11111	0.14065	0.68264
1.50461	0.01266	0.11451	0.14495	0.70352
1.50511	0.01298	0.11739	0.14861	0.72125
1.50561	0.01335	0.12074	0.15285	0.74184
1.50611	0.01375	0.12432	0.15738	0.76383
1.50661	0.01411	0.12758	0.16151	0.78385
1.5071	0.01452	0.13134	0.16626	0.80691
1.50761	0.01491	0.13479	0.17064	0.82816
1.50811	0.01528	0.13817	0.17492	0.84893
1.5086	0.01566	0.14163	0.17929	0.87014
1.5091	0.01614	0.1459	0.1847	0.89641
1.5096	0.01646	0.14879	0.18836	0.91418
1.5101	0.0169	0.1528	0.19343	0.9388
1.51061	0.01734	0.15678	0.19847	0.96327
1.5111	0.01784	0.16128	0.20416	0.99089
1.5116	0.01829	0.16534	0.20931	1.01584
1.51209	0.01878	0.16978	0.21493	1.04313
1.51259	0.01925	0.17403	0.2203	1.06921
1.51309	0.01977	0.1788	0.22635	1.09854
1.51359	0.02027	0.18333	0.23208	1.12639
1.51408	0.02084	0.18844	0.23854	1.15774
1.51458	0.02142	0.19368	0.24519	1.18998
1.51507	0.02197	0.19866	0.25149	1.22055
1.51557	0.0225	0.20342	0.25752	1.24981
1.51608	0.0231	0.20892	0.26448	1.2836
1.51658	0.02371	0.21442	0.27144	1.31739
1.51709	0.02436	0.22025	0.27882	1.35321
1.51759	0.02497	0.22575	0.28578	1.38699
1.51809	0.02566	0.23203	0.29372	1.42554
1.51858	0.02633	0.23806	0.30136	1.4626
1.51907	0.02697	0.24388	0.30873	1.49837
1.51957	0.02773	0.25077	0.31745	1.54068
1.52007	0.02847	0.25746	0.32592	1.5818
1.52057	0.02921	0.26414	0.33437	1.62282
1.52106	0.02997	0.27097	0.34303	1.66483
1.52156	0.03073	0.27789	0.35179	1.70735
1.52206	0.03156	0.28533	0.36121	1.75306
1.52256	0.03237	0.29273	0.37057	1.7985
1.52306	0.03318	0.30003	0.3798	1.84332
1.52355	0.03409	0.30828	0.39026	1.89406
1.52405	0.03497	0.31621	0.40029	1.94277
1.52455	0.03588	0.32441	0.41067	1.99311
1.52504	0.03676	0.33242	0.42081	2.04232
1.52555	0.03772	0.3411	0.4318	2.09567
1.52604	0.03871	0.34999	0.44306	2.15033
1.52654	0.03975	0.35942	0.45499	2.20821
1.52705	0.04072	0.36818	0.46608	2.26206
1.52755	0.0418	0.37794	0.47843	2.32201
1.52804	0.04283	0.38726	0.49024	2.3793
1.52855	0.04396	0.39752	0.50322	2.44233
1.52905	0.04501	0.40697	0.51518	2.50036
1.52955	0.0462	0.41775	0.52883	2.56662
1.53005	0.04734	0.42809	0.54192	2.63015
1.53054	0.04855	0.43898	0.5557	2.69703
1.53104	0.04973	0.44967	0.56924	2.76275
1.53153	0.05101	0.46125	0.5839	2.83386
1.53202	0.05234	0.47325	0.59909	2.90758
1.53252	0.05358	0.48447	0.6133	2.97656
1.53302	0.05495	0.49689	0.62902	3.05285
1.53352	0.05633	0.50937	0.64481	3.1295
1.53401	0.05773	0.52206	0.66088	3.20749
1.53451	0.05922	0.53549	0.67788	3.29002
1.53501	0.06072	0.54906	0.69506	3.37338
1.53551	0.06221	0.56251	0.71209	3.45603
1.536	0.06375	0.57644	0.72971	3.54155
1.53652	0.06536	0.591	0.74815	3.63105
1.53704	0.06695	0.60537	0.76633	3.7193
1.53755	0.0686	0.62035	0.7853	3.81137
1.53805	0.07029	0.63559	0.80459	3.90497
1.53854	0.07208	0.65178	0.82509	4.00447
1.53904	0.07384	0.66765	0.84518	4.10199
1.53953	0.0757	0.68447	0.86647	4.20529
1.54002	0.07754	0.70118	0.88763	4.308
1.54052	0.07946	0.71855	0.90961	4.41466
1.54102	0.08131	0.73521	0.93071	4.51707
1.54151	0.08332	0.75339	0.95371	4.62872
1.54201	0.08531	0.77143	0.97655	4.73956
1.54251	0.08741	0.79039	1.00056	4.85609
1.543	0.08946	0.80892	1.02401	4.96991
1.5435	0.09163	0.82854	1.04885	5.09043
1.544	0.09377	0.84788	1.07334	5.2093
1.54449	0.09596	0.86773	1.09846	5.33123
1.54499	0.09831	0.88898	1.12536	5.46177
1.54551	0.10065	0.91014	1.15215	5.5918
1.54599	0.10307	0.93198	1.1798	5.72599
1.54648	0.10549	0.95389	1.20753	5.86057
1.54698	0.10794	0.97601	1.23554	5.99652
1.54748	0.11051	0.99932	1.26504	6.13971
1.54798	0.11306	1.02237	1.29422	6.28134
1.54848	0.11562	1.0455	1.3235	6.42342
1.54897	0.1183	1.06975	1.3542	6.57244
1.54947	0.12106	1.09471	1.3858	6.7258
1.54997	0.12379	1.11939	1.41704	6.87741
1.55047	0.12674	1.14603	1.45076	7.04107
1.55095	0.12957	1.17166	1.48321	7.19856
1.55145	0.1326	1.19901	1.51783	7.3666
1.55194	0.13552	1.22542	1.55126	7.52881
1.55244	0.13853	1.2526	1.58567	7.69586
1.55294	0.14161	1.28051	1.621	7.86731
1.55344	0.14478	1.3092	1.65732	8.0436
1.55395	0.14787	1.33708	1.69262	8.21489
1.55444	0.15119	1.36711	1.73063	8.39937
1.55493	0.15456	1.39761	1.76923	8.58674
1.55542	0.15787	1.42755	1.80714	8.77069
1.55591	0.1614	1.45943	1.84749	8.96655
1.55642	0.16482	1.49034	1.88663	9.15649
1.5569	0.16847	1.5234	1.92848	9.35962
1.5574	0.17206	1.55582	1.96951	9.55876
1.5579	0.17579	1.58959	2.01227	9.76629
1.55839	0.17962	1.62421	2.05609	9.97896
1.55889	0.18338	1.65821	2.09913	10.18786
1.55938	0.18727	1.69334	2.14361	10.40372
1.55989	0.19133	1.73006	2.19009	10.62931
1.56038	0.19535	1.76646	2.23616	10.85292
1.56088	0.19949	1.80387	2.28353	11.08281
1.56137	0.20371	1.84206	2.33187	11.31743
1.56186	0.20791	1.88003	2.37993	11.55069
1.56235	0.21218	1.91861	2.42878	11.78774
1.56284	0.21649	1.95761	2.47815	12.02735
1.56334	0.22092	1.99765	2.52883	12.27335
1.56384	0.22539	2.03811	2.58005	12.52192
1.56433	0.23005	2.08022	2.63336	12.78067
1.56481	0.23468	2.12211	2.68638	13.038
1.56531	0.2395	2.16567	2.74152	13.30561
1.56584	0.24428	2.20888	2.79622	13.57109
1.56636	0.24915	2.25296	2.85202	13.84192
1.56685	0.25412	2.29789	2.9089	14.11796
1.56735	0.25911	2.34301	2.96603	14.39521
1.56783	0.26433	2.3902	3.02577	14.68515
1.56833	0.26956	2.43744	3.08556	14.97535
1.56883	0.27484	2.4852	3.14602	15.2688
1.56932	0.28028	2.53437	3.20826	15.57088
1.56982	0.28574	2.58378	3.27082	15.87446
1.57031	0.29136	2.63457	3.33512	16.18654
1.57081	0.29702	2.68579	3.39995	16.5012
1.57132	0.3028	2.73802	3.46607	16.82209
1.57181	0.30867	2.79109	3.53325	17.14814
1.57231	0.31454	2.84423	3.60051	17.47461
1.57281	0.32044	2.89752	3.66798	17.80204
1.5733	0.32652	2.95255	3.73764	18.14014
1.57379	0.33279	3.00925	3.80942	18.48849
1.57429	0.33897	3.0651	3.88011	18.83161
1.57479	0.34525	3.12192	3.95205	19.18072
1.57528	0.35163	3.1796	4.02507	19.53512
1.57578	0.35817	3.23874	4.09993	19.89847
1.57627	0.36472	3.29795	4.17488	20.26223
1.57681	0.37144	3.35873	4.25182	20.63564
1.57732	0.37821	3.41995	4.32932	21.01179
1.57781	0.38516	3.48278	4.40886	21.39781
1.5783	0.39212	3.54569	4.4885	21.78434
1.5788	0.39918	3.60956	4.56935	22.17672
1.5793	0.40632	3.67411	4.65106	22.5733
