E	j	j C	j C	j  Ageo
V RHE	mA cm-2	mA mF-1	mA mF-1	mA cm-2
ML_074		I norm by capacitance @ 1.2 VRHE	I norm by capacitance @ 0.5 VRHE	I norm by Ageo
1.42155	2.93E-06	2.63E-04	4.24E-04	1.39E-04
1.42205	3.14E-05	0.00282	0.00455	0.0015
1.42255	6.96E-06	6.25E-04	0.00101	3.32E-04
1.42304	-5.81E-06	-5.21E-04	-8.42E-04	-2.77E-04
1.42355	2.35E-05	0.00211	0.0034	0.00112
1.42404	3.87E-05	0.00347	0.00561	0.00184
1.42454	1.09E-06	9.82E-05	1.58E-04	5.21E-05
1.42504	1.10E-05	9.90E-04	0.0016	5.25E-04
1.42554	5.72E-05	0.00514	0.00829	0.00273
1.42604	1.69E-05	0.00152	0.00245	8.05E-04
1.42655	1.85E-05	0.00166	0.00268	8.79E-04
1.42703	4.44E-05	0.00399	0.00643	0.00211
1.42753	2.23E-05	0.002	0.00324	0.00106
1.42803	4.12E-05	0.0037	0.00597	0.00196
1.42853	7.25E-05	0.00651	0.0105	0.00345
1.42903	2.63E-05	0.00236	0.00381	0.00125
1.42953	2.39E-05	0.00214	0.00346	0.00114
1.43004	3.05E-05	0.00274	0.00442	0.00145
1.43053	6.24E-05	0.00561	0.00905	0.00297
1.43102	2.26E-05	0.00203	0.00328	0.00108
1.43152	5.19E-05	0.00466	0.00752	0.00247
1.43203	6.12E-05	0.0055	0.00887	0.00292
1.43253	7.63E-06	6.85E-04	0.00111	3.63E-04
1.43303	2.28E-05	0.00205	0.00331	0.00109
1.43353	1.67E-05	0.0015	0.00241	7.94E-04
1.43402	1.66E-06	1.49E-04	2.41E-04	7.91E-05
1.43453	2.03E-06	1.82E-04	2.94E-04	9.65E-05
1.43503	6.13E-06	5.50E-04	8.88E-04	2.92E-04
1.43552	-4.40E-07	-3.95E-05	-6.38E-05	-2.10E-05
1.43602	1.05E-05	9.45E-04	0.00153	5.01E-04
1.43653	4.31E-05	0.00387	0.00625	0.00205
1.43702	8.56E-06	7.69E-04	0.00124	4.08E-04
1.43752	6.94E-07	6.23E-05	1.00E-04	3.30E-05
1.43802	2.32E-05	0.00208	0.00336	0.0011
1.43852	4.44E-05	0.00398	0.00643	0.00211
1.43902	1.15E-05	0.00103	0.00167	5.48E-04
1.43952	2.61E-05	0.00234	0.00378	0.00124
1.44002	6.20E-05	0.00556	0.00898	0.00295
1.44051	2.05E-05	0.00184	0.00297	9.76E-04
1.44101	3.35E-05	0.00301	0.00486	0.0016
1.44151	4.15E-05	0.00373	0.00601	0.00198
1.442	3.77E-05	0.00338	0.00546	0.00179
1.44255	2.08E-05	0.00186	0.00301	9.89E-04
1.44305	2.51E-05	0.00225	0.00363	0.00119
1.44356	4.55E-05	0.00409	0.00659	0.00217
1.44405	3.90E-05	0.0035	0.00565	0.00186
1.44455	6.27E-05	0.00563	0.00909	0.00299
1.44505	2.22E-05	0.002	0.00322	0.00106
1.44556	1.31E-05	0.00117	0.00189	6.22E-04
1.44605	4.92E-05	0.00442	0.00713	0.00234
1.44655	4.20E-05	0.00377	0.00609	0.002
1.44705	1.58E-05	0.00142	0.00228	7.51E-04
1.44754	4.66E-05	0.00418	0.00675	0.00222
1.44804	5.83E-05	0.00523	0.00844	0.00278
1.44854	2.68E-05	0.00241	0.00388	0.00128
1.44904	5.22E-05	0.00468	0.00756	0.00248
1.44954	8.19E-05	0.00735	0.01186	0.0039
1.45004	4.86E-05	0.00436	0.00704	0.00231
1.45054	4.58E-05	0.00411	0.00664	0.00218
1.45104	6.11E-05	0.00549	0.00885	0.00291
1.45154	6.14E-05	0.00551	0.00889	0.00292
1.45204	7.39E-05	0.00664	0.01071	0.00352
1.45254	5.74E-05	0.00515	0.00831	0.00273
1.45303	5.29E-05	0.00475	0.00766	0.00252
1.45353	2.51E-05	0.00226	0.00364	0.0012
1.45403	4.94E-05	0.00443	0.00715	0.00235
1.45452	5.93E-05	0.00532	0.00859	0.00282
1.45503	2.10E-05	0.00189	0.00305	0.001
1.45553	4.17E-05	0.00374	0.00604	0.00199
1.45602	9.20E-05	0.00826	0.01333	0.00438
1.45652	6.90E-05	0.00619	0.00999	0.00328
1.45702	1.24E-04	0.01117	0.01802	0.00592
1.45752	1.17E-04	0.01052	0.01698	0.00558
1.45803	8.87E-05	0.00796	0.01285	0.00423
1.45853	9.82E-05	0.00881	0.01423	0.00468
1.45903	9.70E-05	0.0087	0.01405	0.00462
1.45952	6.27E-05	0.00563	0.00908	0.00298
1.46002	7.27E-05	0.00653	0.01054	0.00346
1.46052	1.13E-04	0.01014	0.01637	0.00538
1.46102	6.52E-05	0.00585	0.00945	0.00311
1.46152	7.48E-05	0.00671	0.01083	0.00356
1.46202	1.01E-04	0.00908	0.01465	0.00481
1.46252	1.11E-04	0.00994	0.01605	0.00527
1.46301	7.21E-05	0.00647	0.01045	0.00343
1.46352	8.95E-05	0.00803	0.01296	0.00426
1.46401	9.78E-05	0.00878	0.01416	0.00466
1.46451	5.24E-05	0.00471	0.0076	0.0025
1.46501	6.20E-05	0.00556	0.00898	0.00295
1.46551	8.43E-05	0.00757	0.01222	0.00402
1.46601	6.37E-05	0.00572	0.00923	0.00303
1.46651	7.83E-05	0.00702	0.01134	0.00373
1.46701	9.44E-05	0.00847	0.01367	0.00449
1.4675	7.51E-05	0.00674	0.01087	0.00357
1.46801	1.03E-04	0.00922	0.01489	0.00489
1.46852	1.39E-04	0.01252	0.0202	0.00664
1.46902	1.20E-04	0.01073	0.01732	0.00569
1.46952	9.18E-05	0.00824	0.01329	0.00437
1.47002	1.13E-04	0.01012	0.01633	0.00537
1.47052	1.04E-04	0.00931	0.01502	0.00494
1.47102	4.92E-05	0.00442	0.00713	0.00234
1.47152	7.62E-05	0.00684	0.01104	0.00363
1.47201	1.06E-04	0.00955	0.01542	0.00507
1.47251	9.41E-05	0.00845	0.01364	0.00448
1.47301	1.23E-04	0.01107	0.01787	0.00587
1.47351	1.32E-04	0.01186	0.01914	0.00629
1.47401	1.01E-04	0.0091	0.01469	0.00483
1.47451	1.40E-04	0.01258	0.0203	0.00667
1.475	1.51E-04	0.01354	0.02186	0.00718
1.4755	1.07E-04	0.00962	0.01552	0.0051
1.476	1.31E-04	0.01176	0.01898	0.00624
1.4765	1.62E-04	0.01454	0.02347	0.00771
1.477	1.50E-04	0.0135	0.02179	0.00716
1.4775	1.39E-04	0.01252	0.0202	0.00664
1.478	1.41E-04	0.01266	0.02042	0.00671
1.47849	1.81E-04	0.01621	0.02615	0.0086
1.479	1.37E-04	0.01226	0.01979	0.00651
1.47949	1.53E-04	0.01371	0.02212	0.00727
1.47999	2.05E-04	0.01836	0.02963	0.00974
1.48049	1.78E-04	0.01601	0.02584	0.00849
1.48099	1.71E-04	0.01538	0.02482	0.00816
1.48149	1.92E-04	0.01721	0.02777	0.00913
1.48199	1.96E-04	0.01763	0.02845	0.00935
1.48248	2.57E-04	0.02311	0.03729	0.01226
1.48298	3.09E-04	0.02774	0.04476	0.01471
1.48349	2.47E-04	0.02219	0.03582	0.01177
1.484	2.67E-04	0.02397	0.03868	0.01271
1.48449	2.88E-04	0.02586	0.04174	0.01372
1.48499	2.56E-04	0.02295	0.03703	0.01217
1.48549	2.14E-04	0.01917	0.03093	0.01017
1.48599	2.93E-04	0.02627	0.04241	0.01394
1.48649	2.85E-04	0.02559	0.04129	0.01357
1.48697	2.65E-04	0.0238	0.03841	0.01262
1.48748	2.80E-04	0.02515	0.04059	0.01334
1.48798	3.05E-04	0.02734	0.04413	0.01451
1.48848	2.73E-04	0.02454	0.03961	0.01302
1.48898	2.83E-04	0.0254	0.04099	0.01347
1.48948	3.05E-04	0.02737	0.04418	0.01452
1.48997	2.79E-04	0.02501	0.04037	0.01327
1.49048	3.20E-04	0.02873	0.04637	0.01524
1.49098	3.97E-04	0.03566	0.05755	0.01892
1.49147	3.25E-04	0.02921	0.04713	0.01549
1.49197	3.23E-04	0.029	0.04681	0.01539
1.49247	4.17E-04	0.03742	0.06039	0.01985
1.49297	3.54E-04	0.03177	0.05127	0.01685
1.4935	3.54E-04	0.0318	0.05133	0.01687
1.49401	4.13E-04	0.03708	0.05984	0.01967
1.49451	4.39E-04	0.03943	0.06364	0.02092
1.49502	4.14E-04	0.03718	0.06	0.01972
1.49552	4.51E-04	0.04048	0.06534	0.02148
1.49601	4.45E-04	0.03992	0.06442	0.02118
1.49651	4.17E-04	0.03748	0.06048	0.01988
1.49701	4.51E-04	0.04046	0.0653	0.02146
1.49751	4.84E-04	0.04348	0.07018	0.02307
1.498	5.00E-04	0.04487	0.07241	0.0238
1.49851	5.15E-04	0.04621	0.07458	0.02452
1.499	5.55E-04	0.04978	0.08034	0.02641
1.4995	5.67E-04	0.05091	0.08216	0.02701
1.50001	5.29E-04	0.04748	0.07662	0.02519
1.5005	6.54E-04	0.05868	0.09471	0.03113
1.501	6.49E-04	0.05828	0.09406	0.03092
1.5015	6.21E-04	0.05578	0.09002	0.02959
1.50199	7.19E-04	0.06458	0.10423	0.03426
1.5025	6.97E-04	0.06256	0.10096	0.03318
1.503	6.85E-04	0.06153	0.0993	0.03264
1.5035	7.48E-04	0.06717	0.10841	0.03563
1.50399	7.62E-04	0.06843	0.11044	0.0363
1.50449	7.69E-04	0.06903	0.11142	0.03662
1.50499	8.01E-04	0.07188	0.11601	0.03813
1.50549	8.38E-04	0.07522	0.1214	0.0399
1.50599	8.15E-04	0.07312	0.11801	0.03879
1.50649	8.53E-04	0.07658	0.12359	0.04062
1.50699	9.09E-04	0.08164	0.13176	0.04331
1.50749	9.22E-04	0.08274	0.13353	0.04389
1.50798	9.33E-04	0.08371	0.1351	0.04441
1.50848	0.00103	0.09238	0.14909	0.049
1.50898	9.60E-04	0.08614	0.13902	0.04569
1.50949	0.001	0.08988	0.14506	0.04768
1.50999	0.00107	0.09588	0.15474	0.05086
1.51048	0.00105	0.09397	0.15166	0.04985
1.51098	0.00103	0.09249	0.14927	0.04906
1.51148	0.00109	0.09789	0.15799	0.05193
1.51198	0.00113	0.10151	0.16382	0.05385
1.51247	0.00116	0.10404	0.16792	0.05519
1.51297	0.00117	0.105	0.16946	0.0557
1.51347	0.00125	0.11237	0.18136	0.05961
1.51397	0.00124	0.1112	0.17947	0.05899
1.51448	0.00124	0.11133	0.17968	0.05906
1.51497	0.00136	0.12226	0.19732	0.06486
1.51547	0.00136	0.12234	0.19745	0.0649
1.51597	0.00138	0.12379	0.19979	0.06567
1.51646	0.00151	0.13584	0.21923	0.07206
1.51696	0.00149	0.13353	0.2155	0.07083
1.51747	0.00148	0.13241	0.2137	0.07024
1.51796	0.00155	0.13883	0.22406	0.07365
1.51846	0.00159	0.14236	0.22975	0.07552
1.51897	0.00161	0.14489	0.23385	0.07686
1.51947	0.00167	0.15022	0.24244	0.07969
1.51997	0.00173	0.15535	0.25073	0.08241
1.52048	0.00173	0.1555	0.25097	0.08249
1.52097	0.00178	0.15989	0.25804	0.08482
1.52147	0.00182	0.16335	0.26364	0.08665
1.52197	0.00183	0.16465	0.26573	0.08734
1.52247	0.00188	0.16892	0.27262	0.08961
1.52296	0.00197	0.17644	0.28477	0.0936
1.52347	0.00196	0.17616	0.28431	0.09345
1.52396	0.00204	0.1828	0.29502	0.09697
1.52446	0.00214	0.19173	0.30944	0.10171
1.52495	0.00216	0.19403	0.31315	0.10293
1.52546	0.00217	0.19505	0.3148	0.10347
1.52595	0.00227	0.20402	0.32927	0.10823
1.52646	0.00232	0.20809	0.33583	0.11039
1.52696	0.00231	0.20764	0.33511	0.11015
1.52745	0.0024	0.21528	0.34744	0.1142
1.52795	0.00239	0.21459	0.34633	0.11383
1.52846	0.00243	0.21827	0.35226	0.11579
1.52895	0.00253	0.22711	0.36654	0.12048
1.52945	0.00259	0.2322	0.37475	0.12318
1.52995	0.00261	0.23432	0.37818	0.1243
1.53045	0.0027	0.24201	0.39058	0.12838
1.53094	0.00277	0.24846	0.40099	0.1318
1.53145	0.00279	0.25089	0.40492	0.13309
1.53195	0.00288	0.25894	0.41791	0.13736
1.53244	0.00293	0.2628	0.42414	0.13941
1.53293	0.003	0.26975	0.43535	0.14309
1.53343	0.00305	0.27349	0.44139	0.14508
1.53394	0.00307	0.27572	0.445	0.14626
1.53444	0.0031	0.27792	0.44855	0.14743
1.53494	0.00316	0.28359	0.45769	0.15044
1.53545	0.00319	0.28621	0.46191	0.15183
1.53594	0.00323	0.28951	0.46724	0.15358
1.53645	0.00328	0.29439	0.47513	0.15617
1.53695	0.00333	0.29893	0.48245	0.15858
1.53745	0.00337	0.30235	0.48796	0.16039
1.53794	0.00341	0.30624	0.49425	0.16245
1.53845	0.00354	0.31802	0.51325	0.1687
1.53894	0.00356	0.31926	0.51527	0.16936
1.53944	0.00358	0.321	0.51807	0.17028
1.53994	0.0037	0.33204	0.53589	0.17614
1.54044	0.00379	0.34065	0.54977	0.1807
1.54093	0.00383	0.34388	0.555	0.18242
1.54144	0.00393	0.3525	0.5689	0.18699
1.54193	0.00395	0.35468	0.57242	0.18815
1.54243	0.00399	0.358	0.57778	0.18991
1.54294	0.00407	0.36556	0.58998	0.19392
1.54343	0.00415	0.37269	0.60148	0.1977
1.54393	0.00422	0.37874	0.61125	0.20091
1.54447	0.00429	0.38491	0.62121	0.20419
1.54497	0.00444	0.39825	0.64275	0.21126
1.54547	0.00446	0.40023	0.64593	0.21231
1.54598	0.0045	0.4036	0.65138	0.2141
1.54647	0.00466	0.41843	0.67531	0.22197
1.54697	0.00468	0.42019	0.67815	0.2229
1.54748	0.0047	0.42216	0.68134	0.22395
1.54797	0.00482	0.43289	0.69866	0.22964
1.54847	0.00487	0.43692	0.70515	0.23177
1.54897	0.00493	0.44277	0.71459	0.23488
1.54947	0.00502	0.45024	0.72665	0.23884
1.54996	0.00512	0.46	0.7424	0.24402
1.55047	0.00515	0.46242	0.7463	0.2453
1.55096	0.00531	0.47636	0.76881	0.2527
1.55146	0.00536	0.4808	0.77597	0.25505
1.55196	0.00541	0.48568	0.78384	0.25764
1.55245	0.00556	0.49947	0.8061	0.26496
1.55295	0.00561	0.50319	0.81211	0.26693
1.55346	0.00565	0.50726	0.81867	0.26909
1.55396	0.00573	0.5143	0.83003	0.27282
1.55445	0.00586	0.52628	0.84937	0.27918
1.55495	0.00594	0.53365	0.86126	0.28309
1.55545	0.00605	0.54317	0.87664	0.28814
1.55594	0.00614	0.55147	0.89002	0.29254
1.55644	0.0062	0.55654	0.89821	0.29523
1.55694	0.00634	0.56924	0.91871	0.30197
1.55745	0.00644	0.57835	0.9334	0.3068
1.55793	0.00651	0.58452	0.94336	0.31007
1.55844	0.00666	0.59745	0.96424	0.31693
1.55894	0.00681	0.61095	0.98602	0.32409
1.55944	0.00679	0.60964	0.98391	0.3234
1.55995	0.00688	0.61715	0.99603	0.32738
1.56044	0.00705	0.63277	1.02124	0.33567
1.56094	0.00712	0.6387	1.0308	0.33881
1.56145	0.00715	0.64202	1.03617	0.34058
1.56194	0.0073	0.65522	1.05748	0.34758
1.56244	0.00738	0.66288	1.06984	0.35164
1.56294	0.00745	0.66875	1.07931	0.35476
1.56344	0.00756	0.67877	1.09548	0.36007
1.56393	0.00769	0.69027	1.11404	0.36617
1.56443	0.00781	0.70071	1.13089	0.37171
1.56493	0.00789	0.70869	1.14377	0.37595
1.56542	0.00807	0.72409	1.16863	0.38412
1.56592	0.00811	0.72771	1.17447	0.38603
1.56643	0.00823	0.73884	1.19242	0.39194
1.56692	0.00839	0.75297	1.21523	0.39943
1.56742	0.00848	0.76081	1.22788	0.40359
1.56792	0.00862	0.77353	1.24841	0.41034
1.56842	0.00878	0.78816	1.27203	0.4181
1.56892	0.00886	0.79493	1.28294	0.42169
1.56943	0.00899	0.80703	1.30248	0.42811
1.56993	0.00912	0.81911	1.32197	0.43452
1.57043	0.00921	0.82704	1.33478	0.43873
1.57092	0.00941	0.84503	1.3638	0.44827
1.57142	0.0095	0.85307	1.37678	0.45253
1.57192	0.00956	0.85803	1.38479	0.45517
1.57243	0.00965	0.86617	1.39793	0.45948
1.57293	0.0098	0.87948	1.41941	0.46654
1.57343	0.00988	0.88723	1.43192	0.47066
1.57393	0.01003	0.90062	1.45352	0.47776
1.57443	0.0102	0.91581	1.47803	0.48581
1.57492	0.01032	0.92618	1.49477	0.49132
1.57542	0.01042	0.93571	1.51016	0.49637
1.57592	0.01059	0.95032	1.53374	0.50412
1.57642	0.01074	0.96392	1.55568	0.51134
1.57692	0.01083	0.97257	1.56964	0.51592
1.57742	0.01101	0.98806	1.59464	0.52414
1.5779	0.01122	1.00744	1.62592	0.53442
1.57842	0.01131	1.01483	1.63785	0.53834
1.57891	0.0115	1.03208	1.66568	0.54749
1.5794	0.01168	1.04807	1.69149	0.55598
1.5799	0.01183	1.06172	1.71353	0.56322
1.5804	0.012	1.07741	1.73884	0.57154
1.5809	0.01215	1.09033	1.75971	0.5784
1.5814	0.01223	1.09818	1.77237	0.58256
1.5819	0.01244	1.11664	1.80216	0.59235
1.58239	0.01267	1.13765	1.83607	0.6035
1.58289	0.01279	1.14829	1.85325	0.60914
1.58339	0.01296	1.16326	1.8774	0.61708
1.5839	0.01308	1.17434	1.89528	0.62296
1.58439	0.0132	1.18525	1.91289	0.62875
1.5849	0.01337	1.20043	1.9374	0.6368
1.5854	0.0136	1.22049	1.96977	0.64744
1.5859	0.01374	1.23351	1.99078	0.65435
1.5864	0.01391	1.24865	2.01522	0.66238
1.58689	0.01418	1.27333	2.05505	0.67547
1.58739	0.01433	1.28633	2.07603	0.68237
1.5879	0.01451	1.30291	2.10279	0.69116
1.5884	0.01475	1.32428	2.13727	0.7025
1.58889	0.01491	1.33879	2.16069	0.71019
1.58939	0.01508	1.35406	2.18534	0.7183
1.58989	0.01534	1.37679	2.22202	0.73035
1.59039	0.0155	1.39115	2.2452	0.73797
1.59087	0.01586	1.42332	2.29712	0.75504
1.59138	0.01601	1.43677	2.31882	0.76217
1.59189	0.01614	1.44879	2.33823	0.76855
1.59239	0.01634	1.46678	2.36726	0.77809
1.59289	0.01653	1.484	2.39504	0.78722
1.59338	0.01677	1.50519	2.42924	0.79847
1.59392	0.01697	1.52351	2.45882	0.80819
1.59443	0.01722	1.54588	2.49492	0.82005
1.59494	0.01747	1.5682	2.53093	0.83189
1.59544	0.01769	1.58837	2.5635	0.84259
1.59593	0.01796	1.61254	2.6025	0.85541
1.59643	0.01823	1.63664	2.6414	0.8682
1.59692	0.0185	1.66059	2.68005	0.8809
1.59741	0.01885	1.692	2.73074	0.89756
1.59791	0.01904	1.70937	2.75877	0.90678
1.59842	0.01925	1.72793	2.78874	0.91663
1.59893	0.01949	1.74954	2.82361	0.92809
1.59942	0.01974	1.77241	2.86052	0.94022
1.59992	0.02006	1.80036	2.90564	0.95505
1.60042	0.0203	1.82259	2.94151	0.96684
1.60091	0.02053	1.84294	2.97436	0.97764
1.60142	0.02079	1.86637	3.01216	0.99007
1.60191	0.02118	1.90091	3.06791	1.00839
1.6024	0.02151	1.93048	3.11564	1.02408
1.60291	0.02173	1.95105	3.14884	1.03499
1.60339	0.02216	1.98933	3.21061	1.05529
1.60389	0.02239	2.01013	3.24418	1.06633
1.6044	0.02263	2.03185	3.27923	1.07785
1.6049	0.02301	2.06591	3.33421	1.09592
1.6054	0.02329	2.09043	3.37377	1.10892
1.60591	0.02357	2.11591	3.4149	1.12244
1.6064	0.02398	2.15297	3.47472	1.1421
1.60688	0.02435	2.18591	3.52787	1.15957
1.60739	0.02467	2.21478	3.57447	1.17489
1.60787	0.02508	2.25178	3.63418	1.19451
1.60839	0.02534	2.27431	3.67054	1.20647
1.60889	0.02567	2.30452	3.71931	1.2225
1.6094	0.02602	2.3359	3.76995	1.23914
1.60989	0.02633	2.3639	3.81513	1.25399
1.61039	0.02667	2.39447	3.86447	1.27021
1.61089	0.02709	2.43199	3.92503	1.29011
1.61138	0.02743	2.46245	3.97418	1.30627
1.61189	0.02782	2.49772	4.03111	1.32498
1.61239	0.02822	2.53296	4.08798	1.34367
1.61288	0.02858	2.56568	4.14079	1.36103
1.61338	0.02899	2.60265	4.20045	1.38064
1.61388	0.0294	2.63911	4.2593	1.39999
1.61438	0.02977	2.67249	4.31317	1.41769
1.61488	0.03014	2.70594	4.36715	1.43543
1.61537	0.03063	2.74958	4.43759	1.45859
1.61586	0.03103	2.78511	4.49493	1.47743
1.61637	0.03142	2.82013	4.55145	1.49601
1.61686	0.03188	2.8622	4.61935	1.51833
1.61736	0.03228	2.89737	4.67611	1.53699
1.61791	0.03274	2.93921	4.74363	1.55918
1.61842	0.03322	2.98167	4.81216	1.58171
1.61892	0.03363	3.01844	4.87151	1.60121
1.61942	0.03412	3.06298	4.94339	1.62484
1.61991	0.03459	3.10485	5.01097	1.64705
1.62041	0.03506	3.14689	5.07882	1.66935
1.62091	0.03554	3.19016	5.14865	1.6923
1.6214	0.036	3.23204	5.21623	1.71452
1.62191	0.03649	3.27593	5.28708	1.7378
1.6224	0.03701	3.32265	5.36248	1.76259
1.6229	0.03755	3.37059	5.43984	1.78802
1.6234	0.03803	3.4134	5.50893	1.81073
1.6239	0.03856	3.46113	5.58597	1.83605
1.6244	0.03905	3.50535	5.65734	1.85951
1.6249	0.03957	3.55165	5.73207	1.88407
1.62539	0.04015	3.60423	5.81693	1.91196
1.62588	0.04067	3.65045	5.89152	1.93648
1.62639	0.04127	3.70439	5.97856	1.96509
1.62689	0.04184	3.75557	6.06118	1.99224
1.62738	0.04238	3.80414	6.13956	2.01801
1.62788	0.04301	3.86107	6.23144	2.0482
1.62838	0.0436	3.91419	6.31717	2.07638
1.62888	0.04418	3.9655	6.39998	2.1036
1.62939	0.04477	4.01893	6.48621	2.13195
1.62987	0.04534	4.07003	6.56869	2.15906
1.63038	0.04592	4.12241	6.65322	2.18684
1.63087	0.04661	4.18376	6.75223	2.21938
1.63137	0.04717	4.2347	6.83445	2.24641
1.63187	0.04781	4.29175	6.92652	2.27667
1.63239	0.04843	4.34714	7.01592	2.30606
1.63288	0.04901	4.39915	7.09985	2.33364
1.63338	0.0497	4.4616	7.20065	2.36677
1.63388	0.05036	4.52045	7.29562	2.39799
1.63437	0.05105	4.58232	7.39548	2.43081
1.63487	0.05168	4.63926	7.48738	2.46102
1.63537	0.05233	4.69707	7.58067	2.49168
1.63587	0.053	4.75747	7.67815	2.52372
1.63636	0.05371	4.82094	7.78059	2.5574
1.63686	0.05437	4.88106	7.87761	2.58928
1.63736	0.05502	4.93903	7.97117	2.62004
1.63785	0.05578	5.00702	8.0809	2.6561
1.63835	0.05646	5.06807	8.17943	2.68849
1.63885	0.05716	5.13103	8.28104	2.72189
1.63935	0.05784	5.19212	8.37963	2.75429
1.63988	0.05854	5.2551	8.48128	2.7877
1.6404	0.05931	5.32426	8.59291	2.8244
1.6409	0.06007	5.39225	8.70264	2.86046
1.6414	0.06079	5.45702	8.80717	2.89482
1.6419	0.06155	5.52499	8.91686	2.93087
1.64239	0.06227	5.5897	9.02131	2.96521
1.64289	0.06306	5.66072	9.13592	3.00288
1.64339	0.06382	5.72883	9.24585	3.03901
1.64389	0.06454	5.79368	9.3505	3.07341
1.6444	0.06534	5.865	9.4656	3.11124
1.64488	0.06617	5.93984	9.58639	3.15094
1.64538	0.06704	6.01797	9.71249	3.19239
1.64589	0.06775	6.08136	9.81481	3.22602
1.64639	0.06853	6.15179	9.92846	3.26338
1.64688	0.06935	6.22527	10.04706	3.30236
1.64737	0.07028	6.30836	10.18115	3.34643
1.64788	0.07099	6.37233	10.28439	3.38037
1.64838	0.0718	6.44513	10.4019	3.41899
1.64887	0.07271	6.52704	10.5341	3.46244
1.64937	0.07355	6.60198	10.65503	3.50219
1.64987	0.07441	6.67978	10.7806	3.54347
1.65036	0.07529	6.75858	10.90777	3.58526
1.65087	0.0761	6.83147	11.02542	3.62393
1.65137	0.07696	6.90832	11.14944	3.6647
1.65186	0.0778	6.98379	11.27124	3.70473
1.65236	0.07871	7.06566	11.40337	3.74816
1.65286	0.07957	7.14302	11.52823	3.7892
1.65337	0.0804	7.21746	11.64836	3.82869
1.65386	0.08134	7.30169	11.7843	3.87337
1.65436	0.08222	7.38085	11.91206	3.91536
1.65486	0.08309	7.45871	12.03772	3.95667
1.65536	0.084	7.54051	12.16973	4.00006
1.65586	0.08488	7.61909	12.29657	4.04175
1.65636	0.08578	7.70063	12.42816	4.085
1.65686	0.08668	7.78096	12.55781	4.12761
1.65736	0.08762	7.86547	12.6942	4.17244
1.65785	0.0886	7.95355	12.83635	4.21917
1.65834	0.0895	8.03426	12.96661	4.26198
1.65885	0.09037	8.1118	13.09175	4.30311
1.65934	0.09131	8.1966	13.22861	4.3481
1.65984	0.09224	8.28001	13.36324	4.39235
1.66034	0.0932	8.36614	13.50224	4.43804
1.66084	0.09411	8.44814	13.63458	4.48154
1.66134	0.09511	8.53774	13.77919	4.52907
1.66184	0.09609	8.62535	13.92058	4.57554
1.66236	0.09698	8.70534	14.04967	4.61797
1.66285	0.09802	8.79871	14.20036	4.6675
1.66335	0.09896	8.8836	14.33737	4.71254
1.66386	0.09989	8.96707	14.4721	4.75682
1.66434	0.10095	9.06173	14.62487	4.80703
1.66484	0.10186	9.1435	14.75683	4.85041
1.66533	0.10291	9.23792	14.90922	4.9005
1.66582	0.1039	9.32645	15.0521	4.94746
1.66633	0.10497	9.42269	15.20742	4.99851
1.66683	0.10595	9.51098	15.34992	5.04535
1.66732	0.10688	9.59409	15.48405	5.08944
1.66782	0.10792	9.68739	15.63462	5.13893
1.66831	0.1089	9.77561	15.777	5.18573
1.66882	0.10983	9.85906	15.91169	5.23
1.66931	0.11097	9.96115	16.07645	5.28415
1.6698	0.11194	10.0484	16.21726	5.33044
1.67031	0.11291	10.13526	16.35744	5.37651
1.6708	0.11396	10.2294	16.50939	5.42645
1.6713	0.11495	10.31848	16.65315	5.47371
1.67181	0.11598	10.41078	16.80211	5.52267
1.6723	0.11706	10.5079	16.95885	5.57419
1.67279	0.11811	10.60264	17.11176	5.62445
1.6733	0.11908	10.68982	17.25246	5.67069
1.67379	0.11999	10.7715	17.38429	5.71403
1.67429	0.12115	10.87509	17.55146	5.76897
1.6748	0.12207	10.95799	17.68526	5.81295
1.6753	0.12309	11.0493	17.83264	5.86139
1.6758	0.12419	11.14771	17.99146	5.9136
1.6763	0.12512	11.23199	18.12748	5.9583
1.67681	0.12615	11.3239	18.27581	6.00706
1.67729	0.12722	11.41967	18.43038	6.05786
1.67779	0.12821	11.50904	18.57462	6.10527
1.67829	0.12927	11.60439	18.7285	6.15585
1.67879	0.13022	11.68909	18.8652	6.20079
1.67928	0.13123	11.7804	19.01257	6.24922
1.67978	0.13226	11.87215	19.16065	6.29789
1.68028	0.13327	11.96354	19.30813	6.34637
1.68078	0.13435	12.06017	19.46409	6.39763
1.68127	0.13532	12.14737	19.60482	6.44389
1.68182	0.13633	12.23775	19.75069	6.49184
1.68232	0.13739	12.33271	19.90394	6.54221
1.68283	0.13838	12.4222	20.04837	6.58968
1.68333	0.13943	12.51649	20.20055	6.6397
1.68382	0.14042	12.60511	20.34357	6.68671
1.68433	0.14134	12.68803	20.47741	6.7307
1.68482	0.14241	12.78384	20.63204	6.78152
1.68532	0.1434	12.87222	20.77467	6.82841
1.68582	0.14439	12.96174	20.91915	6.8759
1.68632	0.14536	13.04869	21.05948	6.92202
1.68682	0.14636	13.13865	21.20467	6.96974
1.68731	0.14743	13.23467	21.35964	7.02068
1.68781	0.14836	13.31761	21.49349	7.06467
1.68831	0.14939	13.41059	21.64356	7.114
1.6888	0.15035	13.49637	21.78199	7.1595
1.68931	0.15134	13.58567	21.92612	7.20688
1.6898	0.15236	13.67692	22.07339	7.25528
1.69029	0.15336	13.76644	22.21787	7.30277
