X	Z
444.054	-0.039
445.442	-0.043
446.829	-0.056
448.217	-0.058
449.605	-0.05
450.992	-0.042
452.38	-0.038
453.768	-0.033
455.155	-0.035
456.543	-0.049
457.931	-0.042
459.318	-0.04
460.706	-0.029
462.094	-0.028
463.481	-0.042
464.869	-0.049
466.257	-0.04
467.644	-0.036
469.032	-0.048
470.42	-0.051
471.807	-0.04
473.195	-0.028
474.583	-0.037
475.97	-0.053
477.358	-0.057
478.746	-0.03
480.133	-0.028
481.521	-0.044
482.909	-0.048
484.296	-0.042
485.684	-0.041
487.072	-0.044
488.459	-0.059
489.847	-0.057
491.235	-0.034
492.622	-0.041
494.01	-0.044
495.398	-0.047
496.785	-0.049
498.173	-0.054
499.561	-0.066
500.948	-0.068
502.336	-0.047
503.724	-0.049
505.111	-0.058
506.499	-0.057
507.887	-0.062
509.274	-0.042
510.662	-0.03
512.05	-0.051
513.437	-0.085
514.825	-0.076
516.213	-0.051
517.6	-0.051
518.988	-0.052
520.376	-0.067
521.763	-0.034
523.151	-0.032
524.539	-0.06
525.926	-0.075
527.314	-0.068
528.702	-0.049
530.089	-0.056
531.477	-0.054
532.865	-0.048
534.252	-0.048
535.64	-0.045
537.028	-0.055
538.415	-0.073
539.803	-0.059
541.191	-0.046
542.578	-0.046
543.966	-0.045
545.354	-0.05
546.741	-0.037
548.129	-0.031
549.517	-0.044
550.904	-0.043
552.292	-0.042
553.68	-0.046
555.067	-0.044
556.455	-0.037
557.843	-0.042
559.23	-0.043
560.618	-0.039
562.006	-0.054
563.393	-0.05
564.781	-0.039
566.169	-0.043
567.556	-0.046
568.944	-0.046
570.332	-0.042
571.719	-0.041
573.107	-0.047
574.495	-0.062
575.882	-0.062
577.27	-0.057
578.658	-0.049
580.045	-0.052
581.433	-0.056
582.821	-0.054
584.208	-0.045
585.596	-0.036
586.984	-0.052
588.372	-0.051
589.759	-0.044
591.147	-0.044
592.535	-0.044
593.922	-0.046
595.31	-0.049
596.698	-0.034
598.085	-0.04
599.473	-0.038
600.861	-0.037
602.248	-0.044
603.636	-0.046
605.024	-0.046
606.411	-0.039
607.799	-0.015
609.187	-0.011
610.574	-0.033
611.962	-0.035
613.35	-0.033
614.737	-0.029
616.125	-0.036
617.513	-0.054
618.9	-0.061
620.288	-0.048
621.676	-0.05
623.063	-0.052
624.451	-0.05
625.839	-0.044
627.226	-0.048
628.614	-0.061
630.002	-0.056
631.389	-0.051
632.777	-0.059
634.165	-0.05
635.552	-0.056
636.94	-0.058
638.328	-0.039
639.715	-0.039
641.103	-0.045
642.491	-0.051
643.878	-0.055
645.266	-0.043
646.654	-0.044
648.041	-0.045
649.429	-0.037
650.817	-0.039
652.204	-0.043
653.592	-0.041
654.98	-0.041
656.367	-0.043
657.755	-0.033
659.143	-0.033
660.53	-0.038
661.918	-0.043
663.306	-0.042
664.693	-0.053
666.081	-0.055
667.469	-0.046
668.856	-0.048
670.244	-0.042
671.632	-0.035
673.019	-0.044
674.407	-0.035
675.795	-0.032
677.182	-0.02
678.57	-0.018
679.958	-0.056
681.345	-0.047
682.733	-0.023
684.121	-0.036
685.508	-0.029
686.896	-0.044
688.284	-0.035
689.671	-0.043
691.059	-0.043
692.447	-0.037
693.834	-0.047
695.222	-0.044
696.61	-0.049
697.997	-0.048
699.385	-0.046
700.773	-0.029
702.16	-0.012
703.548	-0.029
704.936	-0.033
706.323	-0.04
707.711	-0.046
709.099	-0.049
710.486	-0.039
711.874	-0.038
713.262	-0.025
714.649	-0.031
716.037	-0.044
717.425	-0.041
718.812	-0.041
720.2	-0.031
721.588	-0.037
722.975	-0.047
724.363	-0.039
725.751	-0.036
727.138	-0.031
728.526	-0.028
729.914	-0.038
731.301	-0.041
732.689	-0.043
734.077	-0.043
735.464	-0.041
736.852	-0.045
738.24	-0.047
739.627	-0.041
741.015	-0.055
742.403	-0.049
743.79	-0.043
745.178	-0.041
746.566	-0.046
747.953	-0.042
749.341	-0.037
750.729	-0.048
752.116	-0.032
753.504	-0.035
754.892	-0.045
756.279	-0.055
757.667	-0.056
759.055	-0.046
760.442	-0.045
761.83	-0.059
763.218	-0.066
764.605	-0.061
765.993	-0.078
767.381	-0.068
768.768	-0.046
770.156	-0.044
771.544	-0.039
772.931	-0.035
774.319	-0.027
775.707	-0.029
777.094	-0.024
778.482	-0.03
779.87	-0.03
781.257	-0.036
782.645	-0.036
784.033	-0.029
785.42	-0.037
786.808	-0.032
788.196	-0.039
789.583	-0.053
790.971	-0.053
792.359	-0.052
793.746	-0.064
795.134	-0.058
796.522	-0.046
797.909	-0.025
799.297	-0.025
800.685	-0.04
802.072	-0.049
803.46	-0.05
804.848	-0.048
806.235	-0.055
807.623	-0.064
809.011	-0.078
810.398	-0.069
811.786	-0.061
813.174	-0.066
814.561	-0.069
815.949	-0.065
817.337	-0.059
818.724	-0.065
820.112	-0.069
821.5	-0.071
822.888	-0.068
824.275	-0.065
825.663	-0.065
827.051	-0.064
828.438	-0.071
829.826	-0.074
831.214	-0.059
832.601	-0.053
833.989	-0.062
835.377	-0.066
836.764	-0.055
838.152	-0.047
839.54	-0.053
840.927	-0.056
842.315	-0.055
843.703	-0.057
845.09	-0.049
846.478	-0.052
847.866	-0.055
849.253	-0.067
850.641	-0.067
852.029	-0.06
853.416	-0.061
854.804	-0.057
856.192	-0.052
857.579	-0.054
858.967	-0.063
860.355	-0.073
861.742	-0.063
863.13	-0.057
864.518	-0.067
865.905	-0.079
867.293	-0.058
868.681	-0.047
870.068	-0.067
871.456	-0.07
872.844	-0.071
874.231	-0.061
875.619	-0.058
877.007	-0.06
878.394	-0.066
879.782	-0.068
881.17	-0.059
882.557	-0.052
883.945	-0.066
885.333	-0.069
886.72	-0.06
888.108	-0.047
889.496	-0.048
890.883	-0.072
892.271	-0.064
893.659	-0.049
895.046	-0.056
896.434	-0.063
897.822	-0.056
899.209	-0.053
900.597	-0.06
901.985	-0.056
903.372	-0.058
904.76	-0.054
906.148	-0.048
907.535	-0.053
908.923	-0.058
910.311	-0.051
911.698	-0.05
913.086	-0.051
914.474	-0.066
915.861	-0.067
917.249	-0.063
918.637	-0.052
920.024	-0.061
921.412	-0.083
922.8	-0.081
924.187	-0.074
925.575	-0.077
926.963	-0.08
928.35	-0.077
929.738	-0.065
931.126	-0.057
932.513	-0.07
933.901	-0.073
935.289	-0.067
936.676	-0.065
938.064	-0.07
939.452	-0.075
940.839	-0.063
942.227	-0.055
943.615	-0.06
945.002	-0.064
946.39	-0.064
947.778	-0.064
949.165	-0.066
950.553	-0.068
951.941	-0.07
953.328	-0.067
954.716	-0.057
956.104	-0.073
957.491	-0.083
958.879	-0.072
960.267	-0.082
961.654	-0.082
963.042	-0.068
964.43	-0.084
965.817	-0.071
967.205	-0.055
968.593	-0.057
969.98	-0.072
971.368	-0.075
972.756	-0.066
974.143	-0.066
975.531	-0.078
976.919	-0.082
978.306	-0.06
979.694	-0.058
981.082	-0.059
982.469	-0.069
983.857	-0.071
985.245	-0.07
986.632	-0.07
988.02	-0.065
989.408	-0.074
990.795	-0.065
992.183	-0.064
993.571	-0.069
994.958	-0.065
996.346	-0.066
997.734	-0.062
999.121	-0.078
1000.509	-0.087
1001.897	-0.068
1003.284	-0.056
1004.672	-0.068
1006.06	-0.066
1007.447	-0.064
1008.835	-0.076
1010.223	-0.07
1011.61	-0.07
1012.998	-0.078
1014.386	-0.073
1015.773	-0.06
1017.161	-0.06
1018.549	-0.061
1019.936	-0.069
1021.324	-0.066
1022.712	-0.053
1024.099	-0.057
1025.487	-0.054
1026.875	-0.056
1028.262	-0.056
1029.65	-0.054
1031.038	-0.056
1032.425	-0.051
1033.813	-0.052
1035.201	-0.055
1036.588	-0.061
1037.976	-0.05
1039.364	-0.041
1040.751	-0.053
1042.139	-0.056
1043.527	-0.047
1044.914	-0.043
1046.302	-0.045
1047.69	-0.053
1049.077	-0.053
1050.465	-0.044
1051.853	-0.043
1053.24	-0.045
1054.628	-0.047
1056.016	-0.051
1057.403	-0.047
1058.791	-0.045
1060.179	-0.047
1061.567	-0.057
1062.954	-0.055
1064.342	-0.049
1065.73	-0.051
1067.117	-0.054
1068.505	-0.056
1069.893	-0.049
1071.28	-0.043
1072.668	-0.047
1074.056	-0.065
1075.443	-0.059
1076.831	-0.039
1078.219	-0.042
1079.606	-0.06
1080.994	-0.051
1082.382	-0.039
1083.769	-0.044
1085.157	-0.048
1086.545	-0.054
1087.932	-0.057
1089.32	-0.037
1090.708	-0.036
1092.095	-0.043
1093.483	-0.032
1094.871	-0.032
1096.258	-0.03
1097.646	-0.02
1099.034	-0.033
1100.421	-0.04
1101.809	-0.034
1103.197	-0.029
1104.584	-0.019
1105.972	-0.02
1107.36	-0.023
1108.747	-0.038
1110.135	-0.05
1111.523	-0.051
1112.91	-0.033
1114.298	-0.027
1115.686	-0.035
1117.073	-0.036
1118.461	-0.038
1119.849	-0.053
1121.236	-0.047
1122.624	-0.048
1124.012	-0.059
1125.399	-0.061
1126.787	-0.06
1128.175	-0.053
1129.562	-0.062
1130.95	-0.054
1132.338	-0.05
1133.725	-0.046
1135.113	-0.043
1136.501	-0.04
1137.888	-0.052
1139.276	-0.042
1140.664	-0.036
1142.051	-0.043
1143.439	-0.048
1144.827	-0.04
1146.214	-0.038
1147.602	-0.046
1148.99	-0.043
1150.377	-0.041
1151.765	-0.037
1153.153	-0.027
1154.54	-0.028
1155.928	-0.021
1157.316	-0.027
1158.703	-0.032
1160.091	-0.031
1161.479	-0.039
1162.866	-0.029
1164.254	-0.01
1165.642	-0.015
1167.029	-0.028
1168.417	-0.027
1169.805	-0.026
1171.192	-0.02
1172.58	-0.036
1173.968	-0.039
1175.355	-0.035
1176.743	-0.048
1178.131	-0.046
1179.518	-0.043
1180.906	-0.041
1182.294	-0.046
1183.681	-0.044
1185.069	-0.043
1186.457	-0.037
1187.844	-0.033
1189.232	-0.043
1190.62	-0.04
1192.007	-0.029
1193.395	-0.032
1194.783	-0.012
1196.17	-0.014
1197.558	-0.018
1198.946	-0.01
1200.333	-0.024
1201.721	-0.036
1203.109	-0.041
1204.496	-0.04
1205.884	-0.043
1207.272	-0.047
1208.659	-0.039
1210.047	-0.029
1211.435	-0.036
1212.822	-0.034
1214.21	-0.036
1215.598	-0.034
1216.985	-0.041
1218.373	-0.041
1219.761	-0.042
1221.148	-0.036
1222.536	-0.026
1223.924	-0.031
1225.311	-0.031
1226.699	-0.019
1228.087	-0.02
1229.474	-0.021
1230.862	-0.031
1232.25	-0.031
1233.637	-0.01
1235.025	-0.024
1236.413	-0.033
1237.8	-0.032
1239.188	-0.034
1240.576	-0.035
1241.963	-0.041
1243.351	-0.036
1244.739	-0.043
1246.126	-0.043
1247.514	-0.04
1248.902	-0.046
1250.289	-0.044
1251.677	-0.046
1253.065	-0.045
1254.452	-0.042
1255.84	-0.054
1257.228	-0.047
1258.615	-0.046
1260.003	-0.049
1261.391	-0.042
1262.778	-0.036
1264.166	-0.037
1265.554	-0.046
1266.941	-0.04
1268.329	-0.03
1269.717	-0.023
1271.104	-0.034
1272.492	-0.043
1273.88	-0.034
1275.267	-0.045
1276.655	-0.04
1278.043	-0.019
1279.43	-0.029
1280.818	-0.025
1282.206	-0.01
1283.593	-0.035
1284.981	-0.048
1286.369	-0.037
1287.756	-0.039
1289.144	-0.05
1290.532	-0.053
1291.919	-0.051
1293.307	-0.054
1294.695	-0.065
1296.083	-0.044
1297.47	-0.027
1298.858	-0.014
1300.246	-0.038
1301.633	-0.037
1303.021	-0.023
1304.409	-0.024
1305.796	-0.025
1307.184	-0.03
1308.572	-0.047
1309.959	-0.054
1311.347	-0.037
1312.735	-0.046
1314.122	-0.05
1315.51	-0.043
1316.898	-0.043
1318.285	-0.025
1319.673	-0.018
1321.061	-0.03
1322.448	-0.035
1323.836	-0.021
1325.224	-0.022
1326.611	-0.034
1327.999	-0.045
1329.387	-0.034
1330.774	-0.03
1332.162	-0.03
1333.55	-0.027
1334.937	-0.025
1336.325	-0.015
1337.713	-0.014
1339.1	-0.006
1340.488	-0.013
1341.876	-0.028
1343.263	-0.022
1344.651	-0.005
1346.039	-0.001
1347.426	0.001
1348.814	0.008
1350.202	0.007
1351.589	0.001
1352.977	0.007
1354.365	0.025
1355.752	0.043
1357.14	0.026
1358.528	-0.012
1359.915	-0.021
1361.303	0.01
1362.691	0.006
1364.078	0.002
1365.466	0.021
1366.854	0.024
1368.241	0.017
1369.629	0.018
1371.017	0.007
1372.404	0.007
1373.792	0.01
1375.18	0.015
1376.567	0.019
1377.955	0.023
1379.343	0.03
1380.73	0.026
1382.118	0.006
1383.506	-0.008
1384.893	0.003
1386.281	0.016
1387.669	0.02
1389.056	0.02
1390.444	0.014
1391.832	0.012
1393.219	0.002
1394.607	-0.002
1395.995	0.017
1397.382	0.019
1398.77	0.033
1400.158	0.043
1401.545	0.033
1402.933	0.046
1404.321	0.047
1405.708	0.04
1407.096	0.036
1408.484	0.035
1409.871	0.037
1411.259	0.045
1412.647	0.04
1414.034	0.025
1415.422	0.01
1416.81	0.018
1418.197	0.016
1419.585	0.002
1420.973	0.032
1422.36	0.051
1423.748	0.026
1425.136	0.028
1426.523	0.025
1427.911	0.024
1429.299	0.031
1430.686	0.013
1432.074	0.012
1433.462	0.028
1434.849	0.029
1436.237	0.033
1437.625	0.029
1439.012	0.032
1440.4	0.051
1441.788	0.06
1443.175	0.05
1444.563	0.076
1445.951	0.084
1447.338	0.045
1448.726	0.037
1450.114	0.027
1451.501	0.03
1452.889	0.046
1454.277	0.036
1455.664	0.023
1457.052	0.051
1458.44	0.062
1459.827	0.066
1461.215	0.051
1462.603	0.049
1463.99	0.062
1465.378	0.064
1466.766	0.07
1468.153	0.065
1469.541	0.063
1470.929	0.067
1472.316	0.053
1473.704	0.04
1475.092	0.043
1476.479	0.054
1477.867	0.067
1479.255	0.076
1480.642	0.077
1482.03	0.075
1483.418	0.07
1484.805	0.072
1486.193	0.067
1487.581	0.074
1488.968	0.08
1490.356	0.08
1491.744	0.084
1493.131	0.082
1494.519	0.096
1495.907	0.1
1497.294	0.096
1498.682	0.098
1500.07	0.099
1501.457	0.098
1502.845	0.103
1504.233	0.118
1505.62	0.121
1507.008	0.116
1508.396	0.116
1509.783	0.122
1511.171	0.122
1512.559	0.134
1513.946	0.143
1515.334	0.122
1516.722	0.118
1518.109	0.117
1519.497	0.118
1520.885	0.094
1522.272	0.06
1523.66	0.047
1525.048	0.059
1526.435	0.076
1527.823	0.104
1529.211	0.115
1530.599	0.104
1531.986	0.094
1533.374	0.093
1534.762	0.099
1536.149	0.127
1537.537	0.153
1538.925	0.135
1540.312	0.166
1541.7	0.144
1543.088	0.102
1544.475	0.087
1545.863	0.092
1547.251	0.118
1548.638	0.112
1550.026	0.091
1551.414	0.084
1552.801	0.106
1554.189	0.097
1555.577	0.058
1556.964	0.059
1558.352	0.073
1559.74	0.091
1561.127	0.091
1562.515	0.094
1563.903	0.107
1565.29	0.106
1566.678	0.113
1568.066	0.128
1569.453	0.121
1570.841	0.12
1572.229	0.11
1573.616	0.069
1575.004	0.027
1576.392	-0.039
1577.779	-0.054
1579.167	-0.056
1580.555	-0.045
1581.942	-0.021
1583.33	-0.019
1584.718	-0.015
1586.105	-0.011
1587.493	-0.035
1588.881	-0.06
1590.268	-0.05
1591.656	-0.038
1593.044	-0.033
1594.431	-0.056
1595.819	-0.043
1597.207	-0.021
1598.594	-0.046
1599.982	-0.041
1601.37	-0.031
1602.757	-0.038
1604.145	-0.029
1605.533	-0.038
1606.92	-0.061
1608.308	-0.057
1609.696	-0.048
1611.083	-0.049
1612.471	-0.046
1613.859	-0.045
1615.246	-0.065
1616.634	-0.056
1618.022	-0.033
1619.409	-0.051
1620.797	-0.047
1622.185	-0.041
1623.572	-0.05
1624.96	-0.048
1626.348	-0.047
1627.735	-0.046
1629.123	-0.045
1630.511	-0.056
1631.898	-0.041
1633.286	-0.032
1634.674	-0.053
1636.061	-0.038
1637.449	-0.052
1638.837	-0.054
1640.224	-0.018
1641.612	-0.021
1643	-0.04
1644.387	-0.05
1645.775	-0.052
1647.163	-0.052
1648.55	-0.052
1649.938	-0.049
1651.326	-0.047
1652.713	-0.054
1654.101	-0.063
1655.489	-0.059
1656.876	-0.059
1658.264	-0.064
1659.652	-0.052
1661.039	-0.053
1662.427	-0.054
1663.815	-0.054
1665.202	-0.047
1666.59	-0.043
1667.978	-0.047
1669.365	-0.05
1670.753	-0.054
1672.141	-0.051
1673.528	-0.069
1674.916	-0.052
1676.304	-0.049
1677.691	-0.065
1679.079	-0.059
1680.467	-0.061
1681.854	-0.067
1683.242	-0.062
1684.63	-0.067
1686.017	-0.048
1687.405	-0.035
1688.793	-0.076
1690.18	-0.054
1691.568	-0.042
1692.956	-0.067
1694.343	-0.057
1695.731	-0.051
1697.119	-0.043
1698.506	-0.02
1699.894	-0.026
1701.282	-0.037
1702.669	-0.043
1704.057	-0.039
1705.445	-0.049
1706.832	-0.05
1708.22	-0.03
1709.608	-0.043
1710.995	-0.054
1712.383	-0.041
1713.771	-0.054
1715.158	-0.065
1716.546	-0.047
1717.934	-0.037
1719.321	-0.055
1720.709	-0.067
1722.097	-0.068
1723.484	-0.059
1724.872	-0.048
1726.26	-0.067
1727.647	-0.078
1729.035	-0.075
