X	Z
0.16795	0.221
0.16933	0.107
0.17072	-0.037
0.17211	0.049
0.1735	0.313
0.17489	0.381
0.17627	0.208
0.17766	0.034
0.17905	0.114
0.18044	0.261
0.18183	0.159
0.18321	0.115
0.1846	0.11
0.18599	0.197
0.18738	0.266
0.18877	0.068
0.19015	0.001
0.19154	0.15
0.19293	0.153
0.19432	0.015
0.19571	0.019
0.19709	0.078
0.19848	0.079
0.19987	0.162
0.20126	0.397
0.20265	0.516
0.20403	0.397
0.20542	0.282
0.20681	0.088
0.2082	0.01
0.20959	0.108
0.21097	0.132
0.21236	0.117
0.21375	0.055
0.21514	-0.011
0.21653	-0.008
0.21791	-0.025
0.2193	0.058
0.22069	0.077
0.22208	0.096
0.22347	0.217
0.22485	0.266
0.22624	0.289
0.22763	0.155
0.22902	0.068
0.23041	0.084
0.23179	0.05
0.23318	0.105
0.23457	0.132
0.23596	0.072
0.23735	0.15
0.23873	0.129
0.24012	0.073
0.24151	0.062
0.2429	0.079
0.24429	0.036
0.24567	0.002
0.24706	0.095
0.24845	0.19
0.24984	0.178
0.25123	0.092
0.25261	0.085
0.254	0.117
0.25539	0.109
0.25678	0.125
0.25817	0.143
0.25955	0.098
0.26094	0.034
0.26233	0.082
0.26372	0.094
0.26511	0.054
0.26649	0.09
0.26788	0.135
0.26927	0.057
0.27066	0.222
0.27205	0.359
0.27343	0.3
0.27482	0.285
0.27621	0.223
0.2776	0.117
0.27899	-0.006
0.28037	-0.014
0.28176	0.066
0.28315	0.064
0.28454	0.135
0.28593	0.269
0.28731	0.272
0.2887	0.239
0.29009	0.23
0.29148	0.119
0.29287	0.073
0.29425	0.117
0.29564	0.05
0.29703	0.073
0.29842	0.167
0.29981	0.232
0.30119	0.152
0.30258	0.094
0.30397	0.065
0.30536	0.092
0.30675	0.228
0.30813	0.302
0.30952	0.152
0.31091	0.076
0.3123	0.081
0.31369	0.04
0.31507	0.075
0.31646	0.108
0.31785	0.032
0.31924	0.065
0.32062	0.068
0.32201	0.049
0.3234	0.068
0.32479	0.071
0.32618	0.014
0.32756	0.082
0.32895	0.111
0.33034	0.049
0.33173	0.096
0.33312	0.076
0.3345	0
0.33589	-0.047
0.33728	0
0.33867	0.066
0.34006	0.039
0.34144	0.024
0.34283	0.031
0.34422	0.029
0.34561	0.017
0.347	0.056
0.34838	0.057
0.34977	0.034
0.35116	0.038
0.35255	0.023
0.35394	0.087
0.35532	0.067
0.35671	0.031
0.3581	0.029
0.35949	0.018
0.36088	0.04
0.36226	-0.001
0.36365	-0.017
0.36504	0.007
0.36643	0.024
0.36782	0.017
0.3692	0.019
0.37059	0.033
0.37198	0.016
0.37337	0.028
0.37476	0.039
0.37614	0.022
0.37753	0.166
0.37892	0.046
0.38031	0.093
0.3817	0.056
0.38308	0.048
0.38447	0.159
0.38586	0.11
0.38725	0.018
0.38864	-0.023
0.39002	-0.028
0.39141	-0.014
0.3928	-0.028
0.39419	-0.029
0.39558	-0.025
0.39696	-0.026
0.39835	-0.039
0.39974	-0.006
0.40113	-0.027
0.40252	-0.045
0.4039	-0.027
0.40529	-0.037
0.40668	-0.037
0.40807	-0.046
0.40946	-0.009
0.41084	-0.006
0.41223	0.002
0.41362	-0.097
0.41501	-0.06
0.4164	-0.042
0.41778	-0.048
0.41917	-0.051
0.42056	-0.049
0.42195	-0.047
0.42334	-0.041
0.42472	-0.051
0.42611	-0.048
0.4275	-0.079
0.42889	-0.071
0.43028	-0.065
0.43166	-0.077
0.43305	-0.04
0.43444	-0.05
0.43583	-0.069
0.43722	-0.064
0.4386	-0.061
0.43999	-0.068
0.44138	-0.063
0.44277	-0.066
0.44416	-0.065
0.44554	-0.042
0.44693	-0.03
0.44832	-0.054
0.44971	-0.06
0.4511	-0.06
0.45248	-0.025
0.45387	-0.037
0.45526	-0.056
0.45665	-0.054
0.45804	-0.009
0.45942	-0.018
0.46081	-0.047
0.4622	-0.039
0.46359	-0.056
0.46498	-0.061
0.46636	-0.047
0.46775	-0.043
0.46914	-0.051
0.47053	-0.035
0.47192	-0.044
0.4733	-0.055
0.47469	-0.061
0.47608	-0.061
0.47747	-0.055
0.47886	-0.055
0.48024	-0.06
0.48163	-0.052
0.48302	-0.076
0.48441	-0.063
0.4858	-0.049
0.48718	-0.054
0.48857	-0.065
0.48996	-0.07
0.49135	-0.069
0.49274	-0.065
0.49412	-0.064
0.49551	-0.066
0.4969	-0.073
0.49829	-0.079
0.49967	-0.063
0.50106	-0.069
0.50245	-0.077
0.50384	-0.085
0.50523	-0.076
0.50661	-0.046
0.508	-0.063
0.50939	-0.093
0.51078	-0.07
0.51217	-0.053
0.51355	-0.076
0.51494	-0.066
0.51633	-0.076
0.51772	-0.079
0.51911	-0.06
0.52049	-0.07
0.52188	-0.08
0.52327	-0.066
0.52466	-0.057
0.52605	-0.074
0.52743	-0.079
0.52882	-0.068
0.53021	-0.06
0.5316	-0.059
0.53299	-0.041
0.53437	-0.06
0.53576	-0.068
0.53715	-0.08
0.53854	-0.075
0.53993	-0.053
0.54131	-0.068
0.5427	-0.073
0.54409	-0.076
0.54548	-0.07
0.54687	-0.078
0.54825	-0.08
0.54964	-0.079
0.55103	-0.082
0.55242	-0.085
0.55381	-0.088
0.55519	-0.08
0.55658	-0.078
0.55797	-0.08
0.55936	-0.076
0.56075	-0.078
0.56213	-0.082
0.56352	-0.082
0.56491	-0.094
0.5663	-0.087
0.56769	-0.087
0.56907	-0.104
0.57046	-0.095
0.57185	-0.046
0.57324	-0.066
0.57463	-0.073
0.57601	-0.073
0.5774	-0.074
0.57879	-0.068
0.58018	-0.082
0.58157	-0.077
0.58295	-0.055
0.58434	-0.053
0.58573	-0.056
0.58712	-0.051
0.58851	-0.055
0.58989	-0.071
0.59128	-0.071
0.59267	-0.059
0.59406	-0.067
0.59545	-0.068
0.59683	-0.075
0.59822	-0.067
0.59961	-0.054
0.601	-0.068
0.60239	-0.047
0.60377	-0.059
0.60516	-0.082
0.60655	-0.042
0.60794	-0.06
0.60933	-0.085
0.61071	-0.067
0.6121	-0.069
0.61349	-0.074
0.61488	-0.069
0.61627	-0.054
0.61765	-0.056
0.61904	-0.054
0.62043	-0.067
0.62182	-0.072
0.62321	-0.036
0.62459	-0.038
0.62598	-0.052
0.62737	-0.052
0.62876	-0.041
0.63015	-0.04
0.63153	-0.057
0.63292	-0.042
0.63431	-0.062
0.6357	-0.051
0.63709	-0.061
0.63847	-0.05
0.63986	-0.051
0.64125	-0.048
0.64264	-0.05
0.64403	-0.049
0.64541	-0.056
0.6468	-0.051
0.64819	-0.054
0.64958	-0.064
0.65097	-0.029
0.65235	-0.035
0.65374	-0.062
0.65513	-0.067
0.65652	-0.06
0.65791	-0.022
0.65929	-0.034
0.66068	-0.053
0.66207	-0.049
0.66346	-0.051
0.66485	-0.067
0.66623	-0.04
0.66762	-0.046
0.66901	-0.046
0.6704	-0.054
0.67179	-0.041
0.67317	-0.039
0.67456	-0.033
0.67595	-0.041
0.67734	-0.043
0.67873	-0.048
0.68011	-0.04
0.6815	-0.048
0.68289	-0.059
0.68428	-0.049
0.68566	-0.053
0.68705	-0.042
0.68844	-0.017
0.68983	-0.043
0.69122	-0.048
0.6926	-0.034
0.69399	-0.028
0.69538	-0.029
0.69677	-0.041
0.69816	-0.026
0.69954	-0.018
0.70093	-0.032
0.70232	-0.026
0.70371	-0.043
0.7051	-0.039
0.70648	-0.049
0.70787	-0.059
0.70926	-0.059
0.71065	-0.066
0.71204	-0.068
0.71342	-0.045
0.71481	-0.033
0.7162	-0.02
0.71759	-0.05
0.71898	-0.046
0.72036	-0.036
0.72175	-0.049
0.72314	-0.037
0.72453	-0.045
0.72592	-0.025
0.7273	-0.034
0.72869	-0.033
0.73008	-0.041
0.73147	-0.031
0.73286	-0.041
0.73424	-0.048
0.73563	-0.033
0.73702	-0.038
0.73841	-0.053
0.7398	-0.036
0.74118	-0.025
0.74257	-0.058
0.74396	-0.043
0.74535	-0.039
0.74674	-0.014
0.74812	-0.06
0.74951	-0.061
0.7509	-0.052
0.75229	-0.048
0.75368	-0.052
0.75506	-0.061
0.75645	-0.038
0.75784	-0.035
0.75923	-0.052
0.76062	-0.049
0.762	-0.045
0.76339	-0.024
0.76478	-0.051
0.76617	-0.057
0.76756	-0.053
0.76894	-0.051
0.77033	-0.042
0.77172	-0.042
0.77311	-0.033
0.7745	-0.071
0.77588	-0.042
0.77727	-0.051
0.77866	-0.031
0.78005	-0.041
0.78144	-0.06
0.78282	-0.057
0.78421	-0.055
0.7856	-0.059
0.78699	-0.057
0.78838	-0.05
0.78976	-0.046
0.79115	-0.054
0.79254	-0.043
0.79393	-0.059
0.79532	-0.057
0.7967	-0.049
0.79809	-0.071
0.79948	-0.056
0.80087	-0.07
0.80226	-0.07
0.80364	-0.038
0.80503	-0.05
0.80642	-0.084
0.80781	-0.084
0.8092	-0.035
0.81058	-0.059
0.81197	-0.042
0.81336	-0.072
0.81475	-0.043
0.81614	-0.015
0.81752	-0.048
0.81891	-0.075
0.8203	-0.043
0.82169	0.007
0.82308	-0.044
0.82446	-0.062
0.82585	-0.095
0.82724	-0.018
0.82863	-0.045
0.83002	-0.071
0.8314	-0.026
0.83279	0.017
0.83418	-0.001
0.83557	-0.002
0.83696	-0.047
0.83834	-0.047
0.83973	-0.039
0.84112	-0.037
0.84251	0.029
0.8439	-0.026
0.84528	-0.055
0.84667	-0.074
0.84806	-0.061
0.84945	-0.051
0.85084	-0.002
0.85222	-0.055
0.85361	-0.062
0.855	0.002
0.85639	-0.032
0.85778	-0.066
0.85916	-0.016
0.86055	-0.06
0.86194	-0.042
0.86333	0.005
0.86471	-0.049
0.8661	-0.033
0.86749	-0.054
0.86888	-0.024
0.87027	-0.068
0.87165	-0.045
0.87304	-0.084
0.87443	-0.018
0.87582	-0.041
0.87721	-0.032
0.87859	-0.052
0.87998	-0.042
0.88137	-0.047
0.88276	-0.036
0.88415	-0.01
0.88553	-0.047
0.88692	-0.042
0.88831	-0.05
0.8897	-0.033
0.89109	-0.039
0.89247	-0.05
0.89386	-0.046
0.89525	-0.052
0.89664	-0.042
0.89803	-0.056
0.89941	-0.042
0.9008	-0.04
0.90219	-0.029
0.90358	-0.05
0.90497	-0.068
0.90635	-0.058
0.90774	-0.032
0.90913	-0.059
0.91052	-0.057
0.91191	-0.036
0.91329	-0.05
0.91468	-0.058
0.91607	-0.039
0.91746	-0.057
0.91885	-0.045
0.92023	-0.067
0.92162	-0.051
0.92301	-0.043
0.9244	-0.05
0.92579	-0.059
0.92717	-0.057
0.92856	-0.075
0.92995	-0.05
0.93134	-0.055
0.93273	-0.077
0.93411	-0.06
0.9355	-0.088
0.93689	-0.048
0.93828	-0.053
0.93967	-0.064
0.94105	-0.066
0.94244	-0.083
0.94383	-0.067
0.94522	-0.076
0.94661	-0.047
0.94799	-0.065
0.94938	-0.089
0.95077	-0.065
0.95216	-0.071
0.95355	-0.071
0.95493	-0.056
0.95632	-0.074
0.95771	-0.067
0.9591	-0.075
0.96049	-0.081
0.96187	-0.065
0.96326	-0.065
0.96465	-0.066
0.96604	-0.057
0.96743	-0.063
0.96881	-0.067
0.9702	-0.064
0.97159	-0.063
0.97298	-0.068
0.97437	-0.05
0.97575	-0.059
0.97714	-0.046
0.97853	-0.066
0.97992	-0.054
0.98131	-0.056
0.98269	-0.043
0.98408	-0.052
0.98547	-0.045
0.98686	-0.055
0.98825	-0.073
0.98963	-0.073
0.99102	-0.055
0.99241	-0.073
0.9938	-0.07
0.99519	-0.074
0.99657	-0.051
0.99796	-0.07
0.99935	-0.093
1.00074	-0.068
1.00213	-0.068
1.00351	-0.084
1.0049	-0.084
1.00629	-0.073
1.00768	-0.066
1.00907	-0.089
1.01045	-0.089
1.01184	-0.074
1.01323	-0.083
1.01462	-0.062
1.01601	-0.076
1.01739	-0.081
1.01878	-0.078
1.02017	-0.054
1.02156	-0.058
1.02295	-0.059
1.02433	-0.062
1.02572	-0.057
1.02711	-0.051
1.0285	-0.048
1.02989	0.017
1.03127	-0.038
1.03266	-0.039
1.03405	-0.037
1.03544	-0.036
1.03683	-0.051
1.03821	-0.04
1.0396	-0.054
1.04099	-0.054
1.04238	-0.069
1.04376	-0.077
1.04515	-0.057
1.04654	-0.074
1.04793	-0.068
1.04932	-0.068
1.0507	-0.068
1.05209	-0.054
1.05348	-0.039
1.05487	-0.062
1.05626	-0.055
1.05764	-0.04
1.05903	-0.053
1.06042	-0.066
1.06181	-0.052
1.0632	-0.04
1.06458	-0.035
1.06597	-0.058
1.06736	-0.051
1.06875	-0.037
1.07014	-0.024
1.07152	-0.033
1.07291	-0.046
1.0743	-0.043
1.07569	-0.053
1.07708	-0.049
1.07846	-0.03
1.07985	-0.025
1.08124	-0.028
1.08263	-0.022
1.08402	-0.039
1.0854	-0.034
1.08679	-0.027
1.08818	-0.031
1.08957	-0.037
1.09096	-0.038
1.09234	-0.037
1.09373	-0.03
1.09512	-0.037
1.09651	-0.038
1.0979	-0.03
1.09928	-0.032
1.10067	-0.027
1.10206	-0.021
1.10345	-0.008
1.10484	-0.041
1.10622	-0.029
1.10761	-0.036
1.109	-0.006
1.11039	-0.044
1.11178	-0.005
1.11316	-0.009
1.11455	-0.052
1.11594	-0.035
1.11733	-0.031
1.11872	-0.042
1.1201	-0.05
1.12149	-0.008
1.12288	-0.012
1.12427	-0.002
1.12566	-0.015
1.12704	-0.036
1.12843	-0.01
1.12982	0.04
1.13121	-0.004
1.1326	-0.016
1.13398	-0.004
1.13537	0.009
1.13676	-0.002
1.13815	-0.016
1.13954	-0.002
1.14092	-0.016
1.14231	0.004
1.1437	0
1.14509	-0.021
1.14648	-0.011
1.14786	-0.01
1.14925	-0.014
1.15064	0
1.15203	-0.028
1.15342	0.002
1.1548	-0.011
1.15619	-0.007
1.15758	-0.017
1.15897	-0.026
1.16036	0.008
1.16174	-0.007
1.16313	0.011
1.16452	-0.003
1.16591	-0.009
1.1673	0.006
1.16868	0
1.17007	0.084
1.17146	0.017
1.17285	0.029
1.17424	0.02
1.17562	0.029
1.17701	0.073
1.1784	0.051
1.17979	0.027
1.18118	0.062
1.18256	0.034
1.18395	-0.019
1.18534	0.06
1.18673	0.012
1.18812	0.074
1.1895	0.054
1.19089	0.103
1.19228	0.098
1.19367	0.055
1.19506	0.033
1.19644	0.045
1.19783	0.047
1.19922	0.066
1.20061	0.053
1.202	0.059
1.20338	0.063
1.20477	0.152
1.20616	0.008
1.20755	0.055
1.20894	0.004
1.21032	0.09
1.21171	0.12
1.2131	0.028
1.21449	0.063
1.21588	0.146
1.21726	0.126
1.21865	0.058
1.22004	0.119
1.22143	0.053
1.22282	0.091
1.2242	0.132
1.22559	0.058
1.22698	0.045
1.22837	0.062
1.22975	0.006
1.23114	0.014
1.23253	0.017
1.23392	-0.047
1.23531	0.051
1.23669	0.028
1.23808	0.037
1.23947	0.103
1.24086	0.18
1.24225	0.052
1.24363	0.006
1.24502	-0.089
1.24641	0.063
1.2478	-0.019
1.24919	0.07
1.25057	0.043
1.25196	-0.038
1.25335	0.227
1.25474	0.166
1.25613	0.18
1.25751	0.109
1.2589	-0.106
1.26029	0.217
1.26168	0.074
1.26307	0.113
1.26445	0.026
1.26584	-0.004
1.26723	0.073
1.26862	0.019
1.27001	0.049
1.27139	0.142
1.27278	0.015
1.27417	0.055
1.27556	0.03
1.27695	-0.023
1.27833	0.008
1.27972	0.053
1.28111	-0.046
1.2825	0.068
1.28389	0.35
1.28527	0.168
1.28666	0.243
1.28805	0.344
1.28944	0.124
1.29083	0.004
1.29221	0.021
1.2936	-0.07
1.29499	-0.026
1.29638	0.088
1.29777	-0.019
1.29915	0.028
1.30054	0.29
1.30193	0.267
1.30332	0.127
1.30471	0.113
1.30609	0.058
1.30748	-0.078
1.30887	0.097
1.31026	0.043
1.31165	0.118
1.31303	0.181
1.31442	-0.037
1.31581	0.048
1.3172	0.054
1.31859	0.134
1.31997	0.057
1.32136	0.092
1.32275	0.101
1.32414	0.07
1.32553	0.071
1.32691	0.042
1.3283	0.101
1.32969	0.098
1.33108	0.11
1.33247	0.079
1.33385	0.095
1.33524	0.057
1.33663	0.185
1.33802	0.317
1.33941	0.014
1.34079	0.048
1.34218	0.186
1.34357	0.109
1.34496	0.084
1.34635	0.06
1.34773	0.061
1.34912	0.055
1.35051	0.023
1.3519	0.006
1.35329	-0.103
1.35467	-0.104
1.35606	-0.117
1.35745	0.074
1.35884	-0.046
1.36023	0.105
1.36161	0.066
1.363	-0.011
1.36439	-0.057
1.36578	-0.044
1.36717	0.23
1.36855	0.167
1.36994	-0.047
1.37133	0.042
1.37272	0.248
1.37411	0.046
1.37549	0.172
1.37688	0.044
1.37827	0.212
1.37966	-0.056
1.38105	0.055
1.38243	-0.099
1.38382	0.049
1.38521	-0.089
1.3866	0.127
1.38799	-0.031
1.38937	0.191
1.39076	-0.029
1.39215	0.023
1.39354	0.133
1.39493	0.108
1.39631	0.016
1.3977	0.046
1.39909	0.052
1.40048	0.123
1.40187	0.1
1.40325	0.042
1.40464	0.065
1.40603	0.055
1.40742	0.028
1.4088	0.048
1.41019	0.017
1.41158	0.132
1.41297	0.123
1.41436	-0.01
1.41574	-0.051
1.41713	-0.039
1.41852	0.076
1.41991	0.108
1.4213	0.141
1.42268	0.068
1.42407	0.192
1.42546	0.072
1.42685	0.033
1.42824	0.135
1.42962	0.136
1.43101	-0.045
1.4324	0.083
1.43379	0.083
1.43518	0.083
1.43656	0.07
1.43795	-0.045
1.43934	0.034
1.44073	0.008
1.44212	0.107
1.4435	0.076
1.44489	0.059
1.44628	0.042
1.44767	0.073
1.44906	0.021
1.45044	0.122
1.45183	0.054
1.45322	-0.007
1.45461	0.013
1.456	-0.046
1.45738	0.019
1.45877	0.016
1.46016	0.048
1.46155	0.01
1.46294	0.021
1.46432	0.036
1.46571	0.007
1.4671	-0.016
1.46849	0.013
1.46988	0.059
1.47126	0.004
1.47265	-0.002
1.47404	-0.001
1.47543	-0.015
1.47682	-0.03
1.4782	-0.071
1.47959	-0.067
1.48098	-0.059
1.48237	-0.067
1.48376	-0.072
1.48514	-0.093
1.48653	-0.069
1.48792	-0.072
1.48931	-0.05
1.4907	-0.071
1.49208	-0.04
1.49347	-0.059
1.49486	-0.062
1.49625	-0.063
1.49764	-0.058
1.49902	-0.063
1.50041	-0.089
1.5018	-0.066
1.50319	-0.07
1.50458	-0.057
1.50596	-0.037
1.50735	-0.086
1.50874	-0.078
1.51013	-0.062
1.51152	-0.087
1.5129	-0.054
1.51429	-0.075
1.51568	-0.053
1.51707	-0.036
1.51846	-0.061
1.51984	-0.04
1.52123	-0.043
1.52262	-0.04
1.52401	-0.034
1.5254	-0.035
1.52678	-0.059
1.52817	-0.071
1.52956	-0.04
1.53095	-0.036
1.53234	-0.048
1.53372	-0.064
1.53511	-0.07
1.5365	-0.044
1.53789	-0.049
1.53928	-0.036
1.54066	-0.046
1.54205	-0.05
1.54344	-0.05
1.54483	-0.041
1.54622	-0.024
1.5476	-0.038
1.54899	-0.034
1.55038	-0.036
1.55177	-0.039
1.55316	-0.053
1.55454	-0.04
1.55593	-0.056
1.55732	-0.081
1.55871	-0.073
1.5601	-0.058
1.56148	-0.052
1.56287	-0.057
1.56426	-0.05
1.56565	-0.035
1.56704	-0.031
1.56842	-0.061
1.56981	-0.061
1.5712	-0.053
1.57259	-0.06
1.57398	-0.03
1.57536	-0.032
1.57675	-0.047
1.57814	-0.055
1.57953	-0.052
1.58092	-0.051
1.5823	-0.058
1.58369	-0.055
1.58508	-0.057
1.58647	-0.061
1.58785	-0.048
1.58924	-0.066
1.59063	-0.058
1.59202	-0.04
1.59341	-0.055
1.59479	-0.047
1.59618	-0.052
1.59757	-0.037
1.59896	-0.024
1.60035	-0.066
1.60173	-0.017
1.60312	-0.035
1.60451	-0.038
1.6059	-0.027
1.60729	-0.034
1.60867	-0.057
1.61006	-0.064
1.61145	-0.06
1.61284	-0.056
1.61423	-0.039
1.61561	-0.04
1.617	-0.08
1.61839	-0.031
1.61978	-0.053
1.62117	-0.036
1.62255	-0.047
1.62394	-0.032
1.62533	-0.03
1.62672	-0.064
1.62811	-0.047
1.62949	-0.06
1.63088	-0.043
1.63227	-0.058
1.63366	-0.045
1.63505	-0.054
1.63643	-0.067
1.63782	-0.03
1.63921	-0.061
1.6406	-0.046
1.64199	-0.035
1.64337	-0.037
1.64476	-0.043
1.64615	-0.055
1.64754	-0.05
1.64893	-0.045
1.65031	-0.031
1.6517	-0.04
1.65309	-0.044
1.65448	-0.062
1.65587	-0.059
1.65725	-0.056
1.65864	-0.066
1.66003	-0.038
1.66142	-0.035
1.66281	-0.061
1.66419	-0.033
1.66558	-0.045
1.66697	-0.031
1.66836	-0.038
1.66975	-0.051
1.67113	-0.036
1.67252	-0.016
1.67391	-0.042
1.6753	-0.065
1.67669	-0.031
1.67807	-0.035
1.67946	-0.034
1.68085	-0.071
1.68224	-0.052
1.68363	-0.071
1.68501	-0.055
1.6864	-0.046
1.68779	-0.039
1.68918	-0.088
