X	Z
195.732	0.095
197.12	0.09
198.508	0.074
199.896	0.073
201.285	0.093
202.673	0.074
204.061	0.048
205.449	0.056
206.837	0.071
208.225	0.107
209.614	0.093
211.002	0.062
212.39	0.024
213.778	0.042
215.166	0.06
216.554	0.065
217.943	0.086
219.331	0.059
220.719	0.067
222.107	0.072
223.495	0.076
224.884	0.057
226.272	0.057
227.66	0.081
229.048	0.056
230.436	0.072
231.824	0.091
233.213	0.112
234.601	0.079
235.989	0.076
237.377	0.091
238.765	0.103
240.153	0.099
241.542	0.094
242.93	0.087
244.318	0.063
245.706	0.085
247.094	0.083
248.482	0.067
249.871	0.061
251.259	0.038
252.647	0.071
254.035	0.104
255.423	0.081
256.811	0.072
258.2	0.073
259.588	0.044
260.976	0.034
262.364	0.082
263.752	0.08
265.14	0.073
266.529	0.071
267.917	0.089
269.305	0.087
270.693	0.088
272.081	0.087
273.469	0.075
274.858	0.083
276.246	0.07
277.634	0.066
279.022	0.065
280.41	0.07
281.798	0.08
283.187	0.064
284.575	0.055
285.963	0.048
287.351	0.04
288.739	0.048
290.128	0.037
291.516	0.065
292.904	0.038
294.292	0.055
295.68	0.095
297.068	0.051
298.457	0.041
299.845	0.112
301.233	0.09
302.621	0.081
304.009	0.047
305.397	0.038
306.786	0.058
308.174	0.045
309.562	0.034
310.95	0.039
312.338	0.041
313.726	0.037
315.115	0.029
316.503	0.025
317.891	-0.006
319.279	0.03
320.667	0.059
322.055	0.025
323.444	0.014
324.832	-0.001
326.22	0.016
327.608	0.023
328.996	0.015
330.384	0.004
331.773	0.013
333.161	0.027
334.549	0.025
335.937	-0.001
337.325	0.011
338.713	0.026
340.102	-0.02
341.49	-0.012
342.878	0.003
344.266	-0.017
345.654	-0.004
347.042	0.012
348.431	0.013
349.819	0.005
351.207	0.006
352.595	-0.004
353.983	0.005
355.371	0.018
356.76	0.013
358.148	0.013
359.536	-0.004
360.924	0.016
362.312	0.018
363.701	0.002
365.089	0.008
366.477	0.003
367.865	0.003
369.253	-0.009
370.641	-0.016
372.03	-0.028
373.418	-0.017
374.806	-0.018
376.194	-0.019
377.582	-0.02
378.97	-0.028
380.359	-0.045
381.747	-0.05
383.135	-0.053
384.523	-0.038
385.911	-0.04
387.299	-0.054
388.688	-0.061
390.076	-0.045
391.464	-0.055
392.852	-0.043
394.24	-0.034
395.628	-0.021
397.017	-0.026
398.405	-0.029
399.793	-0.025
401.181	-0.046
402.569	-0.035
403.957	-0.025
405.346	-0.044
406.734	-0.024
408.122	-0.017
409.51	-0.027
410.898	-0.035
412.286	-0.048
413.675	-0.043
415.063	-0.011
416.451	-0.005
417.839	0
419.227	-0.024
420.615	-0.047
422.004	-0.034
423.392	-0.035
424.78	-0.04
426.168	-0.041
427.556	-0.033
428.944	-0.041
430.333	-0.041
431.721	-0.029
433.109	-0.03
434.497	-0.03
435.885	-0.037
437.274	-0.044
438.662	-0.038
440.05	-0.033
441.438	-0.043
442.826	-0.045
444.214	-0.051
445.603	-0.03
446.991	-0.039
448.379	-0.042
449.767	-0.041
451.155	-0.052
452.543	-0.048
453.932	-0.041
455.32	-0.045
456.708	-0.037
458.096	-0.038
459.484	-0.039
460.872	-0.053
462.261	-0.054
463.649	-0.03
465.037	-0.024
466.425	-0.04
467.813	-0.051
469.201	-0.039
470.59	-0.05
471.978	-0.041
473.366	-0.049
474.754	-0.051
476.142	-0.047
477.53	-0.04
478.919	-0.048
480.307	-0.038
481.695	-0.034
483.083	-0.048
484.471	-0.046
485.859	-0.041
487.248	-0.045
488.636	-0.032
490.024	-0.023
491.412	-0.04
492.8	-0.051
494.188	-0.053
495.577	-0.071
496.965	-0.037
498.353	-0.043
499.741	-0.078
501.129	-0.07
502.517	-0.039
503.906	-0.043
505.294	-0.054
506.682	-0.067
508.07	-0.054
509.458	-0.041
510.847	-0.038
512.235	-0.067
513.623	-0.045
515.011	-0.038
516.399	-0.061
517.787	-0.055
519.176	-0.034
520.564	-0.038
521.952	-0.035
523.34	-0.042
524.728	-0.046
526.116	-0.034
527.505	-0.05
528.893	-0.057
530.281	-0.044
531.669	-0.039
533.057	-0.031
534.445	-0.041
535.834	-0.05
537.222	-0.046
538.61	-0.053
539.998	-0.05
541.386	-0.035
542.774	-0.068
544.163	-0.042
545.551	-0.034
546.939	-0.05
548.327	-0.042
549.715	-0.045
551.103	-0.033
552.492	-0.032
553.88	-0.04
555.268	-0.05
556.656	-0.056
558.044	-0.037
559.432	-0.06
560.821	-0.044
562.209	-0.051
563.597	-0.054
564.985	-0.023
566.373	-0.026
567.761	-0.036
569.15	-0.049
570.538	-0.034
571.926	-0.023
573.314	-0.026
574.702	-0.029
576.09	-0.039
577.479	-0.027
578.867	-0.041
580.255	-0.043
581.643	-0.023
583.031	-0.037
584.42	-0.047
585.808	-0.028
587.196	-0.03
588.584	-0.034
589.972	-0.029
591.36	-0.033
592.749	-0.045
594.137	-0.033
595.525	-0.033
596.913	-0.036
598.301	-0.027
599.689	-0.046
601.078	-0.044
602.466	-0.023
603.854	-0.044
605.242	-0.047
606.63	-0.04
608.018	-0.024
609.407	-0.022
610.795	-0.036
612.183	-0.043
613.571	-0.036
614.959	-0.035
616.347	-0.046
617.736	-0.041
619.124	-0.028
620.512	-0.027
621.9	-0.035
623.288	-0.027
624.676	-0.019
626.065	-0.039
627.453	-0.03
628.841	-0.023
630.229	-0.023
631.617	-0.026
633.005	-0.033
634.394	-0.039
635.782	-0.033
637.17	-0.035
638.558	-0.013
639.946	-0.029
641.334	-0.034
642.723	-0.037
644.111	-0.039
645.499	-0.028
646.887	-0.052
648.275	-0.043
649.663	-0.017
651.052	-0.034
652.44	-0.029
653.828	-0.033
655.216	-0.03
656.604	-0.032
657.993	-0.034
659.381	-0.025
660.769	-0.032
662.157	-0.028
663.545	-0.02
664.933	-0.017
666.322	-0.025
667.71	-0.034
669.098	-0.036
670.486	-0.024
671.874	-0.014
673.262	-0.024
674.651	-0.018
676.039	-0.026
677.427	-0.02
678.815	-0.028
680.203	-0.033
681.591	-0.034
682.98	-0.023
684.368	-0.001
685.756	-0.022
687.144	-0.028
688.532	-0.033
689.92	-0.01
691.309	-0.009
692.697	-0.009
694.085	-0.024
695.473	-0.021
696.861	-0.033
698.249	-0.027
699.638	-0.018
701.026	-0.027
702.414	-0.04
703.802	-0.019
705.19	-0.013
706.578	-0.018
707.967	0.004
709.355	-0.015
710.743	-0.042
712.131	-0.044
713.519	-0.024
714.907	-0.017
716.296	-0.027
717.684	-0.035
719.072	-0.034
720.46	-0.037
721.848	-0.044
723.237	-0.031
724.625	-0.016
726.013	-0.041
727.401	-0.034
728.789	-0.032
730.177	-0.028
731.566	-0.032
732.954	-0.041
734.342	-0.031
735.73	-0.038
737.118	-0.027
738.506	-0.031
739.895	-0.028
741.283	-0.008
742.671	-0.026
744.059	-0.026
745.447	-0.024
746.835	-0.022
748.224	-0.036
749.612	-0.02
751	-0.015
752.388	-0.009
753.776	-0.019
755.164	-0.032
756.553	-0.023
757.941	-0.012
759.329	-0.038
760.717	-0.036
762.105	-0.026
763.493	-0.026
764.882	-0.04
766.27	-0.034
767.658	-0.048
769.046	-0.053
770.434	-0.045
771.822	-0.055
773.211	-0.047
774.599	-0.036
775.987	-0.063
777.375	-0.04
778.763	-0.056
780.151	-0.051
781.54	-0.046
782.928	-0.053
784.316	-0.051
785.704	-0.032
787.092	-0.043
788.48	-0.038
789.869	-0.035
791.257	-0.051
792.645	-0.038
794.033	-0.062
795.421	-0.057
796.81	-0.039
798.198	-0.037
799.586	-0.051
800.974	-0.042
802.362	-0.027
803.75	-0.033
805.139	-0.046
806.527	-0.052
807.915	-0.051
809.303	-0.051
810.691	-0.065
812.079	-0.064
813.468	-0.066
814.856	-0.07
816.244	-0.059
817.632	-0.031
819.02	-0.07
820.408	-0.056
821.797	-0.064
823.185	-0.057
824.573	-0.053
825.961	-0.073
827.349	-0.034
828.737	-0.06
830.126	-0.074
831.514	-0.041
832.902	-0.047
834.29	-0.04
835.678	-0.035
837.066	-0.034
838.455	-0.03
839.843	-0.057
841.231	-0.046
842.619	-0.053
844.007	-0.057
845.395	-0.057
846.784	-0.058
848.172	-0.071
849.56	-0.049
850.948	-0.058
852.336	-0.052
853.724	-0.056
855.113	-0.065
856.501	-0.062
857.889	-0.058
859.277	-0.054
860.665	-0.053
862.053	-0.041
863.442	-0.042
864.83	-0.044
866.218	-0.053
867.606	-0.055
868.994	-0.043
870.383	-0.043
871.771	-0.051
873.159	-0.059
874.547	-0.055
875.935	-0.048
877.323	-0.04
878.712	-0.065
880.1	-0.016
881.488	-0.042
882.876	-0.058
884.264	-0.051
885.652	-0.035
887.041	-0.052
888.429	-0.051
889.817	-0.035
891.205	-0.05
892.593	-0.028
893.981	-0.045
895.37	-0.049
896.758	-0.048
898.146	-0.036
899.534	-0.03
900.922	-0.029
902.31	-0.052
903.699	-0.048
905.087	-0.042
906.475	-0.073
907.863	-0.05
909.251	-0.036
910.639	-0.073
912.028	-0.058
913.416	-0.054
914.804	-0.057
916.192	-0.045
917.58	-0.041
918.968	-0.051
920.357	-0.053
921.745	-0.067
923.133	-0.037
924.521	-0.038
925.909	-0.048
927.297	-0.056
928.686	-0.055
930.074	-0.05
931.462	-0.059
932.85	-0.053
934.238	-0.039
935.626	-0.049
937.015	-0.048
938.403	-0.032
939.791	-0.068
941.179	-0.06
942.567	-0.054
943.956	-0.052
945.344	-0.058
946.732	-0.054
948.12	-0.052
949.508	-0.057
950.896	-0.055
952.285	-0.074
953.673	-0.068
955.061	-0.051
956.449	-0.051
957.837	-0.041
959.225	-0.046
960.614	-0.057
962.002	-0.057
963.39	-0.049
964.778	-0.046
966.166	-0.052
967.554	-0.063
968.943	-0.067
970.331	-0.051
971.719	-0.058
973.107	-0.046
974.495	-0.048
975.883	-0.062
977.272	-0.038
978.66	-0.049
980.048	-0.072
981.436	-0.048
982.824	-0.046
984.212	-0.046
985.601	-0.056
986.989	-0.062
988.377	-0.058
989.765	-0.065
991.153	-0.064
992.541	-0.041
993.93	-0.066
995.318	-0.062
996.706	-0.049
998.094	-0.05
999.482	-0.052
1000.87	-0.047
1002.259	-0.04
1003.647	-0.052
1005.035	-0.036
1006.423	-0.046
1007.811	-0.059
1009.199	-0.046
1010.588	-0.047
1011.976	-0.045
1013.364	-0.05
1014.752	-0.043
1016.14	-0.03
1017.529	-0.032
1018.917	-0.041
1020.305	-0.031
1021.693	-0.02
1023.081	-0.041
1024.469	-0.014
1025.858	-0.044
1027.246	-0.035
1028.634	-0.02
1030.022	-0.041
1031.41	-0.016
1032.798	-0.024
1034.187	-0.024
1035.575	-0.006
1036.963	-0.028
1038.351	-0.029
1039.739	-0.036
1041.127	-0.048
1042.516	-0.032
1043.904	-0.056
1045.292	-0.041
1046.68	-0.031
1048.068	-0.045
1049.456	-0.042
1050.845	-0.05
1052.233	-0.048
1053.621	-0.044
1055.009	-0.054
1056.397	-0.049
1057.785	-0.037
1059.174	-0.044
1060.562	-0.023
1061.95	-0.04
1063.338	-0.031
1064.726	-0.008
1066.114	-0.02
1067.503	-0.027
1068.891	-0.03
1070.279	-0.03
1071.667	-0.027
1073.055	-0.034
1074.443	-0.021
1075.832	-0.021
1077.22	-0.014
1078.608	-0.038
1079.996	-0.03
1081.384	-0.039
1082.772	-0.008
1084.161	-0.02
1085.549	-0.019
1086.937	-0.013
1088.325	-0.027
1089.713	-0.023
1091.102	-0.02
1092.49	-0.02
1093.878	-0.003
1095.266	0.01
1096.654	-0.002
1098.042	-0.02
1099.431	-0.014
1100.819	-0.003
1102.207	-0.038
1103.595	-0.013
1104.983	-0.019
1106.371	-0.032
1107.76	-0.035
1109.148	-0.026
1110.536	-0.034
1111.924	-0.028
1113.312	-0.035
1114.7	-0.023
1116.089	-0.004
1117.477	-0.025
1118.865	-0.016
1120.253	-0.018
1121.641	-0.024
1123.029	-0.021
1124.418	-0.03
1125.806	-0.028
1127.194	-0.016
1128.582	-0.022
1129.97	-0.017
1131.358	-0.026
1132.747	-0.021
1134.135	0
1135.523	-0.001
1136.911	-0.008
1138.299	-0.029
1139.687	-0.022
1141.076	-0.01
1142.464	-0.023
1143.852	-0.019
1145.24	-0.023
1146.628	0
1148.016	-0.013
1149.405	-0.029
1150.793	-0.018
1152.181	-0.031
1153.569	-0.01
1154.957	-0.023
1156.345	-0.008
1157.734	-0.032
1159.122	-0.032
1160.51	-0.035
1161.898	-0.044
1163.286	0
1164.675	-0.013
1166.063	-0.018
1167.451	-0.04
1168.839	-0.05
1170.227	-0.003
1171.615	-0.03
1173.004	-0.028
1174.392	-0.024
1175.78	-0.036
1177.168	-0.032
1178.556	-0.023
1179.944	-0.007
1181.333	-0.008
1182.721	-0.009
1184.109	-0.017
1185.497	-0.015
1186.885	-0.018
1188.273	-0.036
1189.662	-0.036
1191.05	-0.035
1192.438	-0.032
1193.826	-0.035
1195.214	-0.022
1196.602	-0.031
1197.991	-0.008
1199.379	-0.029
1200.767	-0.036
1202.155	-0.018
1203.543	-0.041
1204.931	-0.047
1206.32	-0.004
1207.708	0.054
1209.096	0.017
1210.484	-0.001
1211.872	-0.001
1213.26	0
1214.649	-0.014
1216.037	-0.026
1217.425	-0.025
1218.813	-0.048
1220.201	-0.024
1221.589	-0.028
1222.978	-0.051
1224.366	-0.016
1225.754	-0.022
1227.142	-0.036
1228.53	-0.017
1229.919	-0.036
1231.307	-0.043
1232.695	-0.048
1234.083	-0.059
1235.471	-0.04
1236.859	-0.032
1238.248	-0.043
1239.636	-0.034
1241.024	-0.038
1242.412	-0.04
1243.8	-0.034
1245.188	-0.039
1246.577	-0.034
1247.965	-0.044
1249.353	-0.043
1250.741	-0.038
1252.129	-0.026
1253.517	-0.042
1254.906	-0.024
1256.294	-0.029
1257.682	-0.035
1259.07	-0.028
1260.458	-0.017
1261.846	0.006
1263.235	0.005
1264.623	-0.04
1266.011	-0.014
1267.399	-0.016
1268.787	-0.013
1270.175	0.001
1271.564	-0.018
1272.952	-0.008
1274.34	-0.014
1275.728	-0.017
1277.116	-0.02
1278.504	-0.007
1279.893	-0.034
1281.281	-0.039
1282.669	-0.044
1284.057	-0.019
1285.445	-0.006
1286.833	-0.014
1288.222	-0.009
1289.61	-0.025
1290.998	-0.016
1292.386	-0.02
1293.774	-0.018
1295.162	-0.009
1296.551	-0.02
1297.939	-0.016
1299.327	-0.029
1300.715	-0.034
1302.103	-0.009
1303.492	0.009
1304.88	0.003
1306.268	0.009
1307.656	-0.006
1309.044	0.013
1310.432	-0.015
1311.821	0.025
1313.209	0.008
1314.597	0.008
1315.985	-0.008
1317.373	0.005
1318.761	-0.006
1320.15	0.009
1321.538	0.015
1322.926	0.008
1324.314	0.01
1325.702	0.016
1327.09	0.021
1328.479	0.046
1329.867	0.02
1331.255	0.02
1332.643	0.024
1334.031	0.023
1335.419	0.024
1336.808	0.017
1338.196	0.019
1339.584	0.011
1340.972	0.012
1342.36	0.012
1343.748	0.03
1345.137	0.028
1346.525	0.009
1347.913	0.011
1349.301	-0.001
1350.689	0.037
1352.077	0.023
1353.466	0.03
1354.854	0.019
1356.242	0.043
1357.63	0.044
1359.018	0.018
1360.406	0.02
1361.795	0.04
1363.183	0.026
1364.571	0.04
1365.959	0.022
1367.347	0.01
1368.735	0.005
1370.124	0.048
1371.512	0.036
1372.9	0.019
1374.288	0.012
1375.676	0.039
1377.065	0.016
1378.453	0.023
1379.841	0.028
1381.229	0.017
1382.617	0.039
1384.005	0.037
1385.394	0.012
1386.782	0.026
1388.17	0.016
1389.558	0.019
1390.946	0.03
1392.334	0.007
1393.723	0.021
1395.111	0.02
1396.499	0.038
1397.887	0.025
1399.275	0.04
1400.663	0.037
1402.052	0.024
1403.44	0.034
1404.828	0.004
1406.216	0.026
1407.604	0.001
1408.992	0.059
1410.381	0.029
1411.769	-0.022
1413.157	0.09
1414.545	0.047
1415.933	0.051
1417.321	-0.01
1418.71	0.078
1420.098	0.121
1421.486	0.066
1422.874	0.094
1424.262	0.023
1425.65	0.044
1427.039	0.094
1428.427	0.059
1429.815	0.03
1431.203	-0.019
1432.591	0.041
1433.979	0.042
1435.368	0.047
1436.756	0.069
1438.144	0.073
1439.532	0.067
1440.92	0.085
1442.308	0.056
1443.697	0.064
1445.085	0.081
1446.473	0.057
1447.861	0.045
1449.249	0.041
1450.638	0.067
1452.026	0.053
1453.414	0.064
1454.802	0.067
1456.19	0.081
1457.578	0.09
1458.967	0.09
1460.355	0.085
1461.743	0.095
1463.131	0.091
1464.519	0.085
1465.907	0.079
1467.296	0.085
1468.684	0.081
1470.072	0.091
1471.46	0.072
1472.848	0.095
1474.236	0.095
1475.625	0.079
1477.013	0.092
1478.401	0.12
1479.789	0.114
1481.177	0.105
1482.565	0.103
1483.954	0.088
1485.342	0.102
1486.73	0.109
1488.118	0.082
1489.506	0.091
1490.894	0.104
1492.283	0.112
1493.671	0.083
1495.059	0.086
1496.447	0.06
1497.835	0.099
1499.223	0.072
1500.612	0.068
1502	0.108
1503.388	0.085
1504.776	0.056
1506.164	0.067
1507.552	0.058
1508.941	0.081
1510.329	0.096
1511.717	0.096
1513.105	0.064
1514.493	0.077
1515.881	0.066
1517.27	0.061
1518.658	0.067
1520.046	0.084
1521.434	0.058
1522.822	0.082
1524.211	0.097
1525.599	0.13
1526.987	0.137
1528.375	0.192
1529.763	0.232
1531.151	0.21
1532.54	0.179
1533.928	0.105
1535.316	0.084
1536.704	0.048
1538.092	0.033
1539.48	0.026
1540.869	-0.006
1542.257	-0.004
1543.645	-0.03
1545.033	-0.054
1546.421	-0.053
1547.809	-0.031
1549.198	-0.061
1550.586	-0.036
1551.974	-0.014
1553.362	-0.038
1554.75	-0.043
1556.138	-0.022
1557.527	-0.035
1558.915	-0.043
1560.303	-0.043
1561.691	-0.053
1563.079	-0.062
1564.467	-0.074
1565.856	-0.047
1567.244	-0.053
1568.632	-0.062
1570.02	-0.064
1571.408	-0.077
1572.796	-0.062
1574.185	-0.037
1575.573	-0.065
1576.961	-0.041
1578.349	-0.039
1579.737	-0.032
1581.125	-0.048
1582.514	-0.022
1583.902	-0.02
1585.29	-0.029
1586.678	-0.032
1588.066	-0.003
1589.454	-0.021
1590.843	-0.028
1592.231	-0.006
1593.619	-0.034
1595.007	-0.032
1596.395	-0.034
1597.784	-0.02
1599.172	-0.017
1600.56	-0.012
1601.948	-0.028
1603.336	-0.031
1604.724	-0.018
1606.113	-0.039
1607.501	-0.033
1608.889	-0.043
1610.277	-0.046
1611.665	-0.048
1613.053	-0.023
1614.442	-0.082
1615.83	-0.013
1617.218	-0.065
1618.606	-0.056
1619.994	-0.019
1621.382	-0.008
1622.771	-0.048
1624.159	0.001
1625.547	-0.071
1626.935	-0.012
1628.323	-0.083
1629.711	-0.069
1631.1	-0.07
1632.488	-0.08
1633.876	-0.097
1635.264	-0.101
1636.652	-0.063
1638.04	-0.024
1639.429	-0.017
1640.817	-0.01
1642.205	0.06
1643.593	-0.03
1644.981	-0.005
1646.369	-0.018
1647.758	-0.024
1649.146	-0.059
1650.534	-0.056
1651.922	-0.062
1653.31	-0.082
1654.698	-0.067
1656.087	-0.091
1657.475	-0.089
1658.863	-0.081
1660.251	-0.033
1661.639	-0.045
1663.028	0.004
1664.416	0.002
1665.804	-0.026
1667.192	-0.044
1668.58	-0.013
1669.968	-0.046
1671.357	-0.063
1672.745	-0.085
1674.133	-0.06
1675.521	-0.097
1676.909	-0.094
1678.297	-0.088
1679.686	-0.048
1681.074	-0.042
1682.462	-0.06
1683.85	-0.043
1685.238	-0.064
1686.626	-0.056
1688.015	-0.055
1689.403	-0.043
1690.791	-0.076
1692.179	-0.08
1693.567	-0.054
1694.955	-0.058
1696.344	-0.051
1697.732	-0.071
1699.12	-0.021
