Co%,Ir%,Ti%,Overpotential,Dissolution_Ir193 (S001),Dissolution_Co59 (S001),Dissolution_Ti47 (S001),Overpotential_std,Dissolution_Ir193 (S001)_std,Dissolution_Co59 (S001)_std,Dissolution_Ti47 (S001)_std
25.09,55.06,19.85,315.42739713726814,7.04083324918425,195.79254221624683,25.186027325619282,8.848761230954512,0.6625392555470884,40.459194135661825,3.0885476588411573
27.03,51.74,21.24,314.9981509119589,7.394762985230905,190.1707393299132,27.361682273227185,11.184282750660396,0.8373342036996008,50.96261858316674,3.8727803689042104
24.9,50.6,24.5,324.51120038120973,7.051735867315716,163.93460534598026,27.76176936079043,9.369628074142113,0.701417681314495,42.807523199934735,3.262540991227527
25.54,48.48,25.97,329.2693188372508,6.851139389275078,148.41900935395162,27.783458822089443,9.224959117806183,0.6905022807897782,42.17264688894227,3.214328386016445
24.89,47.06,28.05,338.48914268260825,6.104497232747056,124.61048699320999,26.01548687625172,9.684422117682011,0.7245771496788415,44.26888974318263,3.364543750149686
23.29,44.75,31.96,345.80922509424494,4.532302338278334,93.15906948549191,23.21201626931679,1.0577383398168925,0.09237772345082987,5.356268090924139,0.7175913068677208
23.72,43.26,33.02,351.8762042301468,4.190864115687661,79.80383427375335,21.90955813048624,8.180589989735223,0.6123862442001786,37.45899965334472,2.8625638388904666
23.79,41.26,34.95,361.9910308471539,3.463098029500726,55.68041834949041,19.40654879118898,9.193668341496448,0.687858560909308,42.05076452441611,3.198161801772429
22.82,41.26,35.92,366.79851878396863,3.027713218954418,50.56557350011036,18.05859961252743,9.233108866519531,0.6907105668151546,42.22167785512906,3.2071535688552784
21.78,39.11,39.11,371.1144535842134,2.3646601525069,38.9774245739106,15.996419060978546,4.997323187163445,0.37434218279201903,22.951455530956668,1.7671603619409753
22.92,36.46,40.63,375.06913305464326,2.4613747941219413,22.5006289859097,16.093211928937166,8.445326927718712,0.6319858386213218,38.626304792944,2.938874682045608
20.0,35.68,44.32,380.51250095298786,1.3139039103019008,0.22792349856359806,15.551221810253422,1.0582976192299671,0.09244672231512197,5.35944329125801,0.719010988607805
20.94,34.55,44.5,380.4537563898681,1.5342282476269395,3.3641135166334806,15.576198957526907,7.7205881785188035,0.5783236030004022,35.34941157668308,2.7105985285544034
20.57,32.0,47.43,383.3112636996153,1.6727540496358202,8.22895232694647,15.402979071275546,10.237475296084465,0.767161149486062,46.64611433063807,3.556791787296469
20.77,68.62,10.61,358.39576407318054,1.97816377808252,8.823223684471529,12.259959628573057,10.684406510243733,0.8040936495871958,48.26875542897755,3.7028406165913936
22.96,64.29,12.76,347.37522764273365,2.9407295985699617,43.8309405879117,14.006125793025507,10.847492904063682,0.8122595168616779,49.450035544771566,3.7637704729780515
25.37,59.7,14.93,330.1950474504816,4.773594016860501,114.30201490560084,18.25215648353752,9.315524502402099,0.6971695347607448,42.583126448869024,3.240253224846519
25.68,56.85,17.47,313.89133693750557,6.965733563068913,188.98832073855604,25.98627284104156,1.0493007767268803,0.09138170299383573,5.304704113412647,0.6975689403341229
26.28,54.01,19.71,313.80059630879776,7.215495878231455,198.34705647443147,26.07113708939148,9.461499472859138,0.7081360238510959,43.23021102288369,3.289789052050488
26.56,51.95,21.48,315.5909092196675,7.36437147858852,189.09315318617928,27.28356037959584,11.177837104327264,0.8368380085056935,50.936652844231645,3.8707286914472414
26.51,51.0,22.49,317.50948080103296,7.374038068391984,182.18383482794346,27.735438164517667,11.326791597931292,0.8480430669651197,51.60080899995246,3.9215305480247276
26.14,48.13,25.73,327.31757324213874,7.001781886370454,152.1776972266729,27.979690430340415,9.956270329125543,0.745172917050114,45.47153732477751,3.4595598990531116
26.27,46.61,27.12,331.6062278196515,6.710568536832701,138.71373864392322,27.363591767742165,9.985326005309743,0.7471543634602468,45.62208795496375,3.4671841608483005
27.27,44.16,28.57,334.347486372307,6.541197518951803,127.90794751045564,26.862335392960436,8.99314234515166,0.673035956994891,41.14007088956596,3.13494484897108
