	[Ir. spot (1,3)] Ir4f		[CoIr (20:80). spot (3,3)] Ir4f		[Ir-Co 40:60 Spot (8,9) JP08] Ir4f		[Ir-Co 60:40 Spot (6,2) JP08] Ir4f		[CoIr (8020). spot (5,3)] Ir4f		[Co Spot (5,2)] Ir4f
64.8249999999907	4040.30663738	64.8400000000109	6838.1627271111	64.749999999991	9145.2162753092	64.8199999999905	12788.2254097303	64.8149999999909	17356.0608588844	64.7699999999915	20867.4116837725
64.9249999999906	3914.4817704	64.9400000000108	6708.3252201311	64.8499999999909	9117.1460299092	64.9199999999904	12786.0944451073	64.9149999999908	17352.0261694624	64.8699999999914	20850.2659753275
65.0249999999905	3778.53527044	65.0400000000107	6577.8138605811	64.9499999999908	9069.7656482422	65.0199999999903	12793.9633803523	65.0149999999907	17371.5225202174	64.9699999999913	20841.1182528835
65.1249999999904	3635.85569084	65.1400000000106	6478.6160534611	65.0499999999907	9011.3216565092	65.1199999999902	12765.3416116413	65.1149999999906	17355.6415963064	65.0699999999912	20842.8592128835
65.2249999999903	3458.33261378	65.2400000000105	6369.1494210211	65.1499999999906	8966.8515519752	65.2199999999901	12745.9506630193	65.2149999999905	17330.1538583514	65.1699999999911	20837.04655955
65.3249999999902	3290.59814871	65.3400000000104	6263.7729189811	65.2499999999905	8945.4309356422	65.31999999999	12747.9137270193	65.3149999999904	17314.8988971954	65.269999999991	20833.5591286611
65.4249999999901	3079.72897138	65.4400000000103	6201.7136585311	65.3499999999904	8935.7579285092	65.4199999999899	12749.7159546633	65.4149999999903	17289.4333358174	65.3699999999909	20829.97194155
65.52499999999	2968.47929916	65.5400000000102	6096.0002096411	65.4499999999903	8895.9343130422	65.5199999999898	12750.1855806193	65.5149999999902	17248.8362574174	65.4699999999908	20831.6529731055
65.6249999999899	2831.81256333	65.6400000000101	5947.4883664411	65.5499999999902	8848.4907885092	65.6199999999897	12734.6294722633	65.6149999999901	17208.3709767514	65.5699999999907	20847.2183224385
65.7249999999898	2651.60538422	65.74000000001	5891.0955728411	65.6499999999901	8833.7254607092	65.7199999999896	12734.1001586193	65.71499999999	17173.1795060844	65.6699999999906	20828.8390895499
65.8249999999897	2562.17841124	65.8400000000099	5810.5503806211	65.74999999999	8808.8904443092	65.8199999999895	12714.8362231963	65.8149999999899	17138.5411821734	65.7699999999905	20830.3833108833
65.9249999999896	2385.93960244	65.9400000000098	5714.8561429811	65.8499999999899	8785.8545202422	65.9199999999894	12709.7865760413	65.9149999999898	17102.8919810174	65.8699999999904	20839.7190973275
66.0249999999895	2314.12052636	66.0400000000097	5659.9409946611	65.9499999999898	8761.4883379752	66.0199999999893	12701.4654636853	66.0149999999897	17070.4555824404	65.9699999999903	20827.917990661
66.1249999999894	2181.69247991	66.1400000000096	5619.2177325311	66.0499999999897	8744.2198905092	66.1199999999892	12702.1510487963	66.1149999999896	17048.9014331954	66.0699999999902	20821.1368664388
66.2249999999893	2120.89087609	66.2400000000095	5556.7007285811	66.1499999999896	8729.4924342422	66.2199999999891	12695.3336775963	66.2149999999895	17033.7715370624	66.1699999999901	20834.6878619944
66.3249999999892	2064.33387	66.3400000000094	5494.7945956911	66.2499999999895	8723.9108147092	66.319999999989	12692.9660023523	66.3149999999894	16983.0826843064	66.26999999999	20841.4681324385
66.4249999999891	1942.07502764	66.4400000000093	5459.5753091111	66.3499999999894	8718.7173352422	66.4199999999889	12687.8494608413	66.4149999999893	16984.1842520844	66.3699999999899	20836.0350237722
66.524999999989	1895.60326289	66.5400000000092	5413.1475399511	66.4499999999893	8700.8690961092	66.5199999999888	12675.8375006633	66.5149999999892	16973.0462615954	66.4699999999898	20848.2578979945
66.6249999999889	1821.69716898	66.6400000000091	5411.0226843111	66.5499999999892	8675.5631642422	66.6199999999887	12668.6645589303	66.6149999999891	16968.0609283064	66.5699999999897	20840.0007328835
66.7249999999888	1802.92395373	66.740000000009	5343.6626583111	66.6499999999891	8668.6387471092	66.7199999999886	12673.1159307073	66.714999999989	16953.4956313734	66.6699999999896	20829.4706968833
66.8249999999887	1743.7221984	66.8400000000089	5322.2581626611	66.749999999989	8675.5184723092	66.8199999999885	12678.4907793743	66.8149999999889	16961.0876919064	66.7699999999895	20831.3782617722
66.9249999999886	1703.3011	66.9400000000088	5285.1066157311	66.8499999999889	8674.0555045092	66.9199999999884	12669.1053677743	66.9149999999888	16939.5040359514	66.8699999999894	20834.1552568833
67.0249999999885	1658.78823627	67.0400000000087	5291.1527833811	66.9499999999888	8655.2841021752	67.0199999999883	12665.0323818193	67.0149999999887	16936.7731186624	66.9699999999893	20833.6401111055
67.1249999999884	1607.83030969	67.1400000000086	5244.9674171111	67.0499999999887	8635.2492991752	67.1199999999882	12645.2646408413	67.1149999999886	16917.6173948404	67.0699999999892	20833.1052044388
67.2249999999883	1568.30776449	67.2400000000085	5223.9494196411	67.1499999999886	8628.4408929752	67.2199999999881	12650.8788817303	67.2149999999885	16913.7681058624	67.1699999999891	20832.7881477722
67.3249999999882	1546.90916751	67.3400000000084	5191.9159136011	67.2499999999885	8628.1293736422	67.319999999988	12647.8419976413	67.3149999999884	16904.1789439954	67.269999999989	20831.7674891055
67.4249999999881	1500.84097133	67.4400000000083	5163.6074857811	67.3499999999884	8622.1662857752	67.4199999999879	12641.4765099073	67.4149999999883	16911.1369359954	67.3699999999889	20867.5129299945
67.524999999988	1465.77564098	67.5400000000082	5131.7519468431	67.4499999999883	8620.0102132422	67.5199999999878	12628.6760527963	67.5149999999882	16902.1878155954	67.4699999999888	20841.2323642165
67.6249999999879	1453.24332538	67.6400000000081	5125.2319377321	67.5499999999882	8614.5974793092	67.6199999999877	12632.7415946193	67.6149999999881	16896.0051371064	67.5699999999887	20824.6321115499
67.7249999999878	1416.24893404	67.740000000008	5078.7545268431	67.6499999999881	8595.0761224422	67.7199999999876	12645.3245959963	67.714999999988	16888.1186151064	67.6699999999886	20829.7136013278
67.8249999999877	1398.01749604	67.8400000000079	5064.1919452881	67.749999999988	8594.0756620422	67.8199999999875	12634.3277620853	67.8149999999879	16894.1203027514	67.7699999999885	20829.3749499944
67.9249999999876	1334.45165436	67.9400000000078	5029.0308576881	67.8499999999879	8588.2628200422	67.9199999999874	12631.1589306633	67.9149999999878	16885.3473328844	67.8699999999884	20837.8340108835
68.0249999999875	1281.57245764	68.0400000000077	5016.0454043101	67.9499999999878	8587.0734741752	68.0199999999873	12624.0579117743	68.0149999999877	16880.0521427954	67.9699999999883	20849.7888799945
68.1249999999874	1269.91801253	68.1400000000076	4978.7742184881	68.0499999999877	8566.1038415092	68.1199999999872	12629.8760104853	68.1149999999876	16879.2097563954	68.0699999999882	20840.1607944385
68.2249999999873	1250.13495644	68.2400000000075	4983.6901713771	68.1499999999876	8569.1093214422	68.2199999999871	12621.1063332413	68.2149999999875	16882.1756004844	68.1699999999881	20855.5084962165
68.3249999999872	1205.86347707	68.3400000000074	4970.2420734651	68.2499999999875	8553.9935976422	68.319999999987	12620.5263132853	68.3149999999874	16877.7686121284	68.269999999988	20849.9225302165
68.4249999999871	1177.03730458	68.4400000000073	4936.2460039101	68.3499999999874	8558.1654839092	68.4199999999869	12628.1945867073	68.4149999999873	16869.9724276844	68.3699999999879	20837.6995991055
68.524999999987	1142.15548044	68.5400000000072	4926.6121122651	68.4499999999873	8571.8259464422	68.5199999999868	12625.6881927073	68.5149999999872	16879.4042338624	68.4699999999878	20837.6652773275
68.6249999999869	1124.49348658	68.6400000000071	4918.7986371541	68.5499999999872	8579.0888971092	68.6199999999867	12623.1388669743	68.6149999999871	16877.2577572404	68.5699999999877	20845.8365973275
68.7249999999868	1065.59625289	68.740000000007	4885.0041254651	68.6499999999871	8553.9096133092	68.7199999999866	12622.7843044413	68.714999999987	16875.3462000404	68.6699999999876	20860.4109595495
68.8249999999867	1059.40454911	68.8400000000069	4861.4645543991	68.749999999987	8555.2613877092	68.8199999999865	12625.3783009303	68.8149999999869	16867.8798331954	68.7699999999875	20846.7087977725
68.9249999999866	1045.09793173	68.9400000000068	4868.1917035991	68.8499999999869	8571.2926088422	68.9199999999864	12626.2271171073	68.9149999999868	16864.9474776404	68.8699999999874	20838.7693017725
69.0249999999865	1014.45533591	69.0400000000067	4857.1374690651	68.9499999999868	8559.6581558422	69.0199999999863	12619.3450855523	69.0149999999867	16850.8798792404	68.9699999999873	20843.4295211055
69.1249999999864	1000.95222436	69.1400000000066	4849.4957736431	69.0499999999867	8564.4963523752	69.1199999999862	12616.7782007963	69.1149999999866	16842.9257936404	69.0699999999872	20820.7897935499
69.2249999999863	983.205171911	69.2400000000065	4841.1319591101	69.1499999999866	8548.0561495092	69.2199999999861	12609.8716986193	69.2149999999865	16848.9402740404	69.1699999999871	20831.2669524388
69.3249999999862	946.296742533	69.3400000000064	4823.6616729321	69.2499999999865	8543.9646805752	69.319999999986	12621.0093383963	69.3149999999864	16859.2848758624	69.269999999987	20837.1652328833
69.4249999999861	926.115595467	69.4400000000063	4798.2837224881	69.3499999999864	8546.6229910422	69.4199999999859	12623.3803188853	69.4149999999863	16864.0451893734	69.3699999999869	20843.6951839945
69.524999999986	906.9762456	69.5400000000062	4799.6370106211	69.4499999999863	8547.4280372422	69.5199999999858	12628.1944158633	69.5149999999862	16861.0851812844	69.4699999999868	20837.0426806611
69.6249999999859	896.582476667	69.6400000000061	4803.7870183991	69.5499999999862	8552.5044615752	69.6199999999857	12621.3988978633	69.6149999999861	16859.0447667064	69.5699999999867	20847.2867317725
69.7249999999858	882.299643244	69.740000000006	4794.6025339541	69.6499999999861	8537.7287353092	69.7199999999856	12621.6600000413	69.714999999986	16855.0668487064	69.6699999999866	20857.5670333275
69.8249999999857	868.842719289	69.8400000000059	4802.9309518211	69.749999999986	8540.6150632422	69.8199999999855	12617.8516035963	69.8149999999859	16840.4025375064	69.7699999999865	20837.3613835495
69.9249999999856	864.758244756	69.9400000000058	4803.3229277321	69.8499999999859	8550.6340837092	69.9199999999854	12615.6015915963	69.9149999999858	16851.4212528404	69.8699999999864	20826.0349506611
70.0249999999855	878.764258222	70.0400000000057	4793.6398447101	69.9499999999858	8540.7679110422	70.0199999999853	12614.5027981743	70.0149999999857	16846.4114082174	69.9699999999863	20826.1491459944
70.1249999999854	874.867043644	70.1400000000056	4771.9658218211	70.0499999999857	8549.8124071092	70.1199999999852	12622.9128935523	70.1149999999856	16854.9039259064	70.0699999999862	20835.0169793277
70.2249999999853	843.748703689	70.2400000000055	4775.1742183541	70.1499999999856	8544.0580799752	70.2199999999851	12627.4101573303	70.2149999999855	16852.5281859954	70.1699999999861	20826.3206691055
70.3249999999852	836.570699111	70.3400000000054	4755.8470364881	70.2499999999855	8532.1834162422	70.319999999985	12616.8959202633	70.3149999999854	16849.3855208404	70.269999999986	20831.3449035499
70.4249999999851	843.331933955	70.4400000000053	4777.1377610211	70.3499999999854	8539.2702777092	70.4199999999849	12624.9717054633	70.4149999999853	16849.5997577734	70.3699999999859	20836.4993957722
70.524999999985	826.529143778	70.5400000000052	4768.3479787991	70.4499999999853	8545.3205075092	70.5199999999848	12626.5904717743	70.5149999999852	16846.2277969284	70.4699999999858	20837.7018195495
70.6249999999849	826.0836296	70.6400000000051	4765.0892352881	70.5499999999852	8531.4090611752	70.6199999999847	12622.7017701743	70.6149999999851	16858.3259393284	70.5699999999857	20823.2145546611
70.7249999999848	811.297018933	70.740000000005	4764.1519511541	70.6499999999851	8533.8820785752	70.7199999999846	12619.9994914633	70.714999999985	16858.8191646174	70.6699999999856	20831.2451442167
70.8249999999847	800.453906889	70.8400000000049	4765.0309294651	70.749999999985	8538.6002097092	70.8199999999845	12625.6194592853	70.8149999999849	16862.4608345734	70.7699999999855	20842.1580953275
70.9249999999846	806.134004756	70.9400000000048	4763.3895630651	70.8499999999849	8549.0278888422	70.9199999999844	12623.2155005303	70.9149999999848	16852.5804177734	70.8699999999854	20832.9550459944
71.0249999999845	815.991368889	71.0400000000047	4743.1935915541	70.9499999999848	8551.1515531092	71.0199999999843	12626.0446127963	71.0149999999847	16846.1018937734	70.9699999999853	20848.7013791055
71.1249999999844	802.848964	71.1400000000046	4745.4948498211	71.0499999999847	8549.7903957752	71.1199999999842	12627.0842292413	71.1149999999846	16850.1618279514	71.0699999999852	20851.2456528835
71.2249999999843	782.368682444	71.2400000000045	4752.4895014651	71.1499999999846	8542.0334276422	71.2199999999841	12624.5678760853	71.2149999999845	16844.7999063514	71.1699999999851	20822.3838928832
71.3249999999842	809.348097422	71.3400000000044	4736.9685236431	71.2499999999845	8530.9235844422	71.319999999984	12623.9323378633	71.3149999999844	16857.3189306624	71.269999999985	20828.43191755
71.4249999999841	818.0376796	71.4400000000043	4766.7473896431	71.3499999999844	8533.8231835752			71.4149999999843	16859.2647931954	71.3699999999849	20827.7560926611
