Time	Ir	Co
					
s	ng cm-2 s-1	ng cm-2 s-1
-51.5	1.46067E-4	1.07798E-4
-49.994	2.69385E-4	2.27106E-4
-48.488	1.30264E-4	2.0057E-4
-46.982	3.44023E-4	3.21296E-4
-45.476	2.96264E-4	2.47452E-4
-43.97	1.9091E-4	6.75839E-4
-42.464	3.22573E-4	1.99274E-4
-40.958	0.00118	5.21727E-4
-39.452	2.11104E-4	2.33269E-4
-37.946	1.23338E-4	1.53649E-4
-36.44	1.31589E-4	4.02348E-4
-34.934	1.96784E-4	9.43903E-5
-33.428	1.2213E-4	1.57741E-4
-31.922	1.63196E-4	3.80997E-4
-30.416	3.35682E-4	4.00834E-4
-28.91	3.10836E-4	5.26983E-4
-27.404	2.29615E-4	6.64273E-4
-25.898	7.47282E-5	1.37338E-4
-24.392	2.37266E-4	1.67337E-4
-22.886	2.0717E-4	2.18055E-4
-21.38	9.58289E-5	4.08905E-4
-19.874	2.14458E-4	1.52524E-4
-18.368	1.57219E-4	2.32832E-4
-16.862	1.87877E-4	2.7659E-4
-15.356	1.80226E-4	9.78819E-5
-13.85	2.17312E-4	1.43966E-4
-12.344	1.58727E-4	2.69957E-4
-10.838	3.51648E-4	4.1231E-4
-9.332	2.63427E-4	6.84145E-5
-7.826	2.94173E-4	1.54644E-4
-6.32	3.27241E-4	1.96116E-4
-4.814	2.58853E-4	9.30244E-5
-3.308	6.82683E-4	2.6122E-4
-1.802	1.24168E-4	1.54006E-4
-0.296	1.98072E-4	2.95389E-4
1.21	1.75431E-4	1.32615E-4
2.716	5.71671E-5	2.66601E-4
4.222	1.3071E-4	7.57002E-4
5.728	1.70072E-4	0
7.234	1.48201E-4	4.57949E-5
8.74	1.44824E-4	5.59838E-5
10.246	5.59415E-5	1.88121E-4
11.752	2.47072E-4	2.21381E-4
13.258	1.83722E-4	2.02819E-4
14.764	2.6165E-4	1.13772E-4
16.27	4.52141E-4	3.42987E-4
17.776	4.84874E-4	0.20818
19.282	0.00194	3.22482
20.788	0.00322	4.89243
22.294	0.00375	5.8229
23.8	0.00386	6.22113
25.306	0.00486	6.90664
26.812	0.0043	7.18042
28.318	0.00491	7.59825
29.824	0.00594	7.9823
31.33	0.00639	8.13962
32.836	0.00572	7.72704
34.342	0.00652	7.51174
35.848	0.00515	7.24885
37.354	0.00574	7.31863
38.86	0.00693	7.2182
40.366	0.00683	7.10615
41.872	0.00607	7.31753
43.378	0.00779	7.28705
44.884	0.00694	6.72049
46.39	0.00702	6.65346
47.896	0.00845	6.62748
49.402	0.00627	6.01227
50.908	0.00817	5.72573
52.414	0.00711	5.52996
53.92	0.00729	5.03513
55.426	0.00695	4.68179
56.932	0.00587	4.39318
58.438	0.00639	4.02005
59.944	0.00682	3.95655
61.45	0.0057	3.54505
62.956	0.00608	3.32333
64.462	0.0056	3.12468
65.968	0.00606	2.86597
67.474	0.00521	2.61596
68.98	0.00543	2.47252
70.486	0.00491	2.33907
71.992	0.00454	2.25389
73.498	0.00458	2.07205
75.004	0.00419	2.0679
76.51	0.00547	1.93127
78.016	0.00469	1.79668
79.522	0.00418	1.69027
81.028	0.00396	1.58828
82.534	0.00435	1.43034
84.04	0.00413	1.35389
85.546	0.00378	1.32271
87.052	0.00376	1.28024
88.558	0.00372	1.19907
90.064	0.00349	1.18129
91.57	0.00343	1.1277
93.076	0.00326	1.07712
94.582	0.00358	1.03241
96.088	0.00368	1.00226
97.594	0.00255	0.95329
99.1	0.00311	0.95517
100.606	0.00366	0.90358
102.112	0.00297	0.93179
103.618	0.00292	0.87572
105.124	0.00276	0.86087
106.63	0.00299	0.78672
108.136	0.003	0.76057
109.642	0.003	0.71729
111.148	0.00229	0.69031
112.655	0.0019	0.67936
114.161	0.00286	0.67127
115.667	0.00221	0.65104
117.173	0.00205	0.64128
118.679	0.00205	0.60972
120.185	0.0031	0.61814
121.691	0.00289	0.58303
123.197	0.00218	0.61418
124.703	0.00255	0.5612
126.209	0.00176	0.57845
127.715	0.00231	0.55523
129.221	0.00182	0.50165
130.727	0.0018	0.4644
132.233	0.00182	0.43948
133.739	0.00184	0.44577
135.245	0.00213	0.4112
136.751	0.0021	0.43043
138.257	0.00238	0.46918
139.763	0.00192	0.4865
141.269	0.0029	0.58664
142.775	0.00243	0.61992
144.281	0.00205	0.53541
145.787	0.0017	0.47889
147.293	0.00158	0.42404
148.799	0.00145	0.40878
150.305	0.00154	0.40503
151.811	0.00191	0.40147
153.317	0.00178	0.38236
154.823	0.00171	0.37936
156.329	0.00133	0.37962
157.835	0.00179	0.38518
159.341	0.0016	0.37145
160.847	0.00181	0.36702
162.353	0.00145	0.36318
163.859	0.00109	0.36014
165.365	0.0019	0.35342
166.871	0.00214	0.36035
168.377	0.0017	0.35278
169.883	0.00181	0.32476
171.389	0.00117	0.32313
172.895	0.00193	0.3433
174.401	0.00151	0.32991
175.907	0.00114	0.31037
177.413	0.00141	0.31474
178.919	0.00131	0.31322
180.425	0.00148	0.31344
181.931	0.0018	0.32422
183.437	0.00176	0.3111
184.943	0.00132	0.32124
186.449	0.00136	0.30063
187.955	0.00156	0.28471
189.461	0.00196	0.30477
190.967	0.00172	0.29475
192.473	0.00139	0.29533
193.979	0.00104	0.28888
195.485	0.00126	0.28939
196.991	0.00173	0.28924
198.497	0.0015	0.29393
200.003	0.00152	0.2969
201.509	0.00162	0.28559
203.015	0.00197	0.30013
204.521	0.0019	0.27976
206.027	0.00139	0.28325
207.533	0.00156	0.28269
209.039	0.00188	0.27802
210.545	0.00134	0.27393
212.051	0.00156	0.26129
213.557	0.00152	0.25599
215.063	0.00174	0.25772
216.569	0.00143	0.25601
218.075	0.00153	0.24932
219.581	0.00205	0.2437
221.087	0.00137	0.25162
222.593	0.00156	0.24239
224.099	0.00132	0.23979
225.605	0.00169	0.23697
227.111	0.00116	0.24574
228.617	0.0012	0.24265
230.123	0.00112	0.25043
231.629	0.00121	0.23972
233.135	0.00145	0.2201
234.641	0.00151	0.22272
236.147	0.00144	0.22922
237.653	0.00168	0.23225
239.159	0.00129	0.23501
240.665	0.00148	0.27308
242.171	0.00181	0.27147
243.677	0.00127	0.27346
245.183	0.00101	0.26157
246.689	0.00151	0.253
248.195	0.00141	0.23996
249.701	8.80247E-4	0.22604
251.207	0.00132	0.22384
252.713	0.00109	0.22148
254.219	7.71786E-4	0.21078
255.725	6.90389E-4	0.20645
257.231	0.00163	0.21186
258.737	0.0012	0.19953
260.243	0.00108	0.19805
261.749	9.68831E-4	0.20199
263.255	0.00136	0.19867
264.761	0.00137	0.19886
266.267	0.00134	0.20677
267.773	0.00126	0.19966
269.279	0.00138	0.20024
270.785	0.00138	0.19391
272.291	0.00151	0.1946
273.797	0.00109	0.189
275.303	9.38361E-4	0.18774
276.809	0.00123	0.20005
278.316	0.00111	0.20866
279.822	0.00135	0.20331
281.328	0.00156	0.19691
282.834	0.00142	0.18584
284.34	0.00147	0.18974
285.846	0.00131	0.18514
287.352	0.00141	0.18318
288.858	0.00117	0.17934
290.364	0.00107	0.18387
291.87	0.0016	0.18531
293.376	0.00118	0.18419
294.882	0.00103	0.17742
296.388	0.00132	0.17478
297.894	0.00149	0.17684
299.4	7.78655E-4	0.18588
300.906	0.00125	0.18839
302.412	0.00122	0.21686
303.918	0.00144	0.23933
305.424	0.00174	0.25736
306.93	0.00231	0.31748
308.436	0.00209	0.36533
309.942	0.00289	0.43996
311.448	0.0025	0.47497
312.954	0.00356	0.5314
314.46	0.00306	0.60943
315.966	0.00377	0.61623
317.472	0.00379	0.70882
318.978	0.00431	0.80227
320.484	0.00443	0.8726
321.99	0.00495	0.89597
323.496	0.00495	0.90351
325.002	0.00534	0.95559
326.508	0.00589	0.98231
328.014	0.0058	0.99747
329.52	0.00619	0.95652
331.026	0.00521	0.97637
332.532	0.00533	1.00813
334.038	0.00573	0.9609
335.544	0.00521	0.95263
337.05	0.00461	0.95656
338.556	0.00519	0.93381
340.062	0.00494	0.89149
341.568	0.00557	0.86575
343.074	0.00468	0.86117
344.58	0.00422	0.82939
346.086	0.0051	0.77451
347.592	0.00479	0.7464
349.098	0.00403	0.68691
350.604	0.00403	0.67809
352.11	0.00429	0.64542
353.616	0.00445	0.62711
355.122	0.00425	0.60498
356.628	0.00425	0.5804
358.134	0.00418	0.54338
359.64	0.00297	0.51031
361.146	0.00352	0.51644
362.652	0.00329	0.47355
364.158	0.00373	0.46747
365.664	0.00339	0.45985
367.17	0.00331	0.41739
368.676	0.00311	0.47363
370.182	0.00321	0.4413
371.688	0.00236	0.44188
373.194	0.00258	0.41973
374.7	0.00227	0.41521
376.206	0.00248	0.41543
377.712	0.00226	0.40918
379.218	0.00254	0.40554
380.724	0.00179	0.40846
382.23	0.00241	0.41936
383.736	0.0022	0.41097
385.242	0.00213	0.40741
386.748	0.00199	0.41734
388.254	0.00144	0.40722
389.76	0.00214	0.40847
391.266	0.00196	0.40095
392.772	0.0018	0.40999
394.278	0.00141	0.39421
395.784	0.00155	0.40236
397.29	0.0014	0.37841
398.796	0.00133	0.38988
400.302	0.0012	0.38372
401.808	0.00153	0.364
403.314	0.00158	0.35687
404.82	0.00173	0.35888
406.326	0.00112	0.36925
407.832	0.00132	0.33933
409.338	0.00106	0.32886
410.844	0.00113	0.33424
412.35	0.00133	0.3341
413.856	0.00127	0.32255
415.362	8.08925E-4	0.30679
416.868	9.83402E-4	0.29699
418.374	0.00158	0.29031
419.88	0.00113	0.27537
421.386	7.84311E-4	0.28024
422.892	0.00145	0.2698
424.398	0.00142	0.25125
425.904	0.00101	0.20233
427.41	6.19363E-4	0.15899
428.916	9.76093E-4	0.17278
430.422	0.00104	0.2
431.928	0.00115	0.21031
433.434	9.71525E-4	0.20316
434.94	6.32828E-4	0.20616
436.446	7.75186E-4	0.20522
437.952	7.41042E-4	0.21253
439.458	8.65257E-4	0.20842
440.964	6.25642E-4	0.2118
442.471	0.00102	0.21286
443.977	6.43944E-4	0.20978
445.483	6.67818E-4	0.20602
446.989	7.70007E-4	0.20474
448.495	8.26148E-4	0.20576
450.001	4.00746E-4	0.20507
451.507	9.10564E-4	0.19524
453.013	0.00107	0.19098
454.519	7.54939E-4	0.18636
456.025	0.00105	0.1862
457.531	7.74576E-4	0.18536
459.037	4.81714E-4	0.17831
460.543	5.33343E-4	0.17583
462.049	8.91205E-4	0.17726
463.555	6.12133E-4	0.17043
465.061	5.13328E-4	0.16383
466.567	7.06746E-4	0.16702
468.073	6.67921E-4	0.16416
469.579	4.04389E-4	0.15642
471.085	7.12473E-4	0.15507
472.591	5.871E-4	0.15876
474.097	6.21854E-4	0.15336
475.603	4.96542E-4	0.14727
477.109	7.73065E-4	0.15016
478.615	5.2804E-4	0.14514
480.121	6.14286E-4	0.14821
481.627	8.78311E-4	0.1561
483.133	8.47912E-4	0.15414
484.639	8.26827E-4	0.14584
486.145	6.52185E-4	0.14074
487.651	5.98898E-4	0.14154
489.157	7.00774E-4	0.13922
490.663	3.22138E-4	0.13426
492.169	5.4813E-4	0.13135
493.675	5.61083E-4	0.13117
495.181	5.20819E-4	0.13275
496.687	5.51685E-4	0.12291
498.193	6.13645E-4	0.11708
499.699	5.04667E-4	0.1201
501.205	2.52986E-4	0.13376
502.711	5.52356E-4	0.14104
504.217	4.96897E-4	0.13537
505.723	8.22034E-4	0.13086
507.229	5.60669E-4	0.12059
508.735	2.73378E-4	0.11731
510.241	7.02414E-4	0.11399
511.747	3.7033E-4	0.1241
513.253	4.04015E-4	0.12506
514.759	5.82144E-4	0.11926
516.265	2.45507E-4	0.12253
517.771	6.42602E-4	0.12623
519.277	5.65329E-4	0.12046
520.783	5.30527E-4	0.12044
522.289	3.17707E-4	0.1231
523.795	6.84713E-4	0.11605
525.301	4.36982E-4	0.11541
526.807	6.17416E-4	0.11583
528.313	6.46746E-4	0.11293
529.819	2.76182E-4	0.11547
531.325	6.86502E-4	0.11645
532.831	7.01235E-4	0.11641
534.337	3.63802E-4	0.12253
535.843	2.85143E-4	0.11576
537.349	2.78939E-4	0.11246
538.855	7.42189E-4	0.11267
540.361	3.69787E-4	0.10789
541.867	4.98555E-4	0.10825
543.373	4.9524E-4	0.1082
544.879	3.59595E-4	0.10261
546.385	5.73072E-4	0.10263
547.891	5.57717E-4	0.10471
549.397	6.46804E-4	0.10098
550.903	5.61133E-4	0.10588
552.409	3.63156E-4	0.10102
553.915	4.05505E-4	0.10222
555.421	7.05943E-4	0.0961
556.927	3.20898E-4	0.10395
558.433	5.18214E-4	0.10124
559.939	5.38268E-4	0.10301
561.445	3.75656E-4	0.10339
562.951	2.8014E-4	0.10662
564.457	5.28579E-4	0.10313
565.963	3.18979E-4	0.09581
567.469	3.66762E-4	0.09932
568.975	6.49248E-4	0.09755
570.481	4.92317E-4	0.09702
571.987	3.89124E-4	0.09478
573.493	4.86793E-4	0.09565
574.999	4.10658E-4	0.09127
576.505	9.8405E-4	0.09579
578.011	7.85848E-4	0.08982
579.517	5.6087E-4	0.09129
581.023	3.6427E-4	0.09427
582.529	6.64956E-4	0.08752
584.035	3.18568E-4	0.08841
585.541	3.58118E-4	0.09128
587.047	3.69381E-4	0.09029
588.553	4.43278E-4	0.09188
590.059	2.89036E-4	0.08939
591.565	3.65185E-4	0.085
593.071	5.19786E-4	0.0902
594.577	4.33362E-4	0.09227
596.083	5.72706E-4	0.08763
597.589	4.50651E-4	0.08851
599.095	3.26605E-4	0.08965
600.601	6.87958E-4	0.08933
602.107	3.55138E-4	0.08474
603.613	5.62655E-4	0.08557
605.119	6.26558E-4	0.08114
606.625	5.46352E-4	0.07987
608.132	4.48072E-4	0.08071
609.638	4.82773E-4	0.08255
611.144	1.60478E-4	0.08088
612.65	3.69635E-4	0.07982
614.156	5.1036E-4	0.07906
615.662	2.9081E-4	0.08025
617.168	3.3311E-4	0.07634
618.674	2.75818E-4	0.07646
620.18	4.8974E-4	0.07745
621.686	4.6012E-4	0.08118
623.192	2.43832E-4	0.07983
624.698	5.31398E-4	0.07592
626.204	4.19181E-4	0.07691
627.71	5.89291E-4	0.076
629.216	5.66515E-4	0.07545
630.722	2.50222E-4	0.07566
632.228	1.63265E-4	0.07264
633.734	3.25139E-4	0.07235
635.24	6.82781E-4	0.07293
636.746	4.91507E-4	0.07517
638.252	4.77089E-4	0.06947
639.758	5.58785E-4	0.06726
641.264	5.68041E-4	0.06692
642.77	3.26137E-4	0.06381
644.276	5.16114E-4	0.06623
645.782	1.6403E-4	0.06912
647.288	7.37649E-4	0.06951
