Time	E	j
s	V RHE	mA cm-2
69.50014	0.93041	1.83982E-6
69.60013	0.93047	3.36024E-6
69.70013	0.93053	1.72877E-6
69.80014	0.93056	-1.19634E-6
69.90014	0.93056	-2.73273E-6
70.00014	0.93057	-2.49956E-6
70.10013	0.93058	-2.51772E-6
70.20014	0.93062	-2.00474E-6
70.30014	0.93065	-4.94713E-7
70.40014	0.93069	1.03826E-6
70.50014	0.93071	3.78224E-7
70.60013	0.93074	-8.6029E-7
70.70014	0.93076	-3.82568E-7
70.80014	0.93078	-1.63226E-6
70.90014	0.9308	-9.64646E-7
71.00014	0.93083	-4.57873E-7
71.10014	0.93083	5.58998E-7
71.20014	0.93086	2.11806E-6
71.30014	0.93089	1.2473E-6
71.40014	0.93093	1.85564E-6
71.50014	0.93099	-5.45341E-7
71.60014	0.93102	-3.16356E-6
71.70014	0.93103	-2.89525E-6
71.80014	0.93101	-3.12605E-6
71.90014	0.931	4.66616E-7
72.00014	0.931	2.18542E-6
72.10014	0.93106	3.07545E-6
72.20014	0.9311	2.88172E-6
72.30014	0.93112	2.10127E-6
72.40014	0.93116	-8.98629E-8
72.50014	0.93119	-2.18781E-6
72.60014	0.93122	-1.46132E-6
72.70014	0.93124	-5.12804E-7
72.80014	0.93129	3.27121E-6
72.90014	0.93134	3.18752E-6
73.00014	0.9314	3.12962E-6
73.10014	0.93145	2.1478E-6
73.20014	0.93148	-7.33451E-7
73.30015	0.93146	-3.31113E-6
73.40014	0.93149	2.40877E-6
73.50014	0.93155	6.51662E-7
73.60014	0.93157	3.66549E-7
73.70014	0.93161	8.01162E-7
73.80015	0.93163	4.16319E-9
73.90014	0.93165	4.93353E-7
74.00014	0.93168	-7.83185E-7
74.10014	0.93168	4.98383E-7
74.20015	0.93172	-3.15552E-6
74.30015	0.93175	-3.08389E-6
74.40014	0.93178	-2.07695E-6
74.50014	0.93174	2.60043E-6
74.60015	0.93178	3.0735E-6
74.70015	0.93185	1.5008E-6
74.80015	0.93188	4.95518E-7
74.90014	0.93191	-3.07531E-6
75.00014	0.9319	-2.89988E-6
75.10015	0.93189	-1.27218E-6
75.20015	0.93193	3.45051E-6
75.30015	0.932	3.35044E-6
75.40014	0.93204	1.10104E-6
75.50015	0.9321	2.50429E-6
75.60015	0.93214	-9.48421E-7
75.70015	0.93218	1.51787E-6
75.80015	0.93215	-3.22868E-6
75.90014	0.93217	-3.79307E-8
76.00015	0.9322	-8.19728E-7
76.10015	0.9322	-1.06224E-6
76.20015	0.93223	2.60815E-6
76.30015	0.93227	1.10517E-7
76.40015	0.93232	2.42952E-6
76.50015	0.93237	-3.00617E-6
76.60015	0.93237	-2.14239E-6
76.70015	0.93235	9.08816E-7
76.80015	0.93237	1.05409E-6
76.90015	0.9324	-8.34978E-7
77.00015	0.93243	2.90095E-6
77.10015	0.93247	1.63286E-6
77.20015	0.93248	3.30716E-6
77.30015	0.93255	1.60578E-6
77.40015	0.93262	-1.44046E-6
77.50015	0.93261	-1.12479E-6
77.60015	0.9326	1.04675E-6
77.70016	0.93264	-2.14163E-6
77.80015	0.93261	2.50167E-6
77.90015	0.93264	1.13198E-6
78.00015	0.93275	2.39721E-6
78.10015	0.93276	-3.07328E-6
78.20016	0.93275	9.97099E-7
78.30015	0.93279	-2.13244E-6
78.40015	0.93281	-1.46828E-6
78.50015	0.93283	-1.00612E-6
78.60016	0.93285	2.99351E-7
78.70016	0.93287	1.31136E-6
78.80015	0.93289	-1.8752E-6
78.90015	0.93292	8.24071E-7
79.00015	0.93293	-1.54382E-6
79.10016	0.93298	8.83988E-7
79.20016	0.93297	-3.32381E-6
79.30015	0.93298	-1.27118E-6
79.40015	0.93302	2.09372E-7
79.50016	0.93305	2.37705E-6
79.60016	0.93308	3.18101E-6
79.70016	0.93313	1.5585E-6
79.80015	0.93315	-1.09256E-6
79.90015	0.93315	-1.03276E-6
80.00016	0.93317	2.4122E-7
